case,frame,score,pair_similarity,semantic_support,min_siglip,min_gdino,rank_a,rank_b,track_a,track_b,birth_a,birth_b,obs_a,obs_b,eligible
Cosmos2.5_0057,30,0.11117348639697132,0.3535954058170318,0.3144087410866931,0.7381900548934937,0.1339124739170074,2,3,T03,T02,18,0,7,30,True
Cosmos2.5_0057,33,0.21305598916579704,0.5915255546569824,0.3601805323344742,0.7377593517303467,0.1758432686328888,2,3,T02,T03,0,18,30,7,True
Cosmos2.5_0057,36,0.08061959494422868,0.2751187086105346,0.29303566940754994,0.7356719970703125,0.1167230829596519,2,3,T04,T03,36,18,19,7,True
Cosmos2.5_0057,39,0.1403865807979134,0.371654063463211,0.3777345510223646,0.7615491151809692,0.187359407544136,1,3,T04,T02,36,0,19,30,True
Cosmos2.5_0057,42,0.14137013499363374,0.3649542331695556,0.38736400936046683,0.7477682828903198,0.2006649374961853,1,3,T04,T02,36,0,19,30,True
Cosmos2.5_0057,45,0.1265662791838541,0.4526140093803406,0.279634029351261,0.746801495552063,0.1047067940235138,1,3,T02,T04,0,36,30,19,True
Cosmos2.5_0057,48,0.07114684939012007,0.2826217412948608,0.2517387695092154,0.6176263093948364,0.1026063933968544,1,3,T00,T04,0,36,31,19,True
Cosmos2.5_0057,51,0.13849090066819567,0.4406034350395202,0.3143209735888093,0.7110024690628052,0.1389554589986801,2,3,T02,T04,0,36,30,19,True
Cosmos2.5_0057,54,0.17386041243863334,0.5464495420455933,0.3181637078289055,0.6969029903411865,0.1452542841434478,2,3,T04,T00,36,0,19,31,True
Cosmos2.5_0057,57,0.17977579324100548,0.5452365875244141,0.3297207072204333,0.7364776730537415,0.1476158052682876,1,2,T02,T04,0,36,30,19,True
Cosmos2.5_0057,60,0.1979615398177478,0.5810606479644775,0.3406899787676724,0.7258022427558899,0.1599191278219223,1,2,T04,T02,36,0,19,30,True
Cosmos2.5_0057,63,0.163359790446853,0.4929239451885223,0.33140972769009,0.7332321405410767,0.1497921347618103,1,2,T02,T04,0,36,30,19,True
Cosmos2.5_0057,66,0.14258831354232537,0.4284940958023071,0.33276611028990905,0.6982043981552124,0.1585972309112548,2,3,T02,T04,0,36,30,19,True
Cosmos2.5_0057,69,0.16257275425994816,0.4722839593887329,0.34422671155370727,0.7198256254196167,0.164612129330635,1,3,T02,T04,0,36,30,19,True
Cosmos2.5_0057,72,0.15901642137729136,0.4476673603057861,0.3552111131548048,0.7059388160705566,0.1787335276603698,1,3,T02,T04,0,36,30,19,True
Cosmos2.5_0057,75,0.18482091234612713,0.5129328966140747,0.36032181512659817,0.6901138424873352,0.1881310045719146,2,3,T02,T04,0,36,30,19,True
Cosmos2.5_0057,78,0.18418582894421506,0.4986474215984344,0.36937086399404206,0.7118399143218994,0.1916650533676147,2,3,T02,T04,0,36,30,19,True
Cosmos2.5_0057,81,0.19753460807215578,0.5375884175300598,0.36744580357539125,0.7023223638534546,0.1922428011894226,2,3,T04,T02,36,0,19,30,True
Cosmos2.5_0057,84,0.16607846674359295,0.4700871706008911,0.3532929148679007,0.6924248933792114,0.1802590936422348,2,3,T02,T04,0,36,30,19,True
Cosmos2.5_0057,87,0.08974525425172766,0.3261316120624542,0.27518109539942864,0.6931715607643127,0.1092437133193016,1,3,T02,T04,0,36,30,19,True
Cosmos2.5_0057,90,0.0,0.2289387136697769,0.2593961036159088,0.609154462814331,0.1104585826396942,1,2,T02,T05,0,90,30,1,False
Cosmos2.5_0057,92,0.053316457542321324,0.2119302153587341,0.2515755360889555,0.6066744327545166,0.1043232530355453,2,3,T04,T06,36,90,19,2,True
Cosmos3_seed101_0039,0,0.0,0.1493655443191528,0.2836118402412235,0.6626429557800293,0.1213861480355262,1,2,T00,T01,0,0,63,4,False
Cosmos3_seed101_0039,3,0.0,0.2349181771278381,0.3046688779213208,0.6695661544799805,0.1386317461729049,1,2,T00,T02,0,0,63,48,False
Cosmos3_seed101_0039,6,0.03682962839133908,0.1297311633825302,0.2838919148727731,0.662163496017456,0.1217140778899192,2,3,T02,T03,0,6,48,7,True
Cosmos3_seed101_0039,9,0.0,0.2882987856864929,0.30510988411092427,0.672179102897644,0.1384929120540619,1,2,T00,T02,0,0,63,48,False
Cosmos3_seed101_0039,12,0.03519837838433577,0.1239834055304527,0.28389588295096774,0.6660782098770142,0.1210021153092384,2,3,T03,T02,6,0,7,48,True
Cosmos3_seed101_0039,15,0.0,0.2512602508068084,0.3016201938637095,0.6742103695869446,0.1349352449178695,1,2,T00,T02,0,0,63,48,False
Cosmos3_seed101_0039,18,0.04233241853852237,0.1449771672487259,0.2919936935027567,0.6661372184753418,0.1279921233654022,2,3,T02,T03,0,6,48,7,True
Cosmos3_seed101_0039,21,0.038848509714745606,0.1334596276283264,0.29108810211081493,0.6581765413284302,0.1287379264831543,2,3,T03,T02,6,0,7,48,True
Cosmos3_seed101_0039,24,0.04490484572233544,0.1532293111085891,0.29305650072728384,0.6652735471725464,0.1290929317474365,2,3,T02,T03,0,6,48,7,True
Cosmos3_seed101_0039,27,0.034174877634841394,0.1206039860844612,0.2833644122749649,0.6521373987197876,0.1231264919042587,2,3,T02,T03,0,6,48,7,True
Cosmos3_seed101_0039,30,0.03635624837522754,0.1351087838411331,0.26908871016096797,0.6738176345825195,0.107460431754589,2,3,T02,T03,0,6,48,7,True
Cosmos3_seed101_0039,33,0.05782579633564144,0.185827225446701,0.3111804322355717,0.6560239791870117,0.1476062834262848,1,3,T00,T04,0,33,63,12,True
Cosmos3_seed101_0039,36,0.0777625200839276,0.2965183854103088,0.262251934146759,0.6613174676895142,0.1039985790848732,2,3,T04,T02,33,0,12,48,True
Cosmos3_seed101_0039,39,0.0,0.3078276813030243,0.29982356819871325,0.6583924293518066,0.1365358531475067,1,2,T00,T02,0,0,63,48,False
Cosmos3_seed101_0039,42,0.09867972499274388,0.3420473635196686,0.28849725364735795,0.6407605409622192,0.1298935562372207,2,3,T02,T04,0,33,48,12,True
Cosmos3_seed101_0039,45,0.0,0.2550356686115265,0.3074279967464862,0.6858611106872559,0.1378004550933838,1,2,T00,T02,0,0,63,48,False
Cosmos3_seed101_0039,48,0.05733881443841071,0.2164766937494278,0.26487292209285357,0.6622801423072815,0.1059335172176361,2,3,T02,T04,0,33,48,12,True
Cosmos3_seed101_0039,51,0.08620684250873197,0.3321129977703094,0.2595708180272816,0.6596770286560059,0.1021363586187362,2,3,T02,T04,0,33,48,12,True
Cosmos3_seed101_0039,54,0.09506512692041227,0.3404901623725891,0.27920080350628484,0.6617898941040039,0.1177912950515747,2,3,T02,T04,0,33,48,12,True
Cosmos3_seed101_0039,57,0.08198541037807008,0.2869258821010589,0.28573724258585287,0.6696100234985352,0.121930330991745,2,3,T02,T04,0,33,48,12,True
Cosmos3_seed101_0039,60,0.09150345139814936,0.3367559015750885,0.271720409264294,0.675285816192627,0.1093344166874885,2,3,T04,T02,33,0,12,48,True
Cosmos3_seed101_0039,63,0.09139648597250358,0.3508031368255615,0.2605349735454358,0.6312826871871948,0.1075246855616569,2,3,T02,T04,0,33,48,12,True
Cosmos3_seed101_0039,66,0.0,0.2155524939298629,0.3038695053884076,0.6687865257263184,0.1380659937858581,1,2,T00,T02,0,0,63,48,False
Cosmos3_seed101_0039,69,0.07515236445085126,0.2906183302402496,0.2585947155801356,0.6536323428153992,0.1023070961236953,2,3,T04,T02,33,0,12,48,True
Cosmos3_seed101_0039,72,0.0732745437921158,0.2691951990127563,0.27219855354345884,0.66683030128479,0.1111108064651489,2,3,T02,T04,0,33,48,12,True
Cosmos3_seed101_0039,75,0.09151338566973832,0.3158651888370514,0.28972292263883587,0.6524438858032227,0.1286537796258926,2,3,T02,T04,0,33,48,12,True
Cosmos3_seed101_0039,78,0.034373143735517635,0.1208915337920188,0.2843304461224971,0.6325565576553345,0.1278048604726791,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,81,0.0324402555032578,0.1161734461784362,0.27923984843689065,0.6231885552406311,0.1251224726438522,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,84,0.030378769016248676,0.1071977242827415,0.2833900553347807,0.6310222148895264,0.1272695660591125,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,87,0.03163012219350192,0.1142892763018608,0.2767549433943431,0.6291955709457397,0.1217321008443832,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,90,0.0,0.2772577106952667,0.3256772682156228,0.6628375053405762,0.1600176244974136,1,2,T00,T02,0,0,63,48,False
Cosmos3_seed101_0039,93,0.027492861192651163,0.0957539156079292,0.28711996807757206,0.6209216117858887,0.1327669620513916,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,96,0.028257968850962722,0.0975472554564476,0.2896849195678211,0.6325474977493286,0.1326656937599182,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,99,0.03531792722233506,0.1172110438346862,0.30131910839517195,0.627543568611145,0.1446803212165832,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,102,0.0,0.2768888175487518,0.31276874965432333,0.6484085321426392,0.1508682966232299,1,2,T00,T02,0,0,63,48,False
Cosmos3_seed101_0039,105,0.028684413851251412,0.0981028079986572,0.2923913640845432,0.6223658323287964,0.1373672932386398,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,108,0.029858665859895325,0.106359951198101,0.2807322260263357,0.6151494979858398,0.1281161457300186,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,111,0.0357235443026184,0.1223522722721099,0.29197287176792014,0.6254266500473022,0.1363040059804916,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,114,0.038195638661774514,0.1300632804632187,0.2936696546922486,0.6169968843460083,0.1397768259048462,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,117,0.037502687998486176,0.1270651370286941,0.29514537878330266,0.6284099221229553,0.1386209726333618,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,120,0.049073794590077296,0.1599078476428985,0.3068879689986663,0.6305460929870605,0.1493629515171051,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,123,0.03380478061600581,0.1207795888185501,0.2798881909325879,0.6402001976966858,0.1223639100790023,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,126,0.03631228437675745,0.1286985874176025,0.2821498285675116,0.6353733539581299,0.1252940893173217,2,3,T02,T07,0,78,48,15,True
Cosmos3_seed101_0039,129,0.0,0.3300000131130218,0.2873418420075686,0.6552543044090271,0.1260050237178802,1,2,T00,T02,0,0,63,48,False
Cosmos3_seed101_0039,132,0.05740126186176236,0.1868525147438049,0.30720090623594615,0.7891876697540283,0.1195816919207573,1,2,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,135,0.18025512650763822,0.4332292377948761,0.41607331819323057,0.7487799525260925,0.2311987727880478,1,2,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,138,0.23502329376205652,0.4860439896583557,0.4835432569123143,0.7530980110168457,0.3104696571826935,1,2,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,141,0.2917093165618313,0.5426754355430603,0.5375391946199206,0.7693438529968262,0.3755776882171631,1,2,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,144,0.2642049022338549,0.503678023815155,0.5245511809957695,0.7324017286300659,0.3756871819496155,2,3,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,147,0.22198180839039158,0.4074817895889282,0.5447649786124898,0.7633841037750244,0.3887543380260467,1,3,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,150,0.27774625344657017,0.4636731445789337,0.5990130260806766,0.7231420278549194,0.4961910545825958,1,2,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,153,0.24590696971097287,0.4372251033782959,0.5624264659346635,0.7154899835586548,0.4421075582504272,1,2,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,156,0.24199662827615914,0.4062637388706207,0.5956638634520757,0.7181395888328552,0.4940758645534515,1,2,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,159,0.2052878205274038,0.3532050549983978,0.5812142765859764,0.7131645083427429,0.4736775755882263,1,2,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,162,0.18129612742621254,0.3494207262992859,0.5188476635210493,0.6598284840583801,0.4079892039299011,1,2,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,165,0.166319566889877,0.3027263879776001,0.5494055804021407,0.6858752965927124,0.440089464187622,1,3,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,168,0.194093536077543,0.3446791470050812,0.5631136602374199,0.7098060846328735,0.4467374980449676,1,3,T11,T00,132,0,20,63,True
Cosmos3_seed101_0039,171,0.08869565286808259,0.3099748194217682,0.2861382515958452,0.663213312625885,0.1234521344304084,2,3,T13,T14,159,171,10,1,True
Cosmos3_seed101_0039,174,0.5804639508643231,0.848254919052124,0.6843036660641569,0.7734258770942688,0.6054510474205017,1,2,T00,T13,0,159,63,10,True
Cosmos3_seed101_0039,177,0.6373723310922651,0.9259004592895508,0.6883810507895469,0.7642550468444824,0.620039701461792,1,2,T13,T00,159,0,10,63,True
Cosmos3_seed101_0039,180,0.6117924154569425,0.8896011114120483,0.6877154351638063,0.7604398727416992,0.6219459772109985,1,2,T13,T00,159,0,10,63,True
Cosmos3_seed101_0039,183,0.570003996712784,0.8764439225196838,0.6503599170088175,0.7245504260063171,0.5837661623954773,2,3,T13,T00,159,0,10,63,True
Cosmos3_seed101_0039,186,0.5877613488042878,0.8901856541633606,0.6602682778085143,0.7353832721710205,0.5928258299827576,1,3,T13,T00,159,0,10,63,True
Cosmos3_seed101_0039,188,0.6094874159073462,0.9160282611846924,0.6653587468132269,0.749008059501648,0.5910513997077942,1,3,T13,T00,159,0,10,63,True
Cosmos3_seed101_0049,111,0.10074088234086485,0.3716127276420593,0.2710910441094993,0.6826203465461731,0.1076591908931732,1,2,T00,T01,0,111,64,5,True
Cosmos3_seed101_0049,114,0.0,0.1395935267210006,0.25353358725008146,0.6209700107574463,0.1035143062472343,1,2,T00,T02,0,114,64,7,False
Cosmos3_seed101_0049,117,0.13244742489071495,0.5015942454338074,0.26405291945916737,0.660864531993866,0.1055041402578353,1,2,T00,T01,0,111,64,5,True
Cosmos3_seed101_0049,120,0.090557905759162,0.3647794723510742,0.24825384272722034,0.5974797010421753,0.1031498983502388,1,3,T00,T01,0,111,64,5,True
Cosmos3_seed101_0049,123,0.10393335379723671,0.3611139357089996,0.2878131900204219,0.6199710965156555,0.1336133778095245,1,3,T00,T01,0,111,64,5,True
Cosmos3_seed101_0049,126,0.0,0.0954488664865493,0.25214161241386585,0.6313347816467285,0.1006999686360359,1,2,T00,T02,0,114,64,7,False
Cosmos3_seed101_0049,129,0.13186748318859368,0.4070707261562347,0.323942437309979,0.6210812330245972,0.1689613163471222,1,3,T00,T01,0,111,64,5,True
Cosmos3_seed101_0049,132,0.0,0.1508021652698516,0.2554380283927231,0.6395318508148193,0.1020255461335182,1,2,T00,T02,0,114,64,7,False
Cosmos3_seed101_0049,135,0.0,0.1928348392248153,0.3522449748086441,0.6375147104263306,0.1946253478527069,1,2,T00,T02,0,114,64,7,False
Cosmos3_seed101_0049,147,0.0,0.5791043639183044,0.32900531481893125,0.8418653011322021,0.1285769790410995,1,2,T04,T05,147,147,1,1,False
Cosmos3_seed101_0049,156,0.034886574624650314,0.1435075253248214,0.2430992698514344,0.5867058038711548,0.1007272377610206,1,2,T00,T06,0,156,64,3,True
Cosmos3_seed101_0049,159,0.04725054958635482,0.187015950679779,0.25265518483640104,0.6167862415313721,0.103495568037033,1,2,T00,T06,0,156,64,3,True
Cosmos3_seed101_0049,165,0.14022942435640964,0.4940614104270935,0.28382994785038507,0.6477257609367371,0.1243727579712867,1,2,T00,T07,0,165,64,4,True
Cosmos3_seed101_0049,168,0.13292904568710787,0.4531019330024719,0.29337558726853336,0.6927273273468018,0.1242469176650047,2,3,T08,T09,168,168,4,1,True
Cosmos3_seed101_0049,171,0.13963076390148682,0.5406678318977356,0.2582560967449923,0.6619089841842651,0.1007634177803993,2,3,T08,T07,168,165,4,4,True
Cosmos3_seed101_0049,174,0.1658523010243475,0.4891090393066406,0.33909064788387305,0.6588872671127319,0.1745100766420364,1,2,T00,T07,0,165,64,4,True
Cosmos3_seed101_0049,177,0.13258856676419842,0.4059868156909942,0.326583429904075,0.670112133026123,0.1591625213623047,1,2,T00,T07,0,165,64,4,True
Cosmos3_seed101_0049,180,0.0384508174705983,0.1374963521957397,0.27964972784048664,0.5846927165985107,0.1337522566318512,1,2,T00,T10,0,180,64,4,True
Cosmos3_seed101_0049,183,0.041365544736497006,0.1360607892274856,0.3040225253091562,0.5818699598312378,0.1588494032621383,1,2,T00,T10,0,180,64,4,True
Cosmos3_seed101_0049,186,0.03802277098800326,0.1369144022464752,0.2777119891270032,0.580730676651001,0.1328050196170807,1,2,T00,T10,0,180,64,4,True
Cosmos3_seed101_0049,188,0.037924586863976255,0.1424281299114227,0.26627174623132305,0.5842764377593994,0.1213477700948715,1,2,T00,T10,0,180,64,4,True
LVP_0043,0,0.0,0.052040010690689,0.41529331196246927,0.7351398468017578,0.2346064299345016,1,2,T00,T01,0,0,17,8,False
LVP_0043,3,0.0,0.0359268374741077,0.41053010821109115,0.7353644371032715,0.2291856408119201,1,2,T00,T01,0,0,17,8,False
LVP_0043,6,0.0,0.0310039613395929,0.4089311916701959,0.7296169996261597,0.2291952073574066,1,2,T00,T01,0,0,17,8,False
LVP_0043,9,0.0,0.0523624569177627,0.41182967513245045,0.7301454544067383,0.2322875261306762,1,2,T00,T01,0,0,17,8,False
LVP_0043,12,0.0,0.0568080842494964,0.4109489239829286,0.7139770984649658,0.2365328222513198,1,2,T00,T01,0,0,17,8,False
LVP_0043,15,0.0,0.0537584871053695,0.41136001507877296,0.712271511554718,0.237573817372322,1,2,T00,T01,0,0,17,8,False
LVP_0043,18,0.0,0.0645325928926467,0.4086692456259684,0.7065456509590149,0.2363761663436889,1,2,T00,T01,0,0,17,8,False
LVP_0043,21,0.0,0.1773499548435211,0.40505539917592037,0.7021983861923218,0.2336517423391342,1,2,T00,T04,0,21,17,5,False
LVP_0043,24,0.0,0.4204314351081848,0.38612438143317906,0.7071586847305298,0.2108325064182281,1,2,T00,T01,0,0,17,8,False
LVP_0043,27,0.0,0.2030666470527649,0.40937483624694393,0.7156461477279663,0.2341768443584442,1,2,T00,T04,0,21,17,5,False
LVP_0043,30,0.07436195812205364,0.2499261796474456,0.2975356892461252,0.568760097026825,0.1556499600410461,1,3,T00,T03,0,18,17,11,True
LVP_0043,33,0.06756621476590222,0.2260264158248901,0.298930611801799,0.5666536092758179,0.1576968878507614,1,3,T00,T03,0,18,17,11,True
LVP_0043,36,0.07054014051202284,0.2326830774545669,0.30315973677026997,0.569220781326294,0.1614590138196945,1,3,T00,T03,0,18,17,11,True
LVP_0043,39,0.06750123040404359,0.2210049480199813,0.30542859338127004,0.5675047039985657,0.1643803566694259,1,3,T00,T03,0,18,17,11,True
LVP_0043,42,0.08554720114112035,0.282478779554367,0.30284469961275656,0.558777928352356,0.1641348153352737,1,3,T00,T03,0,18,17,11,True
LVP_0043,45,0.07650018182349586,0.2466588020324707,0.31014576083696865,0.5728639960289001,0.1679113954305648,1,3,T00,T03,0,18,17,11,True
LVP_0043,48,0.07545471420018526,0.2483533769845962,0.30381996458564464,0.562328577041626,0.164150595664978,1,3,T00,T03,0,18,17,11,True
LVP_0062,30,0.0,0.5852394700050354,0.4116040119996788,0.7589421272277832,0.2232289612293243,1,2,T00,T01,0,30,17,1,False
LVP_0062,42,0.0,0.6040907502174377,0.31134985169447355,0.835589587688446,0.1160123720765113,1,2,T00,T02,0,42,17,3,False
LVP_0062,45,0.0,0.651128351688385,0.3314561506928864,0.8911863565444946,0.123277448117733,1,2,T00,T02,0,42,17,3,False
LVP_0062,48,0.0,0.6409797668457031,0.3346494599607416,0.8995559215545654,0.1244950518012046,1,2,T00,T02,0,42,17,3,False
