case,frame,rank_a,rank_b,pair_similarity,iou,containment,nested,gdino_a,gdino_b,siglip_source_a,siglip_source_b,sam_a,sam_b,crop_a,crop_b
Cosmos2.5_0058,69,2,3,0.38501599431037903,0.2867914367146062,1.0,True,0.4384068846702575,0.1647703647613525,0.7915079593658447,0.6721082925796509,0.97265625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0069_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0069_rank_03.png
Cosmos2.5_0058,72,1,2,0.5421697497367859,0.0,0.0,False,0.4602036476135254,0.4414670169353485,0.9518972635269164,0.8025610446929932,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_02.png
Cosmos2.5_0058,72,1,3,0.14652329683303833,0.0,0.0,False,0.4602036476135254,0.1308354586362838,0.9518972635269164,0.6838282346725464,0.9765625,0.96875,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_03.png
Cosmos2.5_0058,72,2,3,0.4431428909301758,0.28352318794483095,1.0,True,0.4414670169353485,0.1308354586362838,0.8025610446929932,0.6838282346725464,0.97265625,0.96875,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0072_rank_03.png
Cosmos2.5_0058,75,1,2,0.5564413070678711,0.0,0.0,False,0.493634819984436,0.409780889749527,0.9494911432266236,0.7957359552383423,0.9765625,0.9765625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_02.png
Cosmos2.5_0058,75,1,3,0.21034155786037445,0.0,0.0,False,0.493634819984436,0.1590864211320877,0.9494911432266236,0.6856197118759155,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_03.png
Cosmos2.5_0058,75,2,3,0.340518981218338,0.2834555035860934,1.0,True,0.409780889749527,0.1590864211320877,0.7957359552383423,0.6856197118759155,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0075_rank_03.png
Cosmos2.5_0058,78,1,2,0.5597051978111267,0.0,0.0,False,0.3923588097095489,0.4856718778610229,0.9539085626602172,0.826244056224823,0.9765625,0.9765625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_02.png
Cosmos2.5_0058,78,1,3,0.44463688135147095,0.0,0.0,False,0.3923588097095489,0.1561357527971267,0.9539085626602172,0.7507103681564331,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_03.png
Cosmos2.5_0058,78,2,3,0.6910558938980103,0.383027140202898,1.0,True,0.4856718778610229,0.1561357527971267,0.826244056224823,0.7507103681564331,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0078_rank_03.png
