split,case,frame,score,pair_similarity,min_gdino,min_siglip,edge_gap_norm
POS,Cosmos2.5_0058,72,0.3227181946959643,0.5421697497367859,0.4414670169353485,0.8025610446929932,1.1929083047200826
POS,Cosmos2.5_0058,75,0.3177457158265753,0.5564413070678711,0.409780889749527,0.7957359552383423,1.2056508224699032
POS,Cosmos2.5_0058,78,0.3186803007969248,0.5597051978111267,0.3923588097095489,0.826244056224823,1.183774111733834
POS,Cosmos2.5_0058,81,0.2719049222957451,0.4612740874290466,0.4238159656524658,0.8198581337928772,1.1771793731230864
POS,Cosmos2.5_0058,84,0.3223464492483968,0.6044607758522034,0.3291292488574981,0.8640583157539368,1.1788464818201294
POS,Cosmos2.5_0058,87,0.3248818803304838,0.6373960375785828,0.3055306673049927,0.8503103256225586,1.1834640111228039
POS,Cosmos2.5_0058,90,0.2889002622794696,0.5525942444801331,0.3416354358196258,0.800055742263794,1.2021123006714902
POS,Cosmos2.5_0058,92,0.3220832897235012,0.5619940161705017,0.4200466871261596,0.7819436192512512,1.219939642966103
POS,Cosmos2.5_0060,6,0.2544987917878193,0.5453292727470398,0.2673339247703552,0.8147038221359253,0.8426880592938034
POS,Cosmos2.5_0060,9,0.2536511312572311,0.5677007436752319,0.2539918422698974,0.7859861850738525,0.7750294556059208
POS,Cosmos2.5_0060,12,0.3096444902555685,0.6749167442321777,0.2471707314252853,0.8515874743461609,0.8844937192488617
POS,Cosmos2.5_0060,15,0.3461464169487351,0.6480138897895813,0.3553332984447479,0.8029992580413818,1.1352833845864205
POS,Cosmos2.5_0060,18,0.330320987018396,0.6983115077018738,0.2826290428638458,0.7916936278343201,1.3787208098563914
POS,Cosmos2.5_0060,21,0.3321014336361673,0.6802295446395874,0.2780613601207733,0.8572152256965637,1.5432836258749532
POS,Cosmos2.5_0060,24,0.2988484473930817,0.655958890914917,0.2578718364238739,0.8049054145812988,1.6186055641325787
POS,Cosmos2.5_0060,27,0.3426077723362425,0.7254334092140198,0.2736991047859192,0.8149405717849731,1.7238551339561177
POS,Cosmos2.5_0060,30,0.3197639740395762,0.6630113124847412,0.2653024196624756,0.8767504096031189,1.9310000304316814
POS,Cosmos2.5_0060,33,0.2916931790865189,0.6596873998641968,0.2453858107328415,0.7967585325241089,2.1700375599137227
POS,Cosmos2.5_0060,36,0.2914312924977015,0.60459965467453,0.2919733822345733,0.7957805395126343,2.3420932872120708
POS,Cosmos2.5_0060,39,0.3225175538220643,0.6117847561836243,0.3345230221748352,0.8307749629020691,2.352796850477932
POS,Cosmos2.5_0060,42,0.3035888339666452,0.5602625608444214,0.3546502590179443,0.8279194831848145,2.3893610439024635
POS,Cosmos2.5_0060,45,0.3315326616992587,0.6055601835250854,0.3586623072624206,0.8357036113739014,2.408704137346911
POS,Cosmos2.5_0060,48,0.3286070571716567,0.5942495465278625,0.3804753124713897,0.8036918640136719,2.4734898666816942
POS,Cosmos2.5_0060,51,0.269767363658747,0.5564867854118347,0.2997972965240478,0.783865213394165,2.537251254063717
POS,Cosmos2.5_0060,54,0.248359517777157,0.5108333230018616,0.2953166961669922,0.8004149198532104,2.5810893452820856
POS,Cosmos2.5_0060,57,0.231817884048383,0.4991750717163086,0.2772189676761627,0.7779741287231445,2.6334133976254925
POS,Cosmos2.5_0060,60,0.2460626624658098,0.5301798582077026,0.2764787673950195,0.7790820598602295,2.5959286674752793
POS,Cosmos2.5_0060,63,0.2732937880657093,0.5695029497146606,0.2768930494785309,0.831678569316864,2.649326023331923
POS,Cosmos2.5_0060,66,0.2479624232310847,0.5031800866127014,0.2843210697174072,0.8541139364242554,2.692424657904812
POS,Cosmos2.5_0060,69,0.249917804059829,0.5170426368713379,0.2822591364383697,0.8277394771575928,2.676813188940371
POS,Cosmos2.5_0060,72,0.2161308529500844,0.4712449312210083,0.2563700377941131,0.820489227771759,2.6618651618867433
POS,Cosmos2.5_0060,75,0.2356995595555578,0.4794957339763641,0.2954943776130676,0.8177090883255005,2.705170192543551
POS,Cosmos2.5_0060,78,0.2193964477787789,0.4579198658466339,0.2794407606124878,0.8214676380157471,2.7057273673091506
POS,Cosmos2.5_0060,81,0.2528455947269809,0.5086994767189026,0.3085498809814453,0.8006870746612549,2.6954452513459546
POS,Cosmos2.5_0060,84,0.2642115700229507,0.4825931489467621,0.3734349012374878,0.8026504516601562,2.6825021865870387
POS,Cosmos2.5_0060,87,0.267967668040467,0.4955480992794037,0.34465092420578,0.8484255075454712,2.6747135628323138
POS,Cosmos2.5_0060,90,0.300545290058697,0.503384530544281,0.440342903137207,0.8095228672027588,2.7056286048307348
POS,Cosmos2.5_0060,92,0.1986379383452774,0.3562329411506653,0.3867481648921966,0.8039480447769165,2.78980409373349
POS,Cosmos3_seed101_0010,60,0.0478920232576203,0.1870125234127044,0.1029413044452667,0.6370819807052612,0.2283962503296437
POS,Cosmos3_seed101_0010,63,0.2328628677956044,0.488532155752182,0.298860102891922,0.760232150554657,2.214387038087988
POS,Cosmos3_seed101_0010,66,0.3507644752326839,0.7018935084342957,0.340469092130661,0.7335184812545776,2.215258022461199
POS,Cosmos3_seed101_0010,69,0.334477648877828,0.6405288577079773,0.3628747761249542,0.7514498829841614,2.1674286676385437
POS,Cosmos3_seed101_0010,72,0.3361676037360321,0.6697656512260437,0.3541717231273651,0.7112988233566284,2.0685730938260103
POS,Cosmos3_seed101_0010,75,0.358989585354262,0.659089207649231,0.3970471024513244,0.7471938133239746,2.0535786384159582
POS,Cosmos3_seed101_0010,78,0.3581262033361729,0.6847980618476868,0.3776961266994476,0.7241101264953613,2.055481428721969
POS,Cosmos3_seed101_0010,81,0.3470672995848676,0.6628128290176392,0.3824778497219085,0.7168681621551514,2.059235231744057
POS,Cosmos3_seed101_0010,84,0.3326451161456014,0.6061328053474426,0.4151354432106018,0.725499153137207,2.0516108403069664
POS,Cosmos3_seed101_0010,87,0.3721913226950045,0.686538815498352,0.4004723727703094,0.7338879108428955,2.0538846380579026
POS,Cosmos3_seed101_0010,90,0.3946532245231858,0.717988133430481,0.4124017655849457,0.7326157689094543,2.055920980929795
POS,Cosmos3_seed101_0010,93,0.27519891198057,0.5183581113815308,0.3919401168823242,0.7191407680511475,0.14425977139179708
POS,Cosmos3_seed101_0010,96,0.2995110196884168,0.5484421849250793,0.4072536826133728,0.7323166131973267,0.1430470348374928
POS,Cosmos3_seed101_0010,99,0.2972067317093467,0.5498709082603455,0.3916248083114624,0.7459772825241089,0.14083540659198293
POS,Cosmos3_seed101_0010,102,0.3093035033300245,0.5544118285179138,0.4185874164104461,0.7435643076896667,0.1412981656809395
POS,Cosmos3_seed101_0010,105,0.3267938699156786,0.5988463163375854,0.3974943459033966,0.7491798400878906,0.14092122813320654
POS,Cosmos3_seed101_0010,108,0.3134926891646426,0.5821748375892639,0.3910005092620849,0.7416015863418579,0.1398083641894196
POS,Cosmos3_seed101_0010,111,0.2771342812377222,0.5764977335929871,0.3288624286651611,0.70270174741745,0.13873944354148093
POS,Cosmos3_seed101_0010,114,0.2550042977731968,0.5132766962051392,0.353196233510971,0.6988369226455688,0.14058958148832737
POS,Cosmos3_seed101_0010,117,0.2426222031164194,0.4679586291313171,0.395153284072876,0.6802688241004944,0.14306504716182677
POS,Cosmos3_seed101_0010,120,0.2236510212840694,0.4313348531723022,0.3734113276004791,0.7199878692626953,0.1433956845874342
POS,Cosmos3_seed101_0010,123,0.2468037156373919,0.4696267247200012,0.3838505744934082,0.7195079326629639,0.14202668664667611
POS,Cosmos3_seed101_0010,126,0.2136313552596299,0.453318327665329,0.3133491575717926,0.7087529897689819,0.1425200760078358
POS,Cosmos3_seed101_0010,129,0.2270168797211419,0.4685295820236206,0.3375370800495147,0.6955378651618958,0.14115389326926014
POS,Cosmos3_seed101_0010,132,0.169117224355942,0.3977071344852447,0.2617040276527405,0.6909371018409729,0.13630358008074012
POS,Cosmos3_seed101_0010,135,0.1955496028208504,0.4217557311058044,0.2982313632965088,0.7208395004272461,0.1457458842715007
POS,Cosmos3_seed101_0010,138,0.2058136200491083,0.521303117275238,0.2217983305454254,0.7027636766433716,0.1438220432075772
POS,Cosmos3_seed101_0010,141,0.2890508533580229,0.5571197271347046,0.372525155544281,0.7225964665412903,0.1389362954820983
POS,Cosmos3_seed101_0010,144,0.290808717263169,0.5653800368309021,0.3552517592906952,0.7447279691696167,0.14163862167206823
POS,Cosmos3_seed101_0010,147,0.2796291490239486,0.5385228991508484,0.3619202673435211,0.7449783086776733,0.1334043065532228
POS,Cosmos3_seed101_0010,150,0.2816365812315495,0.5138044953346252,0.4048245847225189,0.7421905994415283,0.15028420745664303
POS,Cosmos3_seed101_0010,153,0.2787735816730076,0.5693547129631042,0.3270627856254577,0.7330038547515869,0.14238336998327109
POS,Cosmos3_seed101_0010,156,0.2842521349961741,0.6026352643966675,0.2947389781475067,0.7548502683639526,0.1399822689393958
POS,Cosmos3_seed101_0010,159,0.2484344044581247,0.5116405487060547,0.3121530711650848,0.7553112506866455,0.13952355409008396
POS,Cosmos3_seed101_0010,162,0.2319466201535933,0.4706766605377197,0.3254398703575134,0.7462081909179688,0.13571255733204
POS,Cosmos3_seed101_0010,165,0.232241397405503,0.4733288288116455,0.320399135351181,0.7513841390609741,0.13632940348107903
POS,Cosmos3_seed101_0010,168,0.2457169271663576,0.456247329711914,0.380962997674942,0.7613540887832642,0.14125230665002336
POS,Cosmos3_seed101_0010,171,0.2221356896066753,0.3980014324188232,0.4103274047374725,0.7591662406921387,0.13870679479406253
POS,Cosmos3_seed101_0010,174,0.2306756665132075,0.4227551817893982,0.3980282545089721,0.7480175495147705,0.14145420571418396
POS,Cosmos3_seed101_0010,177,0.2492570011156787,0.4868969321250915,0.3471764624118805,0.754866898059845,0.13168243799304638
POS,Cosmos3_seed101_0010,180,0.2990622092628485,0.5158789753913879,0.434050440788269,0.7742606997489929,0.13318010492980956
POS,Cosmos3_seed101_0010,183,0.3031093594067646,0.543856680393219,0.4198686182498932,0.7398034334182739,0.1346157170765606
POS,Cosmos3_seed101_0010,186,0.3109622873950383,0.562322199344635,0.4241189062595367,0.7210366725921631,0.13689520377033185
POS,Cosmos3_seed101_0010,188,0.2704703027138416,0.517103374004364,0.3765152394771576,0.7266108393669128,0.1363210982246274
POS,Cosmos3_seed101_0020,120,0.0984838264687356,0.376162976026535,0.1054091453552246,0.6502785682678223,4.677117749937243
POS,Cosmos3_seed101_0020,126,0.2122378104903939,0.5926842093467712,0.1735933423042297,0.7386959791183472,0.0
POS,Cosmos3_seed101_0020,129,0.2353177001805861,0.6957749128341675,0.1669801026582718,0.6850258111953735,0.0
POS,Cosmos3_seed101_0020,132,0.3648290539884959,0.7103069424629211,0.3580467402935028,0.7367955446243286,0.0
POS,Cosmos3_seed101_0020,135,0.3632572981247848,0.6297507286071777,0.3950715661048889,0.8422006368637085,0.0
POS,Cosmos3_seed101_0020,138,0.4124385921641501,0.58086758852005,0.5719854831695557,0.88141268491745,0.03473676200183909
POS,Cosmos3_seed101_0020,141,0.5523072717863773,0.7170673608779907,0.6769419312477112,0.8763754367828369,0.23645510100972267
POS,Cosmos3_seed101_0020,144,0.5444430877052375,0.691625714302063,0.6869329214096069,0.9020869135856628,0.3037093682048307
POS,Cosmos3_seed101_0020,147,0.4699975409750458,0.6017786264419556,0.6751928329467773,0.9034202694892884,0.3053658157823782
POS,Cosmos3_seed101_0020,150,0.3388847380760086,0.4355977773666382,0.6819177269935608,0.8875661492347717,0.28212538968310097
POS,Cosmos3_seed101_0020,153,0.3356370892824851,0.4298557043075561,0.6695250868797302,0.9106000065803528,0.2650424906485258
POS,Cosmos3_seed101_0020,156,0.3646823171752609,0.4762352108955383,0.6559144258499146,0.8940035104751587,0.25565923994777695
POS,Cosmos3_seed101_0020,159,0.3972640814103626,0.5203850865364075,0.6486518383026123,0.8984569311141968,0.2116446329167687
POS,Cosmos3_seed101_0020,162,0.384226054682641,0.4932802319526672,0.6674121022224426,0.9090591073036194,0.1621743690991694
POS,Cosmos3_seed101_0020,165,0.4748447555515186,0.6148156523704529,0.6524186134338379,0.9142966270446776,0.1361693232059865
POS,Cosmos3_seed101_0020,168,0.4975433665930569,0.6878525018692017,0.572360098361969,0.9141172170639038,0.11015901283163602
POS,Cosmos3_seed101_0020,171,0.478708125363884,0.6404610872268677,0.6075112819671631,0.9196059107780457,0.13698235925352895
POS,Cosmos3_seed101_0020,174,0.5694300279739486,0.7303260564804077,0.6603609323501587,0.9205889701843262,0.2041020604890012
POS,Cosmos3_seed101_0020,177,0.6155322446575117,0.7844986319541931,0.6711118817329407,0.9173230528831482,0.18751675490624112
POS,Cosmos3_seed101_0020,180,0.5995513688480552,0.7683607339859009,0.6692136526107788,0.9098246097564696,0.15229957366451832
POS,Cosmos3_seed101_0020,183,0.5673175187934107,0.7342267632484436,0.6530093550682068,0.9142659902572632,0.14664485793046397
POS,Cosmos3_seed101_0020,186,0.6429967508173098,0.8188588619232178,0.67230623960495,0.9171329736709596,0.1927227049154327
POS,Cosmos3_seed101_0020,188,0.6296789351817654,0.8085498809814453,0.6646649241447449,0.9124770164489746,0.1993376710818539
POS,Cosmos3_seed101_0036,18,0.0343779402451293,0.1245812475681305,0.1343138813972473,0.5669352412223816,0.21253995649806967
POS,Cosmos3_seed101_0036,21,0.0620396201435925,0.2427550703287124,0.1047561764717102,0.6234792470932007,0.060722666818834356
POS,Cosmos3_seed101_0036,24,0.0895274816685239,0.3397158086299896,0.1072752848267555,0.6474131941795349,5.142002568925818
POS,Cosmos3_seed101_0036,30,0.0952837851388749,0.3745011687278747,0.1047171875834465,0.6181781888008118,0.07188484830861776
POS,Cosmos3_seed101_0036,42,0.0794323466607098,0.3081552684307098,0.1062544211745262,0.6253290176391602,0.9248792186481527
POS,Cosmos3_seed101_0036,45,0.0690968635009661,0.2542648315429687,0.1181697025895118,0.6249394416809082,0.8848997760296227
POS,Cosmos3_seed101_0036,48,0.0577205099056091,0.2018263489007949,0.1274187266826629,0.6419058442115784,0.9190558546859083
POS,Cosmos3_seed101_0036,51,0.0488901983251751,0.1829407513141632,0.1131014302372932,0.6314727067947388,0.9267125206529914
POS,Cosmos3_seed101_0036,54,0.0723807630320306,0.2461138367652893,0.1362068355083465,0.6350023746490479,0.8989442811595247
POS,Cosmos3_seed101_0036,57,0.0776658332967163,0.2444890737533569,0.1404992789030075,0.7182357311248779,0.0
POS,Cosmos3_seed101_0036,60,0.0926745363841652,0.2983722686767578,0.1521485298871994,0.634068489074707,0.6906735601318253
POS,Cosmos3_seed101_0036,63,0.0587033447739721,0.2056523561477661,0.1301332861185073,0.6261377930641174,0.944629070244516
POS,Cosmos3_seed101_0036,66,0.0943055323236165,0.3172871470451355,0.1407654285430908,0.6275861859321594,0.8416906690494371
POS,Cosmos3_seed101_0036,69,0.0931258818551536,0.2937520444393158,0.1435516774654388,0.7001171708106995,0.0
POS,Cosmos3_seed101_0036,72,0.0858874097982315,0.2672784030437469,0.1572314202785492,0.6567376852035522,0.0
POS,Cosmos3_seed101_0036,78,0.064766813819908,0.2437038719654083,0.1120183020830154,0.6305088996887207,2.267465854438521
POS,Cosmos3_seed101_0036,81,0.087333360235873,0.2748571932315826,0.1457183957099914,0.6928380727767944,0.0
POS,Cosmos3_seed101_0036,87,0.1232016295656928,0.401646614074707,0.1353378593921661,0.6952250003814697,0.0
POS,Cosmos3_seed101_0036,90,0.0996265689545753,0.2902136147022247,0.1749231815338134,0.6737013459205627,0.0
POS,Cosmos3_seed101_0036,93,0.1322898191396589,0.4392224550247192,0.1358881592750549,0.6675782203674316,0.0
POS,Cosmos3_seed101_0036,96,0.1185915222338465,0.3865976631641388,0.14007169008255,0.6717976331710815,0.0
POS,Cosmos3_seed101_0036,99,0.1205073764964094,0.3771517276763916,0.1533486992120742,0.6657558083534241,0.0
POS,Cosmos3_seed101_0036,102,0.1013344037795839,0.301829844713211,0.1658219546079635,0.6797472238540649,0.0
POS,Cosmos3_seed101_0036,105,0.1169489898165734,0.3488604724407196,0.1631916761398315,0.6886386871337891,0.0
POS,Cosmos3_seed101_0036,108,0.1404199518277497,0.4200014770030975,0.1641345471143722,0.6810139417648315,0.0
POS,Cosmos3_seed101_0036,111,0.1165670662642491,0.3705533146858215,0.1467357873916626,0.6743949055671692,0.0
POS,Cosmos3_seed101_0036,114,0.1090490031410861,0.3660236299037933,0.1297487765550613,0.6841036081314087,0.0
POS,Cosmos3_seed101_0036,117,0.0982269090372434,0.3160971403121948,0.1410805135965347,0.6844674348831177,0.0
POS,Cosmos3_seed101_0036,120,0.1119855682827822,0.3687505424022674,0.1384268701076507,0.6662517786026001,5.127445235371702
POS,Cosmos3_seed101_0036,123,0.1777625516186125,0.5538026094436646,0.1502135694026947,0.6859009265899658,0.0
POS,Cosmos3_seed101_0036,126,0.1814473987859315,0.3093932867050171,0.4657213389873504,0.7385052442550659,0.03406330251999403
POS,Cosmos3_seed101_0036,129,0.0625676744544186,0.2326081246137619,0.1116847097873687,0.6478232741355896,0.2246878937356236
POS,Cosmos3_seed101_0036,132,0.6874325815720541,0.9157558679580688,0.5872340798377991,0.9595984816551208,0.06697466589174501
POS,Cosmos3_seed101_0036,135,0.4414992392600675,0.6245359778404236,0.5840079188346863,0.8557093143463135,0.19257864151697682
POS,Cosmos3_seed101_0036,138,0.4068952340927209,0.5694711208343506,0.553403913974762,0.9225280284881592,0.3719199198161845
POS,Cosmos3_seed101_0036,141,0.2716384296092329,0.37592813372612,0.621955931186676,0.8394854068756104,0.5328418150818343
POS,Cosmos3_seed101_0036,144,0.2470645857231743,0.3799800872802734,0.5020067691802979,0.8421505689620972,0.651729358586969
POS,Cosmos3_seed101_0036,147,0.2674990235948921,0.4000335037708282,0.5236493349075317,0.8539080619812012,0.6827086893824628
POS,Cosmos3_seed101_0036,150,0.2892376056538704,0.4505046606063843,0.4941403269767761,0.8341816663742065,0.640853625696559
POS,Cosmos3_seed101_0036,153,0.2206096047525419,0.3374625146389007,0.510986328125,0.8363507986068726,0.5897103808905877
POS,Cosmos3_seed101_0036,156,0.2692069322134008,0.4194499850273132,0.4964621663093567,0.8297092914581299,0.5897028978930822
POS,Cosmos3_seed101_0036,159,0.1832177469050486,0.2771512866020202,0.5378209352493286,0.8125752210617065,0.6095370452025763
POS,Cosmos3_seed101_0036,162,0.2973361104863086,0.4306635558605194,0.557466447353363,0.8550673723220825,0.6002833979000528
POS,Cosmos3_seed101_0036,165,0.2264783769473503,0.3412923216819763,0.5165982246398926,0.8524080514907837,0.5962167248802848
POS,Cosmos3_seed101_0036,168,0.3330124580816136,0.5072337985038757,0.5052215456962585,0.8531447649002075,0.5858272636250371
POS,Cosmos3_seed101_0036,171,0.4076881066115582,0.6421210169792175,0.4801874756813049,0.8394821882247925,0.5866700510966116
POS,Cosmos3_seed101_0036,174,0.5021371574478313,0.7149778604507446,0.5582616329193115,0.8835309147834778,0.6015865106561965
POS,Cosmos3_seed101_0036,177,0.5167209779006101,0.7709306478500366,0.4892966747283935,0.9181408286094666,0.596548302906986
POS,Cosmos3_seed101_0036,180,0.5401797600150289,0.7632034420967102,0.5362970232963562,0.9340940117836,0.5967701823368484
POS,Cosmos3_seed101_0036,183,0.5679659029523143,0.828493595123291,0.5008335709571838,0.9383671283721924,0.5908198180169634
POS,Cosmos3_seed101_0036,186,0.5697690831316018,0.8266304135322571,0.5077886581420898,0.9356038570404052,0.5897654847583638
POS,Cosmos3_seed101_0036,188,0.5674905462020854,0.8156726956367493,0.5156622529029846,0.938685417175293,0.5907153068516712
POS,LVP_0030,39,0.1476791495575541,0.4282833933830261,0.1628020405769348,0.7303248047828674,0.0
POS,LVP_0030,42,0.0958319440059597,0.3012571632862091,0.1391043066978454,0.7274535298347473,0.0
POS,LVP_0030,45,0.5364997181968477,0.7843929529190063,0.5568522810935974,0.8401012420654297,0.016969316888315215
POS,LVP_0030,48,0.5699864391988918,0.7866881489753723,0.6082414388656616,0.8630735874176025,0.029191892944965044
NEG,Cosmos2.5_0036,15,0.0702899566181743,0.2598312199115753,0.1176283210515976,0.6221455335617065,1.3302495693441205
NEG,Cosmos2.5_0036,18,0.0164261539099197,0.0502214133739471,0.1697554439306259,0.6301881074905396,0.6903961710672885
NEG,Cosmos2.5_0036,21,0.0094305301037142,0.03030376881361,0.1554431468248367,0.6230276823043823,0.6165533852809635
NEG,Cosmos2.5_0036,24,0.0499965969930128,0.1931682378053665,0.1157320588827133,0.5788363218307495,5.3897155967715475
NEG,Cosmos2.5_0036,27,0.0085849276083913,0.0329636633396148,0.1078975051641464,0.6286239624023438,0.5868291624589118
NEG,Cosmos2.5_0036,30,0.1090619004866148,0.4292576909065246,0.1024353206157684,0.6301736235618591,3.756415161381918
NEG,Cosmos2.5_0036,33,0.0234838185063797,0.0716350153088569,0.1772357523441314,0.606366753578186,0.5751836678745668
NEG,Cosmos2.5_0036,36,0.0686680133043424,0.2672072052955627,0.1053295508027076,0.6269925832748413,2.380809392872219
NEG,Cosmos2.5_0036,39,0.113292097048861,0.4130022227764129,0.1204811334609985,0.6245617866516113,3.737486760145918
NEG,Cosmos2.5_0036,42,0.0254957069116411,0.0852649211883544,0.1393882632255554,0.6414563655853271,0.4734478407300083
NEG,Cosmos2.5_0036,45,0.1350343953022846,0.5103691816329956,0.1140840202569961,0.6136137843132019,3.7679228063815113
NEG,Cosmos2.5_0036,48,0.033689128953046,0.1221863329410553,0.1273120045661926,0.5971245765686035,0.45396275067960107
NEG,Cosmos2.5_0036,57,0.0771221984527971,0.3014637529850006,0.1030141785740852,0.6353186368942261,0.8068246495661885
NEG,Cosmos2.5_0036,63,0.0178683308951365,0.0658372268080711,0.1233894377946853,0.5969623327255249,0.0
NEG,Cosmos2.5_0036,69,0.0202583303105353,0.0752481818199157,0.1249604970216751,0.5800194144248962,0.0
NEG,Cosmos2.5_0036,72,0.0301999148962752,0.1169812977313995,0.1142493784427642,0.5833439826965332,0.5136546288170795
NEG,Cosmos2.5_0036,75,0.0382473154689939,0.1447958797216415,0.1166238784790039,0.5982766151428223,0.5089520421109567
NEG,Cosmos2.5_0036,78,0.0264753853722568,0.0948985368013382,0.1315712928771972,0.5915676355361938,0.0
NEG,Cosmos2.5_0036,81,0.037896205204522,0.1568682044744491,0.1027558296918869,0.5679565668106079,0.22668914380597158
NEG,Cosmos2.5_0036,87,0.0411181441104905,0.1177439019083976,0.2020564973354339,0.6035556793212891,0.5485038733913215
NEG,Cosmos2.5_0036,90,0.0652069507298901,0.2590674161911011,0.1022793129086494,0.6194045543670654,4.3146418381821166
NEG,Cosmos2.5_0036,92,0.0414324220926396,0.1634063571691513,0.1050023883581161,0.6122708320617676,0.0
NEG,Cosmos2.5_0057,18,0.1640702477618777,0.473063051700592,0.1669506430625915,0.7204992175102234,1.3811817235266213
NEG,Cosmos2.5_0057,21,0.1354116101719333,0.4196019470691681,0.14212267100811,0.7327797412872314,1.302179774735235
NEG,Cosmos2.5_0057,24,0.1429798685571414,0.4271474182605743,0.1487168222665786,0.7534147500991821,1.2802108657666509
NEG,Cosmos2.5_0057,27,0.1209173647585014,0.43461874127388,0.1026116758584976,0.7543339729309082,5.9195035367164826
NEG,Cosmos2.5_0057,30,0.1111734863969713,0.3535954058170318,0.1339124739170074,0.7381900548934937,4.394661843354506
NEG,Cosmos2.5_0057,33,0.213055989165797,0.5915255546569824,0.1758432686328888,0.7377593517303467,1.1930979178694747
NEG,Cosmos2.5_0057,36,0.0806195949442286,0.2751187086105346,0.1167230829596519,0.7356719970703125,4.370521058738976
NEG,Cosmos2.5_0057,39,0.1403865807979134,0.371654063463211,0.187359407544136,0.7615491151809692,8.03360269922194
NEG,Cosmos2.5_0057,42,0.1413701349936337,0.3649542331695556,0.2006649374961853,0.7477682828903198,8.310497000563265
NEG,Cosmos2.5_0057,45,0.1265662791838541,0.4526140093803406,0.1047067940235138,0.746801495552063,0.9919658925156916
NEG,Cosmos2.5_0057,48,0.07114684939012,0.2826217412948608,0.1026063933968544,0.6176263093948364,4.150772813136666
NEG,Cosmos2.5_0057,51,0.1384909006681956,0.4406034350395202,0.1389554589986801,0.7110024690628052,1.0049484313285033
NEG,Cosmos2.5_0057,54,0.1738604124386333,0.5464495420455933,0.1452542841434478,0.6969029903411865,5.914267174322113
NEG,Cosmos2.5_0057,57,0.1797757932410054,0.5452365875244141,0.1476158052682876,0.7364776730537415,1.0286772138866553
NEG,Cosmos2.5_0057,60,0.1979615398177478,0.5810606479644775,0.1599191278219223,0.7258022427558899,1.0373182852088705
NEG,Cosmos2.5_0057,63,0.163359790446853,0.4929239451885223,0.1497921347618103,0.7332321405410767,1.047483497597492
NEG,Cosmos2.5_0057,66,0.1425883135423253,0.4284940958023071,0.1585972309112548,0.6982043981552124,1.060080209829924
NEG,Cosmos2.5_0057,69,0.1625727542599481,0.4722839593887329,0.164612129330635,0.7198256254196167,1.0646131196882798
NEG,Cosmos2.5_0057,72,0.1590164213772913,0.4476673603057861,0.1787335276603698,0.7059388160705566,1.0656762596973466
NEG,Cosmos2.5_0057,75,0.1848209123461271,0.5129328966140747,0.1881310045719146,0.6901138424873352,1.0521386257225385
NEG,Cosmos2.5_0057,78,0.184185828944215,0.4986474215984344,0.1916650533676147,0.7118399143218994,1.062153553311498
NEG,Cosmos2.5_0057,81,0.1975346080721557,0.5375884175300598,0.1922428011894226,0.7023223638534546,1.062352209905473
