case,frame,rank_a,rank_b,dino,base,width_ratio,height_ratio,area_ratio,aspect_ratio,mask_ratio,size_consistency,strict_size,size_score,strict_size_score,mask_size_score
Cosmos2.5_0036,6,2,3,0.269420325756073,0.06997295559659802,0.4966402430411409,0.2500033521551032,0.12416172557541039,0.5033892352827182,0.1760654490106545,0.352365897293439,0.2500033521551032,0.024656083285069224,0.017493473459349696,0.01231981984571762
Cosmos2.5_0036,9,1,2,0.2018338292837143,0.05110371215387782,0.47543457774732745,0.2496916384358519,0.1187120386867876,0.5251861141840467,0.18707662200812886,0.34454613433731573,0.2496916384358519,0.017607586472905504,0.012760169617855912,0.009560309841823222
Cosmos2.5_0036,12,1,2,0.1591875553131103,0.039582011822147656,0.47839694854325565,0.31651298906311987,0.1514188481421014,0.6616116386756205,0.19870016644210192,0.389125748495395,0.31651298906311987,0.01540237997724678,0.012528220874959702,0.007864952337173985
Cosmos2.5_0036,15,1,2,0.0838177800178527,0.02931995292549157,0.8020853692910033,0.6480702650166391,0.5198076778423893,0.807981656104132,0.7389558232931727,0.7209768913372948,0.6480702650166391,0.021139008514376733,0.019001389662698705,0.02166614995297369
Cosmos2.5_0036,15,1,3,0.1326896250247955,0.035895409296268325,0.4792133572905594,0.3097324673879074,0.1484279355588478,0.6463352130648324,0.19396299902629016,0.38526346252771987,0.3097324673879074,0.01382918967433004,0.011117973689232017,0.00696238123838038
Cosmos2.5_0036,15,2,3,0.2598312199115753,0.07028995661817437,0.5974592925365988,0.47793037901523694,0.285543946128192,0.7999379790146292,0.1433300876338851,0.5343631219762381,0.47793037901523694,0.037560360662062,0.03359370560748864,0.010074665641864915
Cosmos2.5_0036,18,1,2,0.0502214133739471,0.016426153909919753,0.8641546515199402,0.5863738379764266,0.5067176796169288,0.6785519663003239,0.8979183346677342,0.7118410494042394,0.5863738379764266,0.011692810636912828,0.009631866911351131,0.014749344763791035
Cosmos2.5_0036,21,1,2,0.03030376881361,0.00943053010371421,0.830696172192739,0.568292721273331,0.47207858824675114,0.6841162151659406,0.9280128333667536,0.6870797539199879,0.568292721273331,0.006479526302994997,0.005359301615689816,0.008751652961698289
Cosmos2.5_0036,24,1,3,0.1931682378053665,0.04999659699301286,0.8546234112834423,0.766203343533357,0.8965391462687649,0.6548153151872567,0.7763900080580177,0.8092065961095823,0.766203343533357,0.04045757606977851,0.03830755978133623,0.038816858342278715
Cosmos2.5_0036,24,2,3,0.075589433312416,0.01956436770965921,0.1962574010287489,0.08045831621736717,0.015790540031969717,0.40996322072756464,0.03236805858836967,0.12566041553317303,0.08045831621736717,0.0024584665760395688,0.001574116083776608,0.000633260600270657
Cosmos2.5_0036,27,1,2,0.0329636633396148,0.008584927608391333,0.9873738802096099,0.6021218607683954,0.594519398025921,0.6098215405906532,0.9931672025723473,0.7710508401045426,0.6021218607683954,0.006619415644686819,0.005169172586126559,0.00852626853711213
Cosmos2.5_0036,30,1,2,0.0339158587157726,0.010025822058291823,0.9935717287304858,0.5805269676254472,0.5767951827982823,0.5842828965828191,0.9826395738804498,0.7594703304265956,0.5805269676254472,0.007614314391409142,0.005820260077452471,0.00985176951516109
Cosmos2.5_0036,30,1,3,0.1149258539080619,0.02919931851608852,0.26649122428217437,0.9340110568809318,0.2853191322724853,0.24890575004128712,0.15679582413170046,0.49890455003065176,0.26649122428217437,0.014567672865470822,0.007781362139557593,0.00457833121081412
Cosmos2.5_0036,30,2,3,0.4292576909065246,0.10906190048661489,0.26477814640154357,0.6215418579348286,0.16457070105495544,0.4260021155796506,0.1540737818110081,0.40567314559255147,0.26477814640154357,0.04424348423470688,0.028877207853875493,0.01680357945946858
Cosmos2.5_0036,33,1,3,0.0716350153088569,0.023483818506379758,0.9808615049073064,0.5998326922435405,0.611536582119436,0.5883527972066004,0.8650990099009901,0.7670415876643197,0.5998326922435405,0.018013065431554263,0.014086362078840451,0.020315828138563675
Cosmos2.5_0036,36,1,3,0.1284128427505493,0.03738675348773272,0.3643089125342321,0.908044538286483,0.4012015899811454,0.3308087182757975,0.20928766547594033,0.5751597328358423,0.3643089125342321,0.021503355147603844,0.013620327506301315,0.00782458635717205
Cosmos2.5_0036,36,2,3,0.2672072052955627,0.06866801330434248,0.3248277361339148,0.31581523339677947,0.1025855473008798,0.9722545160570285,0.07984607984607985,0.3202897864448378,0.31581523339677947,0.021993663316839135,0.02168640464860408,0.005482871673170203
Cosmos2.5_0036,39,1,2,0.0958356708288192,0.03135225088603032,0.9713804646793537,0.6412666492657553,0.6229138957471415,0.6601601252887387,0.9991789819376026,0.7892489440899757,0.6412666492657553,0.024744730906643433,0.020105152872623967,0.03132651012175607
Cosmos2.5_0036,39,1,3,0.1270015090703964,0.034838232090446966,0.3828271942369395,0.9873082740107865,0.3877483905627201,0.37796845638646476,0.21839080459770116,0.6147913925767543,0.3828271942369395,0.02141824522179806,0.01333702264336112,0.007608349536994166
Cosmos2.5_0036,39,2,3,0.4130022227764129,0.11329209704886105,0.3718708578297715,0.6495100528842012,0.24153386053510814,0.5725405729725802,0.21857025472473296,0.491460945076115,0.3718708578297715,0.05567864108528819,0.04213002931489368,0.024762282510268727
Cosmos2.5_0036,42,1,2,0.0852649211883544,0.025495706911641148,0.9717052415751152,0.6405308637062126,0.6224071976539625,0.6591822667004704,0.9926350245499181,0.7889278786137314,0.6405308637062126,0.0201142739675585,0.01633078716891396,0.025307931656154428
Cosmos2.5_0036,45,1,2,0.1249163672327995,0.03395634318931767,0.9775370958396726,0.6465563972066172,0.6320328628219184,0.6614136690651583,0.9655172413793104,0.7950049451556376,0.6465563972066172,0.026995460754909505,0.021954690914796685,0.03278543480347913
Cosmos2.5_0036,45,1,3,0.1147575750946998,0.03036276545869608,0.37845466466995376,0.9977967409660787,0.37762083101109006,0.37929033953701774,0.20279146141215107,0.6145086093872811,0.37845466466995376,0.018658180779175502,0.01149093022012328,0.00615730957988336
Cosmos2.5_0036,45,2,3,0.5103691816329956,0.13503439530228462,0.36995347380844373,0.6451318659835321,0.2386687748851311,0.5734540383374696,0.2100340136054422,0.4885373833036025,0.36995347380844373,0.06596935013696241,0.04995644362570279,0.028361816020122707
Cosmos2.5_0036,48,1,3,0.1221863329410553,0.033689128953046085,0.9951785188079101,0.6969457724866625,0.700322363591117,0.6935854615527114,0.9164673413063478,0.832817784123701,0.6969457724866625,0.02805690572373346,0.023479496002583488,0.03087498644252485
Cosmos2.5_0036,57,1,3,0.1571142077445984,0.043278461871433235,0.4855468589374166,0.3808637363375363,0.18492719086185916,0.7844016068212827,0.23346468861072478,0.4300316161189304,0.3808637363375363,0.018611106901713945,0.016483196691295665,0.010103992624365286
Cosmos2.5_0036,57,2,3,0.3014637529850006,0.07712219845279711,0.547998642419243,0.8855119442587321,0.6188495208587799,0.4852593432998096,0.5524262092412301,0.6966055866125461,0.547998642419243,0.05372375429405993,0.04226286005252026,0.042604323739628566
Cosmos2.5_0036,63,1,3,0.1625909209251403,0.044127441517315416,0.8757232414391269,0.6261566356180164,0.7150165782845008,0.5483399185920276,0.7055545568937623,0.7404997762268586,0.6261566356180164,0.032676360569035855,0.027630690318912996,0.03113431744660489
Cosmos2.5_0036,63,2,3,0.0658372268080711,0.017868330895136546,0.21006294762021832,0.08337158806031852,0.01751328153572911,0.39688859460855297,0.033662381324025076,0.13233775551870716,0.08337158806031852,0.002364654805527942,0.0014897111227147868,0.0006014905682159448
Cosmos2.5_0036,69,1,3,0.1618488430976867,0.04357297737369601,0.8772250354644192,0.6250517604136356,0.7125329706108099,0.5483110526959493,0.7099304688892851,0.7404802851500836,0.6250517604136356,0.03226493071051256,0.027235366213892206,0.03093378425781022
Cosmos2.5_0036,69,2,3,0.0752481818199157,0.020258330310535373,0.2111423924272014,0.08316387810838273,0.01755942018732809,0.3938757970503547,0.034209621993127146,0.13251196243105032,0.08316387810838273,0.0026844711050254713,0.001684761312624719,0.0006930298221353252
Cosmos2.5_0036,72,1,3,0.1169812977313995,0.03019991489627524,0.9836471564749688,0.7411046128166096,0.7289854450475406,0.7534252581712909,0.9967839914239771,0.8538064447212499,0.7411046128166096,0.025784881968473075,0.02238129623629862,0.030102791710973655
Cosmos2.5_0036,75,1,3,0.1447958797216415,0.03824731546899395,0.9897269297116182,0.7304228803915255,0.7229191948010211,0.7380044520000608,0.9778312424815261,0.8502465494202379,0.7304228803915255,0.032519648002099395,0.02793671433210591,0.03739942000662925
Cosmos2.5_0036,78,1,3,0.1704378575086593,0.047549815957751686,0.8697579166157232,0.6334210990977827,0.7282728757013902,0.5509230154917291,0.7141329531277847,0.7422418847597655,0.6334210990977827,0.035293465016461585,0.030119056685856356,0.033956890490591876
Cosmos2.5_0036,78,2,3,0.0948985368013382,0.026475385372256854,0.21151942303480525,0.083128759976252,0.017583347347775637,0.39300769065814484,0.03450681180138131,0.13260221471670688,0.083128759976252,0.003510694735839564,0.0022008659558891133,0.0009135811404095108
Cosmos2.5_0036,81,1,3,0.1269272714853286,0.030663077596719483,0.15174511960200301,0.4969241464435443,0.07540581403519889,0.3053687784907083,0.08014994644769725,0.2746011908845242,0.15174511960200301,0.008420117624243745,0.004652972377279697,0.002457644027298652
Cosmos2.5_0036,81,2,3,0.1568682044744491,0.03789620520452204,0.028046159385976783,0.0651918726648313,0.0018283816514281614,0.43020944543454864,0.003879954719459399,0.042759579645129366,0.028046159385976783,0.001620425804690926,0.001062843011289708,0.00014703556023288713
Cosmos2.5_0036,87,1,2,0.0780608803033828,0.02763986812720656,0.18967388123526202,0.13153729237918366,0.02494918877273722,0.6934918583546639,0.051117277639842265,0.15795312207340892,0.13153729237918366,0.004365803464389582,0.0036356734151704487,0.0014128748129870448
Cosmos2.5_0036,87,1,3,0.1177439019083976,0.04111814411049052,0.9890051067495231,0.7408089899120225,0.7326638741489462,0.7490446559439665,0.8431932773109244,0.8559578693773112,0.7408089899120225,0.035195399025564705,0.03046069080554946,0.03467054268946739
Cosmos2.5_0036,90,1,3,0.2590674161911011,0.06520695072989019,0.35409412382774713,0.8736594765784897,0.3093576868828685,0.4052999290003526,0.2209660842754368,0.5561993229795129,0.35409412382774713,0.03626806184952338,0.023089398086179543,0.01440852457032517
Cosmos2.5_0036,90,2,3,0.2588678300380707,0.06515671514010292,0.28226670795026915,0.28814874820081027,0.08133479855463374,0.9795867922825681,0.08998953610045343,0.2851925639890244,0.28226670795026915,0.018582210651908435,0.01839157148345031,0.005863422569287252
Cosmos2.5_0036,92,1,3,0.0558961816132068,0.02012751794649058,0.18908856655675224,0.13200995052786627,0.024961572316542013,0.698138194877295,0.050530570995452245,0.15799231727062557,0.13200995052786627,0.00317999320127215,0.002657032648364962,0.0010170549745573815
Cosmos2.5_0036,92,2,3,0.1634063571691513,0.04143242209263962,0.23485679439260398,0.3994873981807835,0.09382232973698058,0.5878953765803702,0.12357338258611977,0.3063043090408305,0.23485679439260398,0.01269092942097402,0.009730685836598647,0.005119944546723357
Cosmos2.5_0057,0,1,2,0.3829540610313415,0.10832644931746298,0.7013114811202452,0.3598759802327906,0.25238515671665845,0.5131471392111533,0.54421768707483,0.5023794947215287,0.3598759802327906,0.05442098687308433,0.0389840871332597,0.058953169696578496
Cosmos2.5_0057,0,1,3,0.3469074964523315,0.09281268809272461,0.5807193642827269,0.6968783814233104,0.40469077064252046,0.8333152236645092,0.6792452830188679,0.6361531031461848,0.5807193642827269,0.05904307954152572,0.053898125226578046,0.06304258059128463
Cosmos2.5_0057,0,2,3,0.6069058179855347,0.1623734308494294,0.8280477076392795,0.5164114568998063,0.6236494010376145,0.42761332308454525,0.8012093726379441,0.6539214961174966,0.5164114568998063,0.10617947683078975,0.08385149998677378,0.13009511466394194
Cosmos2.5_0057,3,1,2,0.3825825154781341,0.1249030653083274,0.5804479482592015,0.6774414821289821,0.3932195183674402,0.8568237457721648,0.5548048048048048,0.6270721795514773,0.5804479482592015,0.07832323739555337,0.07249972798950369,0.06929682076790837
Cosmos2.5_0057,3,1,3,0.317271739244461,0.08107039068705173,0.18509053897029296,0.2718690923973418,0.05032039684118838,0.680807580362168,0.34468283582089554,0.22432208282108201,0.18509053897029296,0.018185878894038294,0.015005362306798622,0.02794357216312091
Cosmos2.5_0057,6,1,2,0.3086158335208893,0.11531399409144083,0.5604949501580127,0.6858393150263961,0.38440947269212544,0.8172394581031577,0.521613832853026,0.6200076392207804,0.5604949501580127,0.07149555724575325,0.0646329113708035,0.060149374439627645
Cosmos2.5_0057,6,1,3,0.2433105707168579,0.06387658362745093,0.2152786250795213,0.5176457388110082,0.11143806292950684,0.41588022259006613,0.10966373826113299,0.33382340081172684,0.2152786250795213,0.02132349837875034,0.013751263098094697,0.007004944947936151
Cosmos2.5_0057,6,2,3,0.2276264280080795,0.05975900891456261,0.38408664523887454,0.7547624166034946,0.2898941645456221,0.5088841690969488,0.2102393214177522,0.5384182059938372,0.38408664523887454,0.03217533837174852,0.02295263725679435,0.012563693482795048
Cosmos2.5_0057,9,1,3,0.2863754034042358,0.11096656699977878,0.6137948487234282,0.6704452689695172,0.4115158524444829,0.9155032888319706,0.6618098159509203,0.6414950135772552,0.6137948487234282,0.0711844994041445,0.06811070720498737,0.07343876328282906
Cosmos2.5_0057,9,2,3,0.2076820880174636,0.07648697121118221,0.6053567021189074,0.6100883660998747,0.36932108130333274,0.992244297311854,0.2695885879677486,0.6077179290619397,0.6053567021189074,0.046482503744679854,0.046301900647465075,0.02062001456675245
Cosmos2.5_0057,12,1,2,0.2700746357440948,0.11099553199808855,0.5930435034971123,0.7124553908565228,0.4225170410789568,0.8323938749121514,0.6925087108013938,0.6500131083900976,0.5930435034971123,0.07214855077149009,0.06582517916867227,0.07686537276871115
Cosmos2.5_0057,12,1,3,0.1873629093170166,0.05062295116358858,0.46086610513503845,0.4123434237262413,0.19003510767075962,0.8947141461084896,0.15895873719191358,0.4359301637541954,0.4123434237262413,0.022068071390463805,0.020874041001920425,0.008046960389891953
Cosmos2.5_0057,15,1,2,0.3155059814453125,0.11509589810656917,0.5884679493973349,0.6583255629298208,0.3874034940531579,0.8938859168378779,0.6135458167330677,0.622417459630719,0.5884679493973349,0.07163769651340687,0.06773024714281736,0.07061660680642093
Cosmos2.5_0057,15,2,3,0.1830532550811767,0.05365116843348456,0.4610441891947418,0.4339969552664482,0.20009177435380626,0.9413348339222444,0.17224814713148504,0.44731619057866245,0.4339969552664482,0.0239990362837605,0.023284443746619678,0.009241314354106933
Cosmos2.5_0057,18,1,2,0.328141838312149,0.12710800277954526,0.6740995788952192,0.6364065675426864,0.4290013991866768,0.9440839120322434,0.7641369047619048,0.6549819838641951,0.6364065675426864,0.08325345182556218,0.08089236775613665,0.0971279158144293
Cosmos2.5_0057,18,1,3,0.3305602669715881,0.1146466728003671,0.9719549927609192,0.5500023690134912,0.5658722606600987,0.5345775485929963,0.9230769230769231,0.7311481030495779,0.5500023690134912,0.08382369733893404,0.06305594163971649,0.10582769796956963
Cosmos2.5_0057,18,2,3,0.473063051700592,0.16407024776187776,0.6551944513252416,0.8642311331531006,0.7581241015176112,0.5662394431044375,0.7053571428571429,0.752488832544668,0.6551944513252416,0.12346102919364983,0.10749791596113994,0.11572812118918165
Cosmos2.5_0057,21,1,2,0.2120080143213272,0.06971417902479443,0.6218946097353366,0.5690140818849322,0.35386679038774077,0.914968666679859,0.6111786148238153,0.594867035889316,0.5690140818849322,0.04147066703593659,0.039668349572155204,0.04260781536995334
Cosmos2.5_0057,21,1,3,0.2023608684539795,0.06555991426511279,0.9707834321410098,0.5787984878719662,0.596217929466985,0.5618879825743741,0.8777335984095428,0.7495918773401791,0.5787984878719662,0.04914317921224708,0.03794597924166303,0.05754413945933857
Cosmos2.5_0057,21,2,3,0.4196019470691681,0.1354116101719333,0.603724983668864,0.9830953152227335,0.5935192031277815,0.6141062563522459,0.5364520048602673,0.7704019750284792,0.603724983668864,0.10432137191824391,0.081751372139625,0.07264182975809058
Cosmos2.5_0057,24,1,2,0.3604494333267212,0.1266920247646304,0.6692296636964645,0.5737433755646691,0.3839660862772179,0.8573191038717853,0.6274165202108963,0.6196499707715784,0.5737433755646691,0.0785047094423953,0.0726887099455817,0.07948866931629711
Cosmos2.5_0057,24,1,3,0.3610747158527374,0.12086322708484154,0.9035497284107865,0.6047874975888531,0.6693461118654609,0.5464555791926475,0.8169934640522876,0.7392263382703889,0.6047874975888531,0.08934528078946989,0.0730965686591546,0.09874446657258296
Cosmos2.5_0057,24,2,3,0.4271474182605743,0.1429798685571414,0.6046822808773825,0.9486693720555573,0.5736435596930687,0.6374004460238549,0.5125951962507322,0.7573926060459454,0.6046822808773825,0.10829189525860004,0.08645739303868061,0.0732907937829518
Cosmos2.5_0057,27,1,3,0.3603977560997009,0.13280575361554667,0.6480580637009534,0.5679932059206564,0.3680925772242375,0.8764541909669948,0.5911879531511434,0.6067063352432027,0.5679932059206564,0.08057409207530004,0.07543276576080316,0.07851316164667009
Cosmos2.5_0057,27,2,3,0.43461874127388,0.12091736475850148,0.518851725311716,0.9766364687843679,0.5312639266456407,0.5067295168311111,0.6472924187725632,0.7118493638622648,0.518851725311716,0.08607494918324073,0.06273818332509458,0.07826889350613471
Cosmos2.5_0057,30,1,3,0.254483014345169,0.09118379550039153,0.664293093270366,0.5338522074285312,0.3546343342219121,0.8036395573531192,0.5695652173913044,0.5955118254257526,0.5338522074285312,0.05430102850768669,0.048678670509595796,0.05193511830674474
Cosmos2.5_0057,30,2,3,0.3535954058170318,0.11117348639697132,0.4693268318360958,0.6811054027147886,0.31966104080257984,0.6890663764601282,0.2901292967518133,0.5653857451356373,0.4693268318360958,0.06285590444587827,0.05217670015486384,0.032254685425800574
Cosmos2.5_0057,33,1,2,0.2613380253314972,0.10145082378271839,0.5909022027120832,0.512265749540889,0.3026989597776676,0.8669213741118685,0.5209452201933404,0.5501808427941376,0.512265749540889,0.05581629973093554,0.05196978228659488,0.05285032173428401
Cosmos2.5_0057,33,1,3,0.253678023815155,0.09136988565929995,0.9139909340773622,0.5484956031023848,0.5013200086168748,0.6001105510483749,0.9237113402061856,0.7080395530031318,0.5484956031023848,0.064693493000158,0.05011598054009366,0.0843993995368379
Cosmos2.5_0057,33,2,3,0.5915255546569824,0.21305598916579704,0.6465077285570404,0.9339468660157466,0.6038038669408068,0.6922318089840244,0.48120300751879697,0.7770481754311034,0.6465077285570404,0.16555476764595153,0.13774234361105286,0.10252318275647376
Cosmos2.5_0057,36,1,3,0.2014020830392837,0.05901799422349146,0.8985658021847333,0.5466183487675231,0.4911725550491838,0.6083231160572764,0.9472477064220184,0.7008370388679409,0.5466183487675231,0.041361996311517,0.03226031855001612,0.05590465966583021
