case,frame,evidence
Cosmos3_seed101_0036,117,0.09822690903724346
Cosmos3_seed101_0036,120,0.11198556828278228
Cosmos3_seed101_0036,123,0.17776255161861257
Cosmos3_seed101_0036,126,0.1814473987859315
Cosmos3_seed101_0036,129,0.06256767445441863
Cosmos3_seed101_0036,132,0.6874325815720541
Cosmos3_seed101_0036,135,0.44149923926006757
Cosmos3_seed101_0036,138,0.4068952340927209
Cosmos3_seed101_0036,141,0.2716384296092329
Cosmos3_seed101_0036,144,0.2470645857231743
Cosmos3_seed101_0036,147,0.2674990235948921
Cosmos3_seed101_0036,150,0.28923760565387047
Cosmos3_seed101_0036,153,0.2206096047525419
Cosmos3_seed101_0036,156,0.2692069322134008
Cosmos3_seed101_0036,159,0.1832177469050486
Cosmos3_seed101_0036,162,0.2973361104863086
Cosmos3_seed101_0036,165,0.2264783769473503
Cosmos3_seed101_0036,168,0.33301245808161367
Cosmos3_seed101_0036,171,0.4076881066115582
Cosmos3_seed101_0036,174,0.5021371574478313
Cosmos3_seed101_0036,177,0.5167209779006101
Cosmos3_seed101_0036,180,0.5401797600150289
Cosmos3_seed101_0036,183,0.5679659029523143
Cosmos3_seed101_0036,186,0.5697690831316018
Cosmos3_seed101_0036,188,0.5674905462020854
Cosmos3_seed101_0039,0,0.05984328626644002
Cosmos3_seed101_0039,3,0.07157225742886053
Cosmos3_seed101_0039,6,0.07619623394564282
Cosmos3_seed101_0039,9,0.08796280909012605
Cosmos3_seed101_0039,12,0.07901439697669492
Cosmos3_seed101_0039,15,0.07578516555859383
Cosmos3_seed101_0039,18,0.07719241115436608
Cosmos3_seed101_0039,21,0.07498094058775215
Cosmos3_seed101_0039,24,0.0748545747036465
Cosmos3_seed101_0039,27,0.06232009405869731
Cosmos3_seed101_0039,30,0.07572019550396127
Cosmos3_seed101_0039,33,0.0752985715179507
Cosmos3_seed101_0039,36,0.0777625200839276
Cosmos3_seed101_0039,39,0.09229399379860907
Cosmos3_seed101_0039,42,0.09867972499274388
Cosmos3_seed101_0039,45,0.0784051047001423
Cosmos3_seed101_0039,48,0.09079689138572866
Cosmos3_seed101_0039,51,0.08620684250873197
Cosmos3_seed101_0039,54,0.09506512692041227
Cosmos3_seed101_0039,57,0.08198541037807008
Cosmos3_seed101_0039,60,0.09150345139814936
Cosmos3_seed101_0039,63,0.09139648597250358
Cosmos3_seed101_0039,66,0.06549982971570517
Cosmos3_seed101_0039,69,0.07515236445085126
Cosmos3_seed101_0039,72,0.07365262565056038
Cosmos3_seed101_0039,75,0.09151338566973832
Cosmos3_seed101_0039,78,0.07826723240766432
Cosmos3_seed101_0039,81,0.09037583515981736
Cosmos3_seed101_0039,84,0.07615468028395668
Cosmos3_seed101_0039,87,0.08691365341800081
Cosmos3_seed101_0039,90,0.11984572899608359
Cosmos3_seed101_0039,93,0.09248048543742897
Cosmos3_seed101_0039,96,0.09239851031282627
Cosmos3_seed101_0039,99,0.09328507644076076
Cosmos3_seed101_0039,102,0.08660216925798715
Cosmos3_seed101_0039,105,0.09272408651742357
Cosmos3_seed101_0039,108,0.09612762751867023
Cosmos3_seed101_0039,111,0.08691706704000139
Cosmos3_seed101_0039,114,0.0868177018020952
Cosmos3_seed101_0039,117,0.08637166139130825
Cosmos3_seed101_0039,120,0.0820270334361329
Cosmos3_seed101_0039,123,0.0798896648192173
Cosmos3_seed101_0039,126,0.0868797483961072
Cosmos3_seed101_0039,129,0.09482281163041749
Cosmos3_seed101_0039,132,0.09091900718847613
Cosmos3_seed101_0039,135,0.18025512650763822
Cosmos3_seed101_0039,138,0.23502329376205652
Cosmos3_seed101_0039,141,0.2917093165618313
Cosmos3_seed101_0039,144,0.2642049022338549
Cosmos3_seed101_0039,147,0.22198180839039158
Cosmos3_seed101_0039,150,0.27774625344657017
Cosmos3_seed101_0039,153,0.24590696971097287
Cosmos3_seed101_0039,156,0.24199662827615914
Cosmos3_seed101_0039,159,0.2052878205274038
Cosmos3_seed101_0039,162,0.18129612742621254
Cosmos3_seed101_0039,165,0.166319566889877
Cosmos3_seed101_0039,168,0.194093536077543
Cosmos3_seed101_0039,171,0.08869565286808259
Cosmos3_seed101_0039,174,0.5804639508643231
Cosmos3_seed101_0039,177,0.6373723310922651
Cosmos3_seed101_0039,180,0.6117924154569425
Cosmos3_seed101_0039,183,0.570003996712784
Cosmos3_seed101_0039,186,0.5877613488042878
Cosmos3_seed101_0039,188,0.6094874159073462
Cosmos3_seed101_0049,0,0.0
Cosmos3_seed101_0049,3,0.0
Cosmos3_seed101_0049,6,0.0
Cosmos3_seed101_0049,9,0.0
Cosmos3_seed101_0049,12,0.0
Cosmos3_seed101_0049,15,0.0
Cosmos3_seed101_0049,18,0.0
Cosmos3_seed101_0049,21,0.0
Cosmos3_seed101_0049,24,0.0
Cosmos3_seed101_0049,27,0.0
Cosmos3_seed101_0049,30,0.0
Cosmos3_seed101_0049,33,0.0
Cosmos3_seed101_0049,36,0.0
Cosmos3_seed101_0049,39,0.0
Cosmos3_seed101_0049,42,0.0
Cosmos3_seed101_0049,45,0.0
Cosmos3_seed101_0049,48,0.0
Cosmos3_seed101_0049,51,0.0
Cosmos3_seed101_0049,54,0.0
Cosmos3_seed101_0049,57,0.0
Cosmos3_seed101_0049,60,0.0
Cosmos3_seed101_0049,63,0.0
Cosmos3_seed101_0049,66,0.0
Cosmos3_seed101_0049,69,0.0
Cosmos3_seed101_0049,72,0.0
Cosmos3_seed101_0049,75,0.0
Cosmos3_seed101_0049,78,0.0
Cosmos3_seed101_0049,81,0.0
Cosmos3_seed101_0049,84,0.0
Cosmos3_seed101_0049,87,0.0
Cosmos3_seed101_0049,90,0.0
Cosmos3_seed101_0049,93,0.0
Cosmos3_seed101_0049,96,0.0
Cosmos3_seed101_0049,99,0.0
Cosmos3_seed101_0049,102,0.0
Cosmos3_seed101_0049,105,0.0
Cosmos3_seed101_0049,108,0.0
Cosmos3_seed101_0049,111,0.10074088234086485
Cosmos3_seed101_0049,114,0.0
Cosmos3_seed101_0049,117,0.13244742489071495
Cosmos3_seed101_0049,120,0.090557905759162
Cosmos3_seed101_0049,123,0.10393335379723671
Cosmos3_seed101_0049,126,0.0
Cosmos3_seed101_0049,129,0.1534826171758855
Cosmos3_seed101_0049,132,0.0
Cosmos3_seed101_0049,135,0.0
Cosmos3_seed101_0049,138,0.0
Cosmos3_seed101_0049,141,0.0
Cosmos3_seed101_0049,144,0.0
Cosmos3_seed101_0049,147,0.1905284135639587
Cosmos3_seed101_0049,150,0.0
Cosmos3_seed101_0049,153,0.0
Cosmos3_seed101_0049,156,0.034886574624650314
Cosmos3_seed101_0049,159,0.04725054958635482
Cosmos3_seed101_0049,162,0.0
Cosmos3_seed101_0049,165,0.14022942435640964
Cosmos3_seed101_0049,168,0.13292904568710787
Cosmos3_seed101_0049,171,0.13963076390148682
Cosmos3_seed101_0049,174,0.1658523010243475
Cosmos3_seed101_0049,177,0.13258856676419842
Cosmos3_seed101_0049,180,0.0384508174705983
Cosmos3_seed101_0049,183,0.041365544736497006
Cosmos3_seed101_0049,186,0.03802277098800326
Cosmos3_seed101_0049,188,0.037924586863976255
Cosmos3_seed101_0054,0,0.06592869051856722
Cosmos3_seed101_0054,3,0.0725184851062466
Cosmos3_seed101_0054,6,0.0
Cosmos3_seed101_0054,9,0.04155951062141074
Cosmos3_seed101_0054,12,0.044351724410803574
Cosmos3_seed101_0054,15,0.08826187707067351
Cosmos3_seed101_0054,18,0.1842504870551063
Cosmos3_seed101_0054,21,0.15446408641593115
Cosmos3_seed101_0054,24,0.1605012274305105
Cosmos3_seed101_0054,27,0.2103271884031191
Cosmos3_seed101_0054,30,0.2098616442637723
Cosmos3_seed101_0054,33,0.22682274814599032
Cosmos3_seed101_0054,36,0.2231283167452481
Cosmos3_seed101_0054,39,0.2845200880226945
Cosmos3_seed101_0054,42,0.23785758971776622
Cosmos3_seed101_0054,45,0.17545358594799557
Cosmos3_seed101_0054,48,0.15952827048764032
Cosmos3_seed101_0054,51,0.15238696549230898
Cosmos3_seed101_0054,54,0.15903301013281743
Cosmos3_seed101_0054,57,0.16503268125115686
Cosmos3_seed101_0054,60,0.16694124953913886
Cosmos3_seed101_0054,63,0.21868786277017188
Cosmos3_seed101_0054,66,0.15681688805374192
Cosmos3_seed101_0054,69,0.15608458311897744
Cosmos3_seed101_0054,72,0.16569574835598783
Cosmos3_seed101_0054,75,0.1607769417144904
Cosmos3_seed101_0054,78,0.13368620462838168
Cosmos3_seed101_0054,81,0.26367605860187004
Cosmos3_seed101_0054,84,0.2440449506342827
Cosmos3_seed101_0054,87,0.23494188590806409
Cosmos3_seed101_0054,90,0.2037308689482924
Cosmos3_seed101_0054,93,0.1817581428322293
Cosmos3_seed101_0054,96,0.1496880392909238
Cosmos3_seed101_0054,99,0.15900971083024004
Cosmos3_seed101_0054,102,0.22514362428259385
Cosmos3_seed101_0054,105,0.1682184121859509
Cosmos3_seed101_0054,108,0.19910352846060794
Cosmos3_seed101_0054,111,0.2134028021513008
Cosmos3_seed101_0054,114,0.26413289390432576
Cosmos3_seed101_0054,117,0.21782991704245847
Cosmos3_seed101_0054,120,0.18406515769176074
Cosmos3_seed101_0054,123,0.20980131651357165
Cosmos3_seed101_0054,126,0.19697169601474493
Cosmos3_seed101_0054,129,0.2143371653670016
Cosmos3_seed101_0054,132,0.20049738234565548
Cosmos3_seed101_0054,135,0.21334013291259243
Cosmos3_seed101_0054,138,0.20837527705905035
Cosmos3_seed101_0054,141,0.23235759188913566
Cosmos3_seed101_0054,144,0.16127200140869807
Cosmos3_seed101_0054,147,0.1661126644306542
Cosmos3_seed101_0054,150,0.1443664983122858
Cosmos3_seed101_0054,153,0.19211087646119507
Cosmos3_seed101_0054,156,0.1656600031638536
Cosmos3_seed101_0054,159,0.17064981978289934
Cosmos3_seed101_0054,162,0.18289170260121276
Cosmos3_seed101_0054,165,0.22410028164578835
Cosmos3_seed101_0054,168,0.4342529037633879
Cosmos3_seed101_0054,171,0.35059664081622266
Cosmos3_seed101_0054,174,0.316178927454865
Cosmos3_seed101_0054,177,0.42921985197701956
Cosmos3_seed101_0054,180,0.3983685522514372
Cosmos3_seed101_0054,183,0.4129394396430056
Cosmos3_seed101_0054,186,0.36667946753751285
Cosmos3_seed101_0054,188,0.3611872178326138
Cosmos3_seed101_0055,0,0.06836944294123694
Cosmos3_seed101_0055,3,0.07946619543367174
Cosmos3_seed101_0055,6,0.14540858780597504
Cosmos3_seed101_0055,9,0.04726208113602948
Cosmos3_seed101_0055,12,0.03779372925312032
Cosmos3_seed101_0055,15,0.11961020135070675
Cosmos3_seed101_0055,18,0.17856435073602336
Cosmos3_seed101_0055,21,0.1778798292536173
Cosmos3_seed101_0055,24,0.18697335833358383
Cosmos3_seed101_0055,27,0.19299414929793035
Cosmos3_seed101_0055,30,0.18673573674012675
Cosmos3_seed101_0055,33,0.19025674536779685
Cosmos3_seed101_0055,36,0.19542240417152665
Cosmos3_seed101_0055,39,0.1871935027183923
Cosmos3_seed101_0055,42,0.1976291080090685
Cosmos3_seed101_0055,45,0.21301276966536742
Cosmos3_seed101_0055,48,0.21206214030895362
Cosmos3_seed101_0055,51,0.2141567767713864
Cosmos3_seed101_0055,54,0.18946325250735324
Cosmos3_seed101_0055,57,0.19300139296675448
Cosmos3_seed101_0055,60,0.1972748776465523
Cosmos3_seed101_0055,63,0.22234551721771942
Cosmos3_seed101_0055,66,0.22069967780737546
Cosmos3_seed101_0055,69,0.20587050547766905
Cosmos3_seed101_0055,72,0.19842745526399444
Cosmos3_seed101_0055,75,0.13702019951130406
Cosmos3_seed101_0055,78,0.12179926126584752
Cosmos3_seed101_0055,81,0.11456474053146692
Cosmos3_seed101_0055,84,0.14700007777574142
Cosmos3_seed101_0055,87,0.18008545930251796
Cosmos3_seed101_0055,90,0.16562198231650493
Cosmos3_seed101_0055,93,0.174866953701567
Cosmos3_seed101_0055,96,0.15691777275350863
Cosmos3_seed101_0055,99,0.1463606036043971
Cosmos3_seed101_0055,102,0.15971720180345
Cosmos3_seed101_0055,105,0.1356498398217619
Cosmos3_seed101_0055,108,0.14294298540227612
Cosmos3_seed101_0055,111,0.1364806987358093
Cosmos3_seed101_0055,114,0.1639617521695542
Cosmos3_seed101_0055,117,0.2115855322260545
Cosmos3_seed101_0055,120,0.20446526280948835
Cosmos3_seed101_0055,123,0.19902927125667527
Cosmos3_seed101_0055,126,0.23122174669811016
Cosmos3_seed101_0055,129,0.3606434981728871
Cosmos3_seed101_0055,132,0.18247397937012869
Cosmos3_seed101_0055,135,0.09224648057403763
Cosmos3_seed101_0055,138,0.16733342632842563
Cosmos3_seed101_0055,141,0.18797162240025206
Cosmos3_seed101_0055,144,0.1613967394998986
Cosmos3_seed101_0055,147,0.20112592773832513
Cosmos3_seed101_0055,150,0.2720145382484332
Cosmos3_seed101_0055,153,0.29086372603177646
Cosmos3_seed101_0055,156,0.20073620412118984
Cosmos3_seed101_0055,159,0.2077734940011737
Cosmos3_seed101_0055,162,0.19848435621685898
Cosmos3_seed101_0055,165,0.22160544705565874
Cosmos3_seed101_0055,168,0.20221261940629848
Cosmos3_seed101_0055,171,0.21680878084397673
Cosmos3_seed101_0055,174,0.2123684249974682
Cosmos3_seed101_0055,177,0.3882259340489017
Cosmos3_seed101_0055,180,0.4088103968446298
Cosmos3_seed101_0055,183,0.4590057160194164
Cosmos3_seed101_0055,186,0.4646017669977897
Cosmos3_seed101_0055,188,0.44704832989360777
Cosmos3_seed101_0065,0,0.0
Cosmos3_seed101_0065,3,0.0
Cosmos3_seed101_0065,6,0.0
Cosmos3_seed101_0065,9,0.0
Cosmos3_seed101_0065,12,0.0
Cosmos3_seed101_0065,15,0.0
Cosmos3_seed101_0065,18,0.0
Cosmos3_seed101_0065,21,0.0
Cosmos3_seed101_0065,24,0.0
Cosmos3_seed101_0065,27,0.0
Cosmos3_seed101_0065,30,0.0
Cosmos3_seed101_0065,33,0.0
Cosmos3_seed101_0065,36,0.0
Cosmos3_seed101_0065,39,0.0
Cosmos3_seed101_0065,42,0.0
Cosmos3_seed101_0065,45,0.0
Cosmos3_seed101_0065,48,0.0
Cosmos3_seed101_0065,51,0.0
Cosmos3_seed101_0065,54,0.0
Cosmos3_seed101_0065,57,0.0
Cosmos3_seed101_0065,60,0.0
Cosmos3_seed101_0065,63,0.0
Cosmos3_seed101_0065,66,0.0
Cosmos3_seed101_0065,69,0.0
Cosmos3_seed101_0065,72,0.0
Cosmos3_seed101_0065,75,0.0
Cosmos3_seed101_0065,78,0.0
Cosmos3_seed101_0065,81,0.0
Cosmos3_seed101_0065,84,0.0
Cosmos3_seed101_0065,87,0.0
Cosmos3_seed101_0065,90,0.0
Cosmos3_seed101_0065,93,0.0
Cosmos3_seed101_0065,96,0.0
Cosmos3_seed101_0065,99,0.0
Cosmos3_seed101_0065,102,0.0
Cosmos3_seed101_0065,105,0.0
Cosmos3_seed101_0065,108,0.0
Cosmos3_seed101_0065,111,0.0
Cosmos3_seed101_0065,114,0.0
Cosmos3_seed101_0065,117,0.0
Cosmos3_seed101_0065,120,0.0
Cosmos3_seed101_0065,123,0.0
Cosmos3_seed101_0065,126,0.0
Cosmos3_seed101_0065,129,0.0
Cosmos3_seed101_0065,132,0.0
Cosmos3_seed101_0065,135,0.0
Cosmos3_seed101_0065,138,0.13121488106391963
Cosmos3_seed101_0065,141,0.14292727123326063
Cosmos3_seed101_0065,144,0.11971796370723842
Cosmos3_seed101_0065,147,0.1449812380323059
Cosmos3_seed101_0065,150,0.15865410232213348
Cosmos3_seed101_0065,153,0.08765576480423548
Cosmos3_seed101_0065,156,0.29086341837280943
Cosmos3_seed101_0065,159,0.21844842171056697
Cosmos3_seed101_0065,162,0.04983259363150641
Cosmos3_seed101_0065,165,0.16012960257085332
Cosmos3_seed101_0065,168,0.33338820334168917
Cosmos3_seed101_0065,171,0.30499772834647315
Cosmos3_seed101_0065,174,0.39349479032318424
Cosmos3_seed101_0065,177,0.5079523440489291
Cosmos3_seed101_0065,180,0.4795679061128227
Cosmos3_seed101_0065,183,0.49354310326541123
Cosmos3_seed101_0065,186,0.4954526503808792
Cosmos3_seed101_0065,188,0.4824419985956493
Cosmos3_seed102_0000,0,0.15666558018304333
Cosmos3_seed102_0000,3,0.1629062031028106
Cosmos3_seed102_0000,6,0.11157383689036303
Cosmos3_seed102_0000,9,0.12767942052122047
Cosmos3_seed102_0000,12,0.15956191339234466
Cosmos3_seed102_0000,15,0.11362357002628418
Cosmos3_seed102_0000,18,0.19250851398958652
Cosmos3_seed102_0000,21,0.1176328422338965
Cosmos3_seed102_0000,24,0.11651357106236317
Cosmos3_seed102_0000,27,0.0
Cosmos3_seed102_0000,30,0.0
Cosmos3_seed102_0000,33,0.0
Cosmos3_seed102_0000,36,0.1462614608793144
Cosmos3_seed102_0000,39,0.0
Cosmos3_seed102_0000,42,0.0
Cosmos3_seed102_0000,45,0.0
Cosmos3_seed102_0000,48,0.0
Cosmos3_seed102_0000,51,0.0
Cosmos3_seed102_0000,54,0.12623153694070052
Cosmos3_seed102_0000,57,0.0
Cosmos3_seed102_0000,60,0.0
Cosmos3_seed102_0000,63,0.0
Cosmos3_seed102_0000,66,0.14620674823658367
Cosmos3_seed102_0000,69,0.15877654842083222
Cosmos3_seed102_0000,72,0.14324967794552876
Cosmos3_seed102_0000,75,0.14582594359013373
Cosmos3_seed102_0000,78,0.12911019338030114
Cosmos3_seed102_0000,81,0.12289235794020842
Cosmos3_seed102_0000,84,0.1257121020073786
Cosmos3_seed102_0000,87,0.10569508416529443
Cosmos3_seed102_0000,90,0.12546160765709205
Cosmos3_seed102_0000,93,0.12831521511657498
Cosmos3_seed102_0000,96,0.12664616170523946
Cosmos3_seed102_0000,99,0.12147955106907245
Cosmos3_seed102_0000,102,0.1564863065199305
Cosmos3_seed102_0000,105,0.13600579102442298
Cosmos3_seed102_0000,108,0.11913059447323447
Cosmos3_seed102_0000,111,0.11125641397436871
Cosmos3_seed102_0000,114,0.12943516534246727
Cosmos3_seed102_0000,117,0.1490728805463168
Cosmos3_seed102_0000,120,0.12010263302853406
Cosmos3_seed102_0000,123,0.11742572336862891
Cosmos3_seed102_0000,126,0.11896917030452903
Cosmos3_seed102_0000,129,0.11312418426027056
Cosmos3_seed102_0000,132,0.1016762200500497
Cosmos3_seed102_0000,135,0.12772639909344605
Cosmos3_seed102_0000,138,0.08775695921218091
Cosmos3_seed102_0000,141,0.09765509339128724
Cosmos3_seed102_0000,144,0.1040033839756298
Cosmos3_seed102_0000,147,0.09600999081084942
Cosmos3_seed102_0000,150,0.09824534393672736
Cosmos3_seed102_0000,153,0.10731854150021351
Cosmos3_seed102_0000,156,0.10393879319903634
Cosmos3_seed102_0000,159,0.14764057504215494
Cosmos3_seed102_0000,162,0.1202721270691666
Cosmos3_seed102_0000,165,0.11698004786241972
Cosmos3_seed102_0000,168,0.11693908012911008
Cosmos3_seed102_0000,171,0.09064127815154327
Cosmos3_seed102_0000,174,0.11044757941353606
Cosmos3_seed102_0000,177,0.11459440295884078
Cosmos3_seed102_0000,180,0.1355217524710443
Cosmos3_seed102_0000,183,0.07784005067803626
Cosmos3_seed102_0000,186,0.09145402623228319
Cosmos3_seed102_0000,188,0.08236407663852263
Cosmos3_seed102_0001,0,0.15948663417211992
Cosmos3_seed102_0001,3,0.18915239449412138
Cosmos3_seed102_0001,6,0.17929599632992635
Cosmos3_seed102_0001,9,0.16998906024124794
Cosmos3_seed102_0001,12,0.15055646428674357
Cosmos3_seed102_0001,15,0.1863867912999962
Cosmos3_seed102_0001,18,0.16224284324393945
Cosmos3_seed102_0001,21,0.20029540056167405
Cosmos3_seed102_0001,24,0.15096816901190221
Cosmos3_seed102_0001,27,0.19252198308251764
Cosmos3_seed102_0001,30,0.21715359638470258
Cosmos3_seed102_0001,33,0.20639370783629388
Cosmos3_seed102_0001,36,0.17981367018483824
Cosmos3_seed102_0001,39,0.2074081493511311
Cosmos3_seed102_0001,42,0.2211945813738803
Cosmos3_seed102_0001,45,0.2045055969380442
Cosmos3_seed102_0001,48,0.0
Cosmos3_seed102_0001,51,0.0
Cosmos3_seed102_0001,54,0.11482340764081732
Cosmos3_seed102_0001,57,0.17697472598680122
Cosmos3_seed102_0001,60,0.09342421380064485
Cosmos3_seed102_0001,63,0.0
Cosmos3_seed102_0001,66,0.1739001212563963
Cosmos3_seed102_0001,69,0.1439400344603796
Cosmos3_seed102_0001,72,0.10546627752450723
Cosmos3_seed102_0001,75,0.1247820789405466
Cosmos3_seed102_0001,78,0.10780506930822759
Cosmos3_seed102_0001,81,0.10215829622654207
Cosmos3_seed102_0001,84,0.12232782439097599
Cosmos3_seed102_0001,87,0.11243566915647144
Cosmos3_seed102_0001,90,0.1463343522007744
Cosmos3_seed102_0001,93,0.1237526460967847
Cosmos3_seed102_0001,96,0.10295957049810645
Cosmos3_seed102_0001,99,0.1327925930243153
Cosmos3_seed102_0001,102,0.10785526799323483
Cosmos3_seed102_0001,105,0.11442242113850819
Cosmos3_seed102_0001,108,0.09289941146301928
Cosmos3_seed102_0001,111,0.1076071161390415
Cosmos3_seed102_0001,114,0.1363512762932433
Cosmos3_seed102_0001,117,0.1314162631383639
Cosmos3_seed102_0001,120,0.07916893603877262
Cosmos3_seed102_0001,123,0.0
Cosmos3_seed102_0001,126,0.09722094233597472
Cosmos3_seed102_0001,129,0.11500835231281738
Cosmos3_seed102_0001,132,0.1012903421750296
Cosmos3_seed102_0001,135,0.09367851001603691
Cosmos3_seed102_0001,138,0.09857379394716008
Cosmos3_seed102_0001,141,0.09298929304436569
Cosmos3_seed102_0001,144,0.10396794333955306
Cosmos3_seed102_0001,147,0.1082141432098089
Cosmos3_seed102_0001,150,0.09504586115065228
Cosmos3_seed102_0001,153,0.10509605963817124
Cosmos3_seed102_0001,156,0.0938017001342073
Cosmos3_seed102_0001,159,0.11257716651888952
Cosmos3_seed102_0001,162,0.10588818301392681
Cosmos3_seed102_0001,165,0.08910923727340937
Cosmos3_seed102_0001,168,0.08735466654986977
Cosmos3_seed102_0001,171,0.10750846477499297
Cosmos3_seed102_0001,174,0.09788772582552464
Cosmos3_seed102_0001,177,0.1078234825783821
Cosmos3_seed102_0001,180,0.11510771451325985
Cosmos3_seed102_0001,183,0.13052837914016724
Cosmos3_seed102_0001,186,0.11211718661056219
Cosmos3_seed102_0001,188,0.08869318922377606
Cosmos3_seed102_0002,0,0.1611761843532072
Cosmos3_seed102_0002,3,0.16112813018270342
Cosmos3_seed102_0002,6,0.14681173770480857
Cosmos3_seed102_0002,9,0.13137127028947787
Cosmos3_seed102_0002,12,0.1322356939749889
Cosmos3_seed102_0002,15,0.1364732832540334
Cosmos3_seed102_0002,18,0.12615217682555802
Cosmos3_seed102_0002,21,0.09852061171486677
Cosmos3_seed102_0002,24,0.09145068759404215
Cosmos3_seed102_0002,27,0.12215396409544427
Cosmos3_seed102_0002,30,0.11367607029779142
Cosmos3_seed102_0002,33,0.1385520039366258
Cosmos3_seed102_0002,36,0.1372209761945882
Cosmos3_seed102_0002,39,0.13378870862697853
Cosmos3_seed102_0002,42,0.13921936524658773
Cosmos3_seed102_0002,45,0.14991310108458936
Cosmos3_seed102_0002,48,0.144134548447301
Cosmos3_seed102_0002,51,0.1482969737864898
Cosmos3_seed102_0002,54,0.15518300459984216
Cosmos3_seed102_0002,57,0.1571827961234849
Cosmos3_seed102_0002,60,0.17281630900864806
Cosmos3_seed102_0002,63,0.14803743654621476
Cosmos3_seed102_0002,66,0.1476236096015455
Cosmos3_seed102_0002,69,0.0
Cosmos3_seed102_0002,72,0.0
Cosmos3_seed102_0002,75,0.0
Cosmos3_seed102_0002,78,0.10529946926752666
Cosmos3_seed102_0002,81,0.13529551194275116
Cosmos3_seed102_0002,84,0.09343058059826886
Cosmos3_seed102_0002,87,0.1421335483323159
Cosmos3_seed102_0002,90,0.1647557644586417
Cosmos3_seed102_0002,93,0.14919249079640537
Cosmos3_seed102_0002,96,0.0956205965819761
Cosmos3_seed102_0002,99,0.11286781342643955
Cosmos3_seed102_0002,102,0.12228790531780094
Cosmos3_seed102_0002,105,0.13334933449437994
Cosmos3_seed102_0002,108,0.1433851992515562
Cosmos3_seed102_0002,111,0.11956582431772232
Cosmos3_seed102_0002,114,0.14930948111650394
Cosmos3_seed102_0002,117,0.14936058231958801
Cosmos3_seed102_0002,120,0.0923638104929333
Cosmos3_seed102_0002,123,0.12442125327986496
Cosmos3_seed102_0002,126,0.18015967932333277
Cosmos3_seed102_0002,129,0.14171289716234028
Cosmos3_seed102_0002,132,0.15425583543304114
Cosmos3_seed102_0002,135,0.11523237602632753
Cosmos3_seed102_0002,138,0.08593323301824869
Cosmos3_seed102_0002,141,0.12153681658808153
Cosmos3_seed102_0002,144,0.1380934764800046
Cosmos3_seed102_0002,147,0.0
Cosmos3_seed102_0002,150,0.0
Cosmos3_seed102_0002,153,0.0
Cosmos3_seed102_0002,156,0.0
Cosmos3_seed102_0002,159,0.12564232681632864
Cosmos3_seed102_0002,162,0.09124712135538102
Cosmos3_seed102_0002,165,0.10912161530168052
Cosmos3_seed102_0002,168,0.1147606384116721
Cosmos3_seed102_0002,171,0.12136296987633786
Cosmos3_seed102_0002,174,0.12449154372561366
Cosmos3_seed102_0002,177,0.1197640240965525
Cosmos3_seed102_0002,180,0.1297783184417625
Cosmos3_seed102_0002,183,0.10897288710770735
Cosmos3_seed102_0002,186,0.09913787584246296
Cosmos3_seed102_0002,188,0.08212074669411157
Cosmos3_seed102_0003,0,0.11993657705825218
Cosmos3_seed102_0003,3,0.08562833021917052
Cosmos3_seed102_0003,6,0.08936387762322119
Cosmos3_seed102_0003,9,0.09147670993000737
Cosmos3_seed102_0003,12,0.11047032088528136
Cosmos3_seed102_0003,15,0.0944412518672074
Cosmos3_seed102_0003,18,0.1535161199911442
Cosmos3_seed102_0003,21,0.1430139779326681
Cosmos3_seed102_0003,24,0.14483394233495994
Cosmos3_seed102_0003,27,0.1462257125889278
Cosmos3_seed102_0003,30,0.15491202377659385
Cosmos3_seed102_0003,33,0.14604935215936965
Cosmos3_seed102_0003,36,0.14488085145661972
Cosmos3_seed102_0003,39,0.12948744877910665
Cosmos3_seed102_0003,42,0.1478152248003344
Cosmos3_seed102_0003,45,0.13290538834408455
Cosmos3_seed102_0003,48,0.15991261971550347
Cosmos3_seed102_0003,51,0.19373617159203477
Cosmos3_seed102_0003,54,0.18366463259489374
Cosmos3_seed102_0003,57,0.1405559532162384
Cosmos3_seed102_0003,60,0.15486605101092743
Cosmos3_seed102_0003,63,0.1595797727156095
Cosmos3_seed102_0003,66,0.14749698787148716
Cosmos3_seed102_0003,69,0.12380749564704778
Cosmos3_seed102_0003,72,0.16515543889089493
Cosmos3_seed102_0003,75,0.2063100884268874
Cosmos3_seed102_0003,78,0.18472100238381642
Cosmos3_seed102_0003,81,0.1729896518061455
Cosmos3_seed102_0003,84,0.17752793110906775
Cosmos3_seed102_0003,87,0.17894351607799633
Cosmos3_seed102_0003,90,0.2070627957145659
Cosmos3_seed102_0003,93,0.16846247514947546
Cosmos3_seed102_0003,96,0.179357472601336
Cosmos3_seed102_0003,99,0.1501830463635976
Cosmos3_seed102_0003,102,0.132711212629092
Cosmos3_seed102_0003,105,0.15676026909731966
Cosmos3_seed102_0003,108,0.13943752703381065
Cosmos3_seed102_0003,111,0.09448562131257142
Cosmos3_seed102_0003,114,0.06711095210659578
Cosmos3_seed102_0003,117,0.05825136149894658
Cosmos3_seed102_0003,120,0.16086591414706106
Cosmos3_seed102_0003,123,0.12510175636699855
Cosmos3_seed102_0003,126,0.11811569306711314
Cosmos3_seed102_0003,129,0.12166161035526894
Cosmos3_seed102_0003,132,0.12369792107686703
Cosmos3_seed102_0003,135,0.12003799484844888
