case,frame,rank_a,rank_b,edge_gap_norm,base,size,strict_size,base_spatial,size_spatial,strict_size_spatial
Cosmos2.5_0036,15,1,2,0.8788333202147922,0.0293199529254915,0.0211390085143767,0.0190013896626987,0.0293199529254915,0.0211390085143767,0.0190013896626987
Cosmos2.5_0036,15,1,3,0.7895629332602621,0.0358954092962683,0.01382918967433,0.011117973689232,0.0358954092962683,0.01382918967433,0.011117973689232
Cosmos2.5_0036,15,2,3,1.3302495693441205,0.0702899566181743,0.037560360662062,0.0335937056074886,0.0702899566181743,0.037560360662062,0.0335937056074886
Cosmos2.5_0036,18,1,2,0.6903961710672885,0.0164261539099197,0.0116928106369128,0.0096318669113511,0.0164261539099197,0.0116928106369128,0.0096318669113511
Cosmos2.5_0036,21,1,2,0.6165533852809635,0.0094305301037142,0.0064795263029949,0.0053593016156898,0.0094305301037142,0.0064795263029949,0.0053593016156898
Cosmos2.5_0036,24,1,3,5.3897155967715475,0.0499965969930128,0.0404575760697785,0.0383075597813362,0.0499965969930128,0.0404575760697785,0.0383075597813362
Cosmos2.5_0036,24,2,3,0.0,0.0195643677096592,0.0024584665760395,0.0015741160837766,0.0,0.0,0.0
Cosmos2.5_0036,27,1,2,0.5868291624589118,0.0085849276083913,0.0066194156446868,0.0051691725861265,0.0085849276083913,0.0066194156446868,0.0051691725861265
Cosmos2.5_0036,30,1,2,0.5365956760239392,0.0100258220582918,0.0076143143914091,0.0058202600774524,0.0100258220582918,0.0076143143914091,0.0058202600774524
Cosmos2.5_0036,30,1,3,4.607829708376862,0.0291993185160885,0.0145676728654708,0.0077813621395575,0.0291993185160885,0.0145676728654708,0.0077813621395575
Cosmos2.5_0036,30,2,3,3.756415161381918,0.1090619004866148,0.0442434842347068,0.0288772078538754,0.1090619004866148,0.0442434842347068,0.0288772078538754
Cosmos2.5_0036,33,1,3,0.5751836678745668,0.0234838185063797,0.0180130654315542,0.0140863620788404,0.0234838185063797,0.0180130654315542,0.0140863620788404
Cosmos2.5_0036,36,1,3,4.803000084478277,0.0373867534877327,0.0215033551476038,0.0136203275063013,0.0373867534877327,0.0215033551476038,0.0136203275063013
Cosmos2.5_0036,36,2,3,2.380809392872219,0.0686680133043424,0.0219936633168391,0.021686404648604,0.0686680133043424,0.0219936633168391,0.021686404648604
Cosmos2.5_0036,39,1,2,0.47757691578486927,0.0313522508860303,0.0247447309066434,0.0201051528726239,0.0313522508860303,0.0247447309066434,0.0201051528726239
Cosmos2.5_0036,39,1,3,4.649973609518311,0.0348382320904469,0.021418245221798,0.0133370226433611,0.0348382320904469,0.021418245221798,0.0133370226433611
Cosmos2.5_0036,39,2,3,3.737486760145918,0.113292097048861,0.0556786410852881,0.0421300293148936,0.113292097048861,0.0556786410852881,0.0421300293148936
Cosmos2.5_0036,42,1,2,0.4734478407300083,0.0254957069116411,0.0201142739675585,0.0163307871689139,0.0254957069116411,0.0201142739675585,0.0163307871689139
Cosmos2.5_0036,45,1,2,0.47794409737969434,0.0339563431893176,0.0269954607549095,0.0219546909147966,0.0339563431893176,0.0269954607549095,0.0219546909147966
Cosmos2.5_0036,45,1,3,4.647324748537182,0.030362765458696,0.0186581807791755,0.0114909302201232,0.030362765458696,0.0186581807791755,0.0114909302201232
Cosmos2.5_0036,45,2,3,3.7679228063815113,0.1350343953022846,0.0659693501369624,0.0499564436257027,0.1350343953022846,0.0659693501369624,0.0499564436257027
Cosmos2.5_0036,48,1,3,0.45396275067960107,0.033689128953046,0.0280569057237334,0.0234794960025834,0.033689128953046,0.0280569057237334,0.0234794960025834
Cosmos2.5_0036,57,1,3,0.8408895546428504,0.0432784618714332,0.0186111069017139,0.0164831966912956,0.0432784618714332,0.0186111069017139,0.0164831966912956
Cosmos2.5_0036,57,2,3,0.8068246495661885,0.0771221984527971,0.0537237542940599,0.0422628600525202,0.0771221984527971,0.0537237542940599,0.0422628600525202
Cosmos2.5_0036,63,1,3,4.966649718407332,0.0441274415173154,0.0326763605690358,0.0276306903189129,0.0441274415173154,0.0326763605690358,0.0276306903189129
Cosmos2.5_0036,63,2,3,0.0,0.0178683308951365,0.0023646548055279,0.0014897111227147,0.0,0.0,0.0
Cosmos2.5_0036,69,1,3,4.968804486565909,0.043572977373696,0.0322649307105125,0.0272353662138922,0.043572977373696,0.0322649307105125,0.0272353662138922
Cosmos2.5_0036,69,2,3,0.0,0.0202583303105353,0.0026844711050254,0.0016847613126247,0.0,0.0,0.0
Cosmos2.5_0036,72,1,3,0.5136546288170795,0.0301999148962752,0.025784881968473,0.0223812962362986,0.0301999148962752,0.025784881968473,0.0223812962362986
Cosmos2.5_0036,75,1,3,0.5089520421109567,0.0382473154689939,0.0325196480020993,0.0279367143321059,0.0382473154689939,0.0325196480020993,0.0279367143321059
Cosmos2.5_0036,78,1,3,5.047521908505624,0.0475498159577516,0.0352934650164615,0.0301190566858563,0.0475498159577516,0.0352934650164615,0.0301190566858563
Cosmos2.5_0036,78,2,3,0.0,0.0264753853722568,0.0035106947358395,0.0022008659558891,0.0,0.0,0.0
Cosmos2.5_0036,81,1,3,2.0905044915260382,0.0306630775967194,0.0084201176242437,0.0046529723772796,0.0306630775967194,0.0084201176242437,0.0046529723772796
Cosmos2.5_0036,81,2,3,0.22668914380597158,0.037896205204522,0.0016204258046909,0.0010628430112897,0.037896205204522,0.0016204258046909,0.0010628430112897
Cosmos2.5_0036,87,1,2,0.0,0.0276398681272065,0.0043658034643895,0.0036356734151704,0.0,0.0,0.0
Cosmos2.5_0036,87,1,3,0.5485038733913215,0.0411181441104905,0.0351953990255647,0.0304606908055494,0.0411181441104905,0.0351953990255647,0.0304606908055494
Cosmos2.5_0036,90,1,3,4.3146418381821166,0.0652069507298901,0.0362680618495233,0.0230893980861795,0.0652069507298901,0.0362680618495233,0.0230893980861795
Cosmos2.5_0036,90,2,3,2.091693099638724,0.0651567151401029,0.0185822106519084,0.0183915714834503,0.0651567151401029,0.0185822106519084,0.0183915714834503
Cosmos2.5_0036,92,1,3,0.0,0.0201275179464905,0.0031799932012721,0.0026570326483649,0.0,0.0,0.0
Cosmos2.5_0036,92,2,3,0.0,0.0414324220926396,0.012690929420974,0.0097306858365986,0.0,0.0,0.0
Cosmos2.5_0057,0,1,2,2.4636893265138538,0.1083264493174629,0.0544209868730843,0.0389840871332597,0.1083264493174629,0.0544209868730843,0.0389840871332597
Cosmos2.5_0057,0,1,3,5.818928125243426,0.0928126880927246,0.0590430795415257,0.053898125226578,0.0928126880927246,0.0590430795415257,0.053898125226578
Cosmos2.5_0057,0,2,3,1.161429000490662,0.1623734308494294,0.1061794768307897,0.0838514999867737,0.1623734308494294,0.1061794768307897,0.0838514999867737
Cosmos2.5_0057,3,1,2,5.742308196308707,0.1249030653083274,0.0783232373955533,0.0724997279895036,0.1249030653083274,0.0783232373955533,0.0724997279895036
Cosmos2.5_0057,3,1,3,1.1595074069685678,0.0810703906870517,0.0181858788940382,0.0150053623067986,0.0810703906870517,0.0181858788940382,0.0150053623067986
Cosmos2.5_0057,6,1,2,5.785326660355367,0.1153139940914408,0.0714955572457532,0.0646329113708035,0.1153139940914408,0.0714955572457532,0.0646329113708035
Cosmos2.5_0057,6,1,3,2.5244251739263732,0.0638765836274509,0.0213234983787503,0.0137512630980946,0.0638765836274509,0.0213234983787503,0.0137512630980946
Cosmos2.5_0057,6,2,3,0.7149791753509083,0.0597590089145626,0.0321753383717485,0.0229526372567943,0.0597590089145626,0.0321753383717485,0.0229526372567943
Cosmos2.5_0057,9,1,3,5.831803393273836,0.1109665669997787,0.0711844994041445,0.0681107072049873,0.1109665669997787,0.0711844994041445,0.0681107072049873
Cosmos2.5_0057,9,2,3,3.256822067110323,0.0764869712111822,0.0464825037446798,0.046301900647465,0.0764869712111822,0.0464825037446798,0.046301900647465
Cosmos2.5_0057,12,1,2,6.2766824309521185,0.1109955319980885,0.07214855077149,0.0658251791686722,0.1109955319980885,0.07214855077149,0.0658251791686722
Cosmos2.5_0057,12,1,3,2.30657367067831,0.0506229511635885,0.0220680713904638,0.0208740410019204,0.0506229511635885,0.0220680713904638,0.0208740410019204
Cosmos2.5_0057,15,1,2,6.945042119959003,0.1150958981065691,0.0716376965134068,0.0677302471428173,0.1150958981065691,0.0716376965134068,0.0677302471428173
Cosmos2.5_0057,15,2,3,2.7011037048187982,0.0536511684334845,0.0239990362837605,0.0232844437466196,0.0536511684334845,0.0239990362837605,0.0232844437466196
Cosmos2.5_0057,18,1,2,7.797411788486281,0.1271080027795452,0.0832534518255621,0.0808923677561366,0.1271080027795452,0.0832534518255621,0.0808923677561366
Cosmos2.5_0057,18,1,3,6.2255919047721395,0.1146466728003671,0.083823697338934,0.0630559416397164,0.1146466728003671,0.083823697338934,0.0630559416397164
Cosmos2.5_0057,18,2,3,1.3811817235266213,0.1640702477618777,0.1234610291936498,0.1074979159611399,0.1640702477618777,0.1234610291936498,0.1074979159611399
Cosmos2.5_0057,21,1,2,7.944479532144183,0.0697141790247944,0.0414706670359365,0.0396683495721552,0.0697141790247944,0.0414706670359365,0.0396683495721552
Cosmos2.5_0057,21,1,3,7.601770125851098,0.0655599142651127,0.049143179212247,0.037945979241663,0.0655599142651127,0.049143179212247,0.037945979241663
Cosmos2.5_0057,21,2,3,1.302179774735235,0.1354116101719333,0.1043213719182439,0.081751372139625,0.1354116101719333,0.1043213719182439,0.081751372139625
Cosmos2.5_0057,24,1,2,8.031011105136244,0.1266920247646304,0.0785047094423953,0.0726887099455817,0.1266920247646304,0.0785047094423953,0.0726887099455817
Cosmos2.5_0057,24,1,3,7.919071226218068,0.1208632270848415,0.0893452807894698,0.0730965686591546,0.1208632270848415,0.0893452807894698,0.0730965686591546
Cosmos2.5_0057,24,2,3,1.2802108657666509,0.1429798685571414,0.1082918952586,0.0864573930386806,0.1429798685571414,0.1082918952586,0.0864573930386806
Cosmos2.5_0057,27,1,3,8.380501626563593,0.1328057536155466,0.0805740920753,0.0754327657608031,0.1328057536155466,0.0805740920753,0.0754327657608031
Cosmos2.5_0057,27,2,3,5.9195035367164826,0.1209173647585014,0.0860749491832407,0.0627381833250945,0.1209173647585014,0.0860749491832407,0.0627381833250945
Cosmos2.5_0057,30,1,3,8.421144674712293,0.0911837955003915,0.0543010285076866,0.0486786705095957,0.0911837955003915,0.0543010285076866,0.0486786705095957
Cosmos2.5_0057,30,2,3,4.394661843354506,0.1111734863969713,0.0628559044458782,0.0521767001548638,0.1111734863969713,0.0628559044458782,0.0521767001548638
Cosmos2.5_0057,33,1,2,8.350095358903198,0.1014508237827183,0.0558162997309355,0.0519697822865948,0.1014508237827183,0.0558162997309355,0.0519697822865948
Cosmos2.5_0057,33,1,3,8.259102676099335,0.0913698856592999,0.064693493000158,0.0501159805400936,0.0913698856592999,0.064693493000158,0.0501159805400936
Cosmos2.5_0057,33,2,3,1.1930979178694747,0.213055989165797,0.1655547676459515,0.1377423436110528,0.213055989165797,0.1655547676459515,0.1377423436110528
Cosmos2.5_0057,36,1,3,8.390405062791274,0.0590179942234914,0.041361996311517,0.0322603185500161,0.0590179942234914,0.041361996311517,0.0322603185500161
Cosmos2.5_0057,36,2,3,4.370521058738976,0.0806195949442286,0.0452216586380971,0.0285729373555801,0.0806195949442286,0.0452216586380971,0.0285729373555801
Cosmos2.5_0057,39,1,3,8.03360269922194,0.1403865807979134,0.1174126293743343,0.1033866858548981,0.1403865807979134,0.1174126293743343,0.1033866858548981
Cosmos2.5_0057,39,2,3,8.318683013744526,0.0811263212687046,0.0423612146297234,0.0419221001046402,0.0811263212687046,0.0423612146297234,0.0419221001046402
Cosmos2.5_0057,42,1,3,8.310497000563265,0.1413701349936337,0.1090136532767852,0.1056359837463981,0.1413701349936337,0.1090136532767852,0.1056359837463981
Cosmos2.5_0057,42,2,3,8.427875429016261,0.1491272551205273,0.0646625323093841,0.0570719590798,0.1491272551205273,0.0646625323093841,0.0570719590798
Cosmos2.5_0057,45,1,2,8.264891316154149,0.1243330638237353,0.0646010661613055,0.0604867879391206,0.1243330638237353,0.0646010661613055,0.0604867879391206
Cosmos2.5_0057,45,1,3,0.9919658925156916,0.1265662791838541,0.1018545653039861,0.0862370460013055,0.1265662791838541,0.1018545653039861,0.0862370460013055
Cosmos2.5_0057,45,2,3,5.179974919067227,0.080801676797799,0.0355456774093578,0.0267836720694969,0.080801676797799,0.0355456774093578,0.0267836720694969
Cosmos2.5_0057,48,1,2,8.927785225133956,0.1347932265273722,0.0724727047688838,0.0648532969749794,0.1347932265273722,0.0724727047688838,0.0648532969749794
Cosmos2.5_0057,48,1,3,4.150772813136666,0.07114684939012,0.0225324279701099,0.0155424959672031,0.07114684939012,0.0225324279701099,0.0155424959672031
Cosmos2.5_0057,48,2,3,0.7155236521163816,0.0404123076205857,0.0238045276251437,0.0146936580622107,0.0404123076205857,0.0238045276251437,0.0146936580622107
Cosmos2.5_0057,51,1,2,8.76259638607286,0.1610517293309926,0.0814539502022572,0.0729951460873968,0.1610517293309926,0.0814539502022572,0.0729951460873968
Cosmos2.5_0057,51,1,3,5.5177944434883655,0.1377418851364415,0.0585187224768676,0.041950294089289,0.1377418851364415,0.0585187224768676,0.041950294089289
Cosmos2.5_0057,51,2,3,1.0049484313285033,0.1384909006681956,0.1107846478817007,0.0930596977077161,0.1384909006681956,0.1107846478817007,0.0930596977077161
Cosmos2.5_0057,54,1,2,1.0434201786903508,0.1383714129539119,0.1018197859443545,0.0765409684553622,0.1383714129539119,0.1018197859443545,0.0765409684553622
Cosmos2.5_0057,54,1,3,10.460115230515328,0.1473700269928306,0.0724636524747691,0.0696453353484459,0.1473700269928306,0.0724636524747691,0.0696453353484459
Cosmos2.5_0057,54,2,3,5.914267174322113,0.1738604124386333,0.0642648556342316,0.0492025404341484,0.1738604124386333,0.0642648556342316,0.0492025404341484
Cosmos2.5_0057,57,1,2,1.0286772138866553,0.1797757932410054,0.1287207934620632,0.0936982119203681,0.1797757932410054,0.1287207934620632,0.0936982119203681
Cosmos2.5_0057,57,1,3,1.4642871870455523,0.1789103324702109,0.1289610307204965,0.1166554470078514,0.1789103324702109,0.1289610307204965,0.1166554470078514
Cosmos2.5_0057,60,1,2,1.0373182852088705,0.1979615398177478,0.1424331841284235,0.105082527087012,0.1979615398177478,0.1424331841284235,0.105082527087012
Cosmos2.5_0057,60,2,3,1.4468169883205864,0.1978595179347884,0.1400963605555058,0.1212845470103679,0.1978595179347884,0.1400963605555058,0.1212845470103679
Cosmos2.5_0057,63,1,2,1.047483497597492,0.163359790446853,0.1124155120976796,0.0821107690494683,0.163359790446853,0.1124155120976796,0.0821107690494683
Cosmos2.5_0057,63,1,3,1.4670051139191396,0.2065828971568087,0.1433730800438742,0.1324035588663117,0.2065828971568087,0.1433730800438742,0.1324035588663117
Cosmos2.5_0057,66,1,2,1.4519487479223447,0.1863210593121178,0.1314677395224258,0.1173567587021835,0.1863210593121178,0.1314677395224258,0.1173567587021835
Cosmos2.5_0057,66,2,3,1.060080209829924,0.1425883135423253,0.1019870984704226,0.0758265897399585,0.1425883135423253,0.1019870984704226,0.0758265897399585
Cosmos2.5_0057,69,1,2,1.4377946395018137,0.1931556185317662,0.1347198004173032,0.1196101148308005,0.1931556185317662,0.1347198004173032,0.1196101148308005
Cosmos2.5_0057,69,1,3,1.0646131196882798,0.1625727542599481,0.1139632838216441,0.0860085431933535,0.1625727542599481,0.1139632838216441,0.0860085431933535
Cosmos2.5_0057,72,1,2,1.4417948046170794,0.1927115236499237,0.1376981380215066,0.1304179728031217,0.1927115236499237,0.1376981380215066,0.1304179728031217
Cosmos2.5_0057,72,1,3,1.0656762596973466,0.1590164213772913,0.1109281283293147,0.08281198069978,0.1590164213772913,0.1109281283293147,0.08281198069978
Cosmos2.5_0057,75,1,2,1.4519536296231617,0.2294352083235063,0.157036678551773,0.1357335408318815,0.2294352083235063,0.157036678551773,0.1357335408318815
Cosmos2.5_0057,75,2,3,1.0521386257225385,0.1848209123461271,0.1308773681429167,0.0969278484739764,0.1848209123461271,0.1308773681429167,0.0969278484739764
Cosmos2.5_0057,78,1,2,1.4792878255431607,0.2109262635037951,0.1440923725194871,0.1275076038353262,0.2109262635037951,0.1440923725194871,0.1275076038353262
Cosmos2.5_0057,78,2,3,1.062153553311498,0.184185828944215,0.1282149100240243,0.094086328121685,0.184185828944215,0.1282149100240243,0.094086328121685
Cosmos2.5_0057,81,1,3,1.4896498387497947,0.2079284027268235,0.1404933885446776,0.1225468472719797,0.2079284027268235,0.1404933885446776,0.1225468472719797
Cosmos2.5_0057,81,2,3,1.062352209905473,0.1975346080721557,0.1366704787366552,0.0997382028419846,0.1975346080721557,0.1366704787366552,0.0997382028419846
Cosmos2.5_0057,84,1,2,1.5048069359907281,0.1682726992132038,0.1137643308218582,0.0995035436484183,0.1682726992132038,0.1137643308218582,0.0995035436484183
Cosmos2.5_0057,84,2,3,1.0690637978109225,0.1660784667435929,0.116537569560193,0.0848094422453351,0.1660784667435929,0.116537569560193,0.0848094422453351
Cosmos2.5_0057,87,1,2,1.4598278388314385,0.1716626300776853,0.1108502021593431,0.0978594132637894,0.1716626300776853,0.1108502021593431,0.0978594132637894
Cosmos2.5_0057,87,1,3,1.0637779848911455,0.0897452542517276,0.0577950197191249,0.0433855007255396,0.0897452542517276,0.0577950197191249,0.0433855007255396
Cosmos2.5_0057,90,1,2,0.7010947381965353,0.0593858102927783,0.0293329331361506,0.019524288437519,0.0593858102927783,0.0293329331361506,0.019524288437519
Cosmos2.5_0057,90,1,3,2.5469951990216133,0.0453425757833891,0.0304730989959192,0.0254078197557617,0.0453425757833891,0.0304730989959192,0.0254078197557617
Cosmos2.5_0057,92,1,3,3.5040129865090153,0.0380803365337538,0.0174590752750266,0.0156471635747668,0.0380803365337538,0.0174590752750266,0.0156471635747668
Cosmos2.5_0057,92,2,3,1.8183977007849945,0.0533164575423213,0.0244503923968335,0.0145111307671083,0.0533164575423213,0.0244503923968335,0.0145111307671083
Cosmos2.5_0058,15,1,2,0.21806556025026252,0.0844479125211796,0.0677698804680537,0.0600525012201988,0.0844479125211796,0.0677698804680537,0.0600525012201988
Cosmos2.5_0058,18,1,2,0.4132337938937201,0.1206163228243478,0.1017983369631505,0.0911272036704713,0.1206163228243478,0.1017983369631505,0.0911272036704713
Cosmos2.5_0058,21,1,2,0.491347087779578,0.1218662553235426,0.1006899917186866,0.0928126978911932,0.1218662553235426,0.1006899917186866,0.0928126978911932
Cosmos2.5_0058,24,1,2,0.6088844910947636,0.24038644289777,0.1981785496310013,0.1834676611076273,0.24038644289777,0.1981785496310013,0.1834676611076273
Cosmos2.5_0058,27,1,2,0.6722642004414408,0.2896390508517911,0.2326700050898539,0.2163773781217917,0.2896390508517911,0.2326700050898539,0.2163773781217917
Cosmos2.5_0058,30,1,2,0.7539855895193804,0.2704845470976282,0.2217269228610122,0.2113376934867067,0.2704845470976282,0.2217269228610122,0.2113376934867067
Cosmos2.5_0058,33,1,2,0.8572581511199417,0.2510040878260213,0.2021801487732454,0.1889491885741591,0.2510040878260213,0.2021801487732454,0.1889491885741591
Cosmos2.5_0058,36,1,2,0.9022469471495069,0.2119367888145099,0.167823181813861,0.157182191654012,0.2119367888145099,0.167823181813861,0.157182191654012
Cosmos2.5_0058,39,1,2,0.9518382711668387,0.2538482742726173,0.2042243342147479,0.1948784771930238,0.2538482742726173,0.2042243342147479,0.1948784771930238
Cosmos2.5_0058,42,1,2,0.9533804388431304,0.2742543779544252,0.2209898602041014,0.2098016715839614,0.2742543779544252,0.2209898602041014,0.2098016715839614
Cosmos2.5_0058,42,1,3,0.4939162399819775,0.132227692089921,0.058854848206693,0.0479374871014887,0.132227692089921,0.058854848206693,0.0479374871014887
Cosmos2.5_0058,45,1,2,0.9349719527891333,0.2802639798317621,0.2313873581429799,0.225362462990618,0.2802639798317621,0.2313873581429799,0.225362462990618
Cosmos2.5_0058,45,1,3,0.5101519712097001,0.1256218596503959,0.0591257772437265,0.0480010580664894,0.1256218596503959,0.0591257772437265,0.0480010580664894
Cosmos2.5_0058,48,1,2,0.9503423686127604,0.3105761538021296,0.2547209172854374,0.2469915167363418,0.3105761538021296,0.2547209172854374,0.2469915167363418
Cosmos2.5_0058,48,1,3,0.5177616402530896,0.1154616503436268,0.0548700810554946,0.0438521447116702,0.1154616503436268,0.0548700810554946,0.0438521447116702
Cosmos2.5_0058,51,1,2,1.000253081952608,0.3190805068565604,0.2551660992149748,0.2454895774664865,0.3190805068565604,0.2551660992149748,0.2454895774664865
Cosmos2.5_0058,51,1,3,0.5531682062834882,0.155177298483973,0.0737268378639041,0.0572325846464178,0.155177298483973,0.0737268378639041,0.0572325846464178
Cosmos2.5_0058,54,1,2,1.0319894000179466,0.3451754734633067,0.2794025495910669,0.265276867295732,0.3451754734633067,0.2794025495910669,0.265276867295732
Cosmos2.5_0058,54,1,3,0.5017845494192494,0.081893057617478,0.0362091840079497,0.0302228895168724,0.081893057617478,0.0362091840079497,0.0302228895168724
Cosmos2.5_0058,57,1,2,1.0698080515630104,0.3026961889797589,0.2467648638349434,0.2366756201014442,0.3026961889797589,0.2467648638349434,0.2366756201014442
Cosmos2.5_0058,57,1,3,0.5137612637201038,0.0802591849547587,0.0360647609803972,0.0298234813731503,0.0802591849547587,0.0360647609803972,0.0298234813731503
