case,frame,n_candidates,top1_similarity,top2_similarity,top3_similarity
Cosmos2.5_0060,81,4,0.9343338012695312,0.9271421432495117,0.8006870746612549
Cosmos2.5_0060,84,4,0.9373276233673096,0.9279694557189941,0.8026504516601562
Cosmos2.5_0060,87,4,0.9456104040145874,0.940025806427002,0.8484255075454712
Cosmos2.5_0060,90,5,0.9485137462615967,0.9209439754486084,0.8095228672027588
Cosmos2.5_0060,92,4,0.9493606090545654,0.9325505495071411,0.8039480447769165
Cosmos3_seed101_0010,0,2,0.9871019124984741,0.8445106744766235,
Cosmos3_seed101_0010,3,2,0.9775992631912231,0.8282756805419922,
Cosmos3_seed101_0010,6,2,0.9695444107055664,0.8321274518966675,
Cosmos3_seed101_0010,9,2,0.9776642918586731,0.8226122260093689,
Cosmos3_seed101_0010,12,2,0.9775906801223755,0.8353884220123291,
Cosmos3_seed101_0010,15,2,0.9667994379997253,0.8401833772659302,
Cosmos3_seed101_0010,18,2,0.9595662355422974,0.8305562734603882,
Cosmos3_seed101_0010,21,2,0.9670383334159851,0.8372616171836853,
Cosmos3_seed101_0010,24,2,0.9538512229919434,0.8392926454544067,
Cosmos3_seed101_0010,27,2,0.974622368812561,0.8320667743682861,
Cosmos3_seed101_0010,30,2,0.9713329076766968,0.8296799063682556,
Cosmos3_seed101_0010,33,2,0.9630616903305054,0.8246954679489136,
Cosmos3_seed101_0010,36,2,0.9615528583526611,0.8376869559288025,
Cosmos3_seed101_0010,39,2,0.9514452815055847,0.8243383169174194,
Cosmos3_seed101_0010,42,2,0.9695451259613037,0.8214844465255737,
Cosmos3_seed101_0010,45,2,0.9432390332221985,0.823037326335907,
Cosmos3_seed101_0010,48,2,0.9541004300117493,0.8227189779281616,
Cosmos3_seed101_0010,51,2,0.9656375050544739,0.8223937749862671,
Cosmos3_seed101_0010,54,2,0.9638067483901978,0.8194972276687622,
Cosmos3_seed101_0010,57,2,0.9374205470085144,0.8205537796020508,
Cosmos3_seed101_0010,60,3,0.946205735206604,0.8346697688102722,0.6370819807052612
Cosmos3_seed101_0010,63,3,0.9434983730316162,0.8396706581115723,0.760232150554657
Cosmos3_seed101_0010,66,3,0.9410616159439087,0.8384933471679688,0.7335184812545776
Cosmos3_seed101_0010,69,3,0.9497537016868591,0.828208863735199,0.7514498829841614
Cosmos3_seed101_0010,72,3,0.9496420621871948,0.83329176902771,0.7112988233566284
Cosmos3_seed101_0010,75,3,0.9344137907028198,0.8299520611763,0.7471938133239746
Cosmos3_seed101_0010,78,3,0.942146897315979,0.8251450061798096,0.7241101264953613
Cosmos3_seed101_0010,81,3,0.9278310537338257,0.819584846496582,0.7168681621551514
Cosmos3_seed101_0010,84,3,0.9371535778045654,0.8212379813194275,0.725499153137207
Cosmos3_seed101_0010,87,3,0.9299432039260864,0.8266738653182983,0.7338879108428955
Cosmos3_seed101_0010,90,3,0.9318013787269592,0.8290495276451111,0.7326157689094543
Cosmos3_seed101_0010,93,3,0.9494196176528931,0.8159080147743225,0.7191407680511475
Cosmos3_seed101_0010,96,3,0.941329836845398,0.7738977670669556,0.7323166131973267
Cosmos3_seed101_0010,99,2,0.9278834462165833,0.7459772825241089,
Cosmos3_seed101_0010,102,2,0.9339733123779297,0.7435643076896667,
Cosmos3_seed101_0010,105,2,0.9346563220024109,0.7491798400878906,
Cosmos3_seed101_0010,108,2,0.9605496525764465,0.7416015863418579,
Cosmos3_seed101_0010,111,2,0.9386172294616699,0.70270174741745,
Cosmos3_seed101_0010,114,2,0.9434828162193298,0.6988369226455688,
Cosmos3_seed101_0010,117,2,0.9596555233001709,0.6802688241004944,
Cosmos3_seed101_0010,120,2,0.9515339732170105,0.7199878692626953,
Cosmos3_seed101_0010,123,2,0.947739839553833,0.7195079326629639,
Cosmos3_seed101_0010,126,2,0.9641953706741333,0.7087529897689819,
Cosmos3_seed101_0010,129,2,0.949404776096344,0.6955378651618958,
Cosmos3_seed101_0010,132,3,0.9219661951065063,0.6909371018409729,0.6201977133750916
Cosmos3_seed101_0010,135,3,0.9239863157272339,0.7208395004272461,0.6732732057571411
Cosmos3_seed101_0010,138,2,0.9413182735443115,0.7027636766433716,
Cosmos3_seed101_0010,141,3,0.9210493564605713,0.7225964665412903,0.6886811256408691
Cosmos3_seed101_0010,144,3,0.9336209297180176,0.7447279691696167,0.6701371669769287
Cosmos3_seed101_0010,147,2,0.9230797290802002,0.7449783086776733,
Cosmos3_seed101_0010,150,2,0.8819707036018372,0.7421905994415283,
Cosmos3_seed101_0010,153,2,0.8330999612808228,0.7330038547515869,
Cosmos3_seed101_0010,156,2,0.8855463266372681,0.7548502683639526,
Cosmos3_seed101_0010,159,2,0.8896677494049072,0.7553112506866455,
Cosmos3_seed101_0010,162,2,0.8630594611167908,0.7462081909179688,
Cosmos3_seed101_0010,165,2,0.9279211759567261,0.7513841390609741,
Cosmos3_seed101_0010,168,2,0.879676342010498,0.7613540887832642,
Cosmos3_seed101_0010,171,2,0.8104513883590698,0.7591662406921387,
Cosmos3_seed101_0010,174,2,0.8383698463439941,0.7480175495147705,
Cosmos3_seed101_0010,177,2,0.8759185075759888,0.754866898059845,
Cosmos3_seed101_0010,180,2,0.9430046081542969,0.7742606997489929,
Cosmos3_seed101_0010,183,2,0.9487905502319336,0.7398034334182739,
Cosmos3_seed101_0010,186,2,0.9472194910049438,0.7210366725921631,
Cosmos3_seed101_0010,188,2,0.9540446996688843,0.7266108393669128,
Cosmos3_seed101_0020,0,1,0.9625452756881714,,
Cosmos3_seed101_0020,3,1,0.9656141996383667,,
Cosmos3_seed101_0020,6,1,0.9644274711608887,,
Cosmos3_seed101_0020,9,1,0.9677661657333374,,
Cosmos3_seed101_0020,12,1,0.9665626883506775,,
Cosmos3_seed101_0020,15,1,0.9601659178733826,,
Cosmos3_seed101_0020,18,1,0.9685348272323608,,
Cosmos3_seed101_0020,21,1,0.9641333818435669,,
Cosmos3_seed101_0020,24,1,0.9611778259277344,,
Cosmos3_seed101_0020,27,1,0.9619913101196289,,
Cosmos3_seed101_0020,30,1,0.9590946435928345,,
Cosmos3_seed101_0020,33,1,0.9525433778762817,,
Cosmos3_seed101_0020,36,1,0.950901985168457,,
Cosmos3_seed101_0020,39,1,0.9533170461654663,,
Cosmos3_seed101_0020,42,1,0.9394042491912842,,
Cosmos3_seed101_0020,45,3,0.9472141265869141,0.6656653881072998,0.6194734573364258
Cosmos3_seed101_0020,48,1,0.939002275466919,,
Cosmos3_seed101_0020,51,1,0.9446233510971069,,
Cosmos3_seed101_0020,54,2,0.9365105628967285,0.6659348011016846,
Cosmos3_seed101_0020,57,3,0.9405760765075684,0.6721794605255127,0.6190899610519409
Cosmos3_seed101_0020,60,3,0.9394921064376831,0.6654305458068848,0.6149516701698303
Cosmos3_seed101_0020,63,3,0.9377542734146118,0.6750695705413818,0.618881106376648
Cosmos3_seed101_0020,66,2,0.9480408430099487,0.6707316637039185,
Cosmos3_seed101_0020,69,1,0.9365394115447998,,
Cosmos3_seed101_0020,72,1,0.9105332493782043,,
Cosmos3_seed101_0020,75,1,0.9211598634719849,,
Cosmos3_seed101_0020,78,1,0.9109998345375061,,
Cosmos3_seed101_0020,81,1,0.9179520606994629,,
Cosmos3_seed101_0020,84,2,0.9109330177307129,0.6129205822944641,
Cosmos3_seed101_0020,87,2,0.884483277797699,0.6141825318336487,
Cosmos3_seed101_0020,90,2,0.8875342607498169,0.6220109462738037,
Cosmos3_seed101_0020,93,2,0.9061012268066406,0.6295868158340454,
Cosmos3_seed101_0020,96,3,0.8763179779052734,0.6255688667297363,0.5748634338378906
Cosmos3_seed101_0020,99,4,0.888922929763794,0.6995514631271362,0.6284558176994324
Cosmos3_seed101_0020,102,6,0.8956257104873657,0.8158514499664307,0.8141868114471436
Cosmos3_seed101_0020,105,6,0.8797457814216614,0.7926019430160522,0.7891687750816345
Cosmos3_seed101_0020,108,7,0.8756919503211975,0.8095439076423645,0.7779936790466309
Cosmos3_seed101_0020,111,6,0.852875828742981,0.8240947127342224,0.6303796768188477
Cosmos3_seed101_0020,114,3,0.8596860766410828,0.6279540061950684,0.6193341016769409
Cosmos3_seed101_0020,117,5,0.8465359210968018,0.8309909701347351,0.7266496419906616
Cosmos3_seed101_0020,120,5,0.8692656755447388,0.6502785682678223,0.6291819214820862
Cosmos3_seed101_0020,123,2,0.8974741697311401,0.6172463893890381,
Cosmos3_seed101_0020,126,4,0.78086256980896,0.7536066770553589,0.7386959791183472
Cosmos3_seed101_0020,129,8,0.792253851890564,0.763231098651886,0.6850258111953735
Cosmos3_seed101_0020,132,4,0.841513991355896,0.8381047248840332,0.7367955446243286
Cosmos3_seed101_0020,135,4,0.908892035484314,0.8493499755859375,0.8422006368637085
Cosmos3_seed101_0020,138,3,0.9135206937789917,0.8845466375350952,0.88141268491745
Cosmos3_seed101_0020,141,2,0.9225553870201111,0.8763754367828369,
Cosmos3_seed101_0020,144,2,0.9043131470680237,0.9020869135856628,
Cosmos3_seed101_0020,147,2,0.916271448135376,0.9034202694892883,
Cosmos3_seed101_0020,150,2,0.9223529696464539,0.8875661492347717,
Cosmos3_seed101_0020,153,2,0.9233531951904297,0.9106000065803528,
Cosmos3_seed101_0020,156,3,0.9177496433258057,0.8940035104751587,0.8550606966018677
Cosmos3_seed101_0020,159,3,0.9239861965179443,0.8984569311141968,0.8589173555374146
Cosmos3_seed101_0020,162,3,0.9177637696266174,0.9090591073036194,0.8534521460533142
Cosmos3_seed101_0020,165,3,0.9230507612228394,0.9142966270446777,0.8393378257751465
Cosmos3_seed101_0020,168,5,0.9188732504844666,0.9141172170639038,0.8459219932556152
Cosmos3_seed101_0020,171,7,0.9201611876487732,0.9196059107780457,0.8468652963638306
Cosmos3_seed101_0020,174,3,0.927239179611206,0.9205889701843262,0.8654785752296448
Cosmos3_seed101_0020,177,2,0.9308058023452759,0.9173230528831482,
Cosmos3_seed101_0020,180,3,0.938278317451477,0.9098246097564697,0.8888688087463379
Cosmos3_seed101_0020,183,3,0.9372904896736145,0.9142659902572632,0.8660758137702942
Cosmos3_seed101_0020,186,3,0.9359915256500244,0.9171329736709595,0.8939849734306335
Cosmos3_seed101_0020,188,3,0.9152684211730957,0.9124770164489746,0.8878302574157715
Cosmos3_seed101_0036,0,5,0.9813722968101501,0.622111976146698,0.6084364652633667
Cosmos3_seed101_0036,3,5,0.9767861366271973,0.6091479659080505,0.6048508882522583
Cosmos3_seed101_0036,6,5,0.9788550138473511,0.6165701150894165,0.6091910600662231
Cosmos3_seed101_0036,9,5,0.9715131521224976,0.6128575801849365,0.6075612306594849
Cosmos3_seed101_0036,12,6,0.9753508567810059,0.6482915878295898,0.6255401968955994
Cosmos3_seed101_0036,15,4,0.9819957613945007,0.6079434752464294,0.6031980514526367
Cosmos3_seed101_0036,18,3,0.9781392812728882,0.6126646995544434,0.5669352412223816
Cosmos3_seed101_0036,21,6,0.971464991569519,0.6362460851669312,0.6234792470932007
Cosmos3_seed101_0036,24,7,0.9618104696273804,0.6755380630493164,0.6474131941795349
Cosmos3_seed101_0036,27,6,0.9444425106048584,0.6852535009384155,0.6248560547828674
Cosmos3_seed101_0036,30,6,0.9475991725921631,0.6272964477539062,0.6181781888008118
Cosmos3_seed101_0036,33,6,0.9544311761856079,0.6298164129257202,0.6139092445373535
Cosmos3_seed101_0036,36,5,0.9454455375671387,0.6356267333030701,0.6258600950241089
Cosmos3_seed101_0036,39,5,0.9285288453102112,0.6258050203323364,0.6190755367279053
Cosmos3_seed101_0036,42,7,0.9142216444015503,0.663739025592804,0.6253290176391602
Cosmos3_seed101_0036,45,7,0.7873217463493347,0.6842829585075378,0.6249394416809082
Cosmos3_seed101_0036,48,8,0.8668376207351685,0.6783286333084106,0.6419058442115784
Cosmos3_seed101_0036,51,8,0.7584356069564819,0.6645421981811523,0.6314727067947388
Cosmos3_seed101_0036,54,7,0.7750155925750732,0.7036523222923279,0.6350023746490479
Cosmos3_seed101_0036,57,8,0.7684042453765869,0.7182357311248779,0.6405933499336243
Cosmos3_seed101_0036,60,7,0.8262524604797363,0.6992502212524414,0.634068489074707
Cosmos3_seed101_0036,63,7,0.7620935440063477,0.7170035243034363,0.6261377930641174
Cosmos3_seed101_0036,66,8,0.763396680355072,0.6857596635818481,0.6275861859321594
Cosmos3_seed101_0036,69,8,0.7632696628570557,0.7001171708106995,0.6334230303764343
Cosmos3_seed101_0036,72,11,0.7869874835014343,0.7703617811203003,0.6567376852035522
Cosmos3_seed101_0036,75,11,0.8663917779922485,0.772330105304718,0.6584928035736084
Cosmos3_seed101_0036,78,10,0.8604122996330261,0.6492936611175537,0.6305088996887207
Cosmos3_seed101_0036,81,10,0.8515503406524658,0.6928380727767944,0.6533570885658264
Cosmos3_seed101_0036,84,11,0.8356245756149292,0.7962071895599365,0.6565569639205933
Cosmos3_seed101_0036,87,10,0.8476086854934692,0.7999672889709473,0.6952250003814697
Cosmos3_seed101_0036,90,11,0.7793889045715332,0.7616908550262451,0.6737013459205627
Cosmos3_seed101_0036,93,9,0.8294734358787537,0.7769557237625122,0.6675782203674316
Cosmos3_seed101_0036,96,10,0.7921823859214783,0.7878473997116089,0.6717976331710815
Cosmos3_seed101_0036,99,9,0.8661957383155823,0.7729713320732117,0.6657558083534241
Cosmos3_seed101_0036,102,9,0.8121835589408875,0.7814850807189941,0.6797472238540649
Cosmos3_seed101_0036,105,10,0.860623836517334,0.7772940397262573,0.6886386871337891
Cosmos3_seed101_0036,108,8,0.8373710513114929,0.6810139417648315,0.6259990930557251
Cosmos3_seed101_0036,111,11,0.7601147890090942,0.7476798892021179,0.6743949055671692
Cosmos3_seed101_0036,114,10,0.8202857375144958,0.6841036081314087,0.6830759048461914
Cosmos3_seed101_0036,117,10,0.8207365274429321,0.6844674348831177,0.6735365390777588
Cosmos3_seed101_0036,120,9,0.892893373966217,0.691215991973877,0.6662517786026001
Cosmos3_seed101_0036,123,9,0.9458721280097961,0.715164303779602,0.6859009265899658
Cosmos3_seed101_0036,126,10,0.9552452564239502,0.7385052442550659,0.6944666504859924
Cosmos3_seed101_0036,129,11,0.962273359298706,0.8863371014595032,0.6478232741355896
Cosmos3_seed101_0036,132,10,0.9613475799560547,0.9595984816551208,0.9203858375549316
Cosmos3_seed101_0036,135,7,0.9586563110351562,0.8557093143463135,0.6241747140884399
Cosmos3_seed101_0036,138,8,0.95537269115448,0.9225280284881592,0.626450777053833
Cosmos3_seed101_0036,141,7,0.9510623812675476,0.8394854068756104,0.6316520571708679
Cosmos3_seed101_0036,144,8,0.9528805017471313,0.8421505689620972,0.6192859411239624
Cosmos3_seed101_0036,147,8,0.9566948413848877,0.8539080619812012,0.6507066488265991
Cosmos3_seed101_0036,150,7,0.9656029939651489,0.8341816663742065,0.6278829574584961
Cosmos3_seed101_0036,153,7,0.9570169448852539,0.8363507986068726,0.6262835264205933
Cosmos3_seed101_0036,156,8,0.9588186144828796,0.8297092914581299,0.6623371839523315
Cosmos3_seed101_0036,159,8,0.9568530917167664,0.8125752210617065,0.6551070213317871
Cosmos3_seed101_0036,162,8,0.9610408544540405,0.8550673723220825,0.6716996431350708
Cosmos3_seed101_0036,165,8,0.9560782313346863,0.8524080514907837,0.6643065214157104
Cosmos3_seed101_0036,168,8,0.9586412906646729,0.8531447649002075,0.6644490957260132
Cosmos3_seed101_0036,171,8,0.9585615396499634,0.8394821882247925,0.6479290723800659
Cosmos3_seed101_0036,174,7,0.9594402313232422,0.8835309147834778,0.6521949768066406
Cosmos3_seed101_0036,177,7,0.9601801633834839,0.9181408286094666,0.6430519223213196
Cosmos3_seed101_0036,180,5,0.956208348274231,0.9340940117835999,0.6538861989974976
Cosmos3_seed101_0036,183,6,0.9586649537086487,0.9383671283721924,0.6158734560012817
Cosmos3_seed101_0036,186,5,0.9572665691375732,0.9356038570404053,0.6202918291091919
Cosmos3_seed101_0036,188,7,0.9571280479431152,0.938685417175293,0.6614951491355896
LVP_0030,0,2,0.8798332214355469,0.679524302482605,
LVP_0030,3,2,0.8816796541213989,0.6744554042816162,
LVP_0030,6,2,0.8729073405265808,0.6905593276023865,
LVP_0030,9,2,0.8803309202194214,0.6463642120361328,
LVP_0030,12,2,0.9043607711791992,0.6403477191925049,
LVP_0030,15,2,0.8457929491996765,0.611542284488678,
LVP_0030,18,9,0.7541743516921997,0.6381252408027649,0.6007789373397827
LVP_0030,21,9,0.7228112816810608,0.6386752128601074,0.6104346513748169
LVP_0030,24,7,0.758727490901947,0.6030968427658081,0.5938227772712708
LVP_0030,27,2,0.8769384026527405,0.6458797454833984,
LVP_0030,30,2,0.9021804332733154,0.651808500289917,
LVP_0030,33,2,0.8994941711425781,0.6554766893386841,
LVP_0030,36,2,0.8988069295883179,0.643923282623291,
LVP_0030,39,3,0.896354079246521,0.7303248047828674,0.6391854286193848
LVP_0030,42,3,0.8748098611831665,0.7274535298347473,0.6416517496109009
LVP_0030,45,4,0.9090020656585693,0.8401012420654297,0.8207007050514221
LVP_0030,48,3,0.8975415825843811,0.8630735874176025,0.6769062280654907
