case,frame,score,pair_similarity,semantic_support,min_siglip,min_gdino,rank_a,rank_b,track_a,track_b,birth_a,birth_b,obs_a,obs_b,eligible
Cosmos2.5_0058,92,0.3220832897235012,0.5619940161705017,0.57310804111086,0.7819436192512512,0.4200466871261596,1,2,T00,T01,0,15,32,27,True
Cosmos2.5_0060,6,0.2544987917878193,0.5453292727470398,0.4666883010072208,0.8147038221359253,0.2673339247703552,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,9,0.2536511312572311,0.5677007436752319,0.44680429624791695,0.7859861850738525,0.2539918422698974,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,12,0.3096444902555685,0.6749167442321777,0.45878916607386444,0.8515874743461609,0.2471707314252853,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,15,0.3461464169487351,0.6480138897895813,0.5341651196105278,0.8029992580413818,0.3553332984447479,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,18,0.330320987018396,0.6983115077018738,0.47302813053371323,0.7916936278343201,0.2826290428638458,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,21,0.3321014336361673,0.6802295446395874,0.48821965504619147,0.8572152256965637,0.2780613601207733,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,24,0.2988484473930817,0.655958890914917,0.4555902077586821,0.8049054145812988,0.2578718364238739,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,27,0.34260777233624257,0.7254334092140198,0.4722801128051786,0.8149405717849731,0.2736991047859192,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,30,0.31976397403957624,0.6630113124847412,0.4822903742640672,0.8767504096031189,0.2653024196624756,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,33,0.29169317908651893,0.6596873998641968,0.44216878956088423,0.7967585325241089,0.2453858107328415,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,36,0.29143129249770156,0.60459965467453,0.48202358410969615,0.7957805395126343,0.2919733822345733,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,39,0.3225175538220643,0.6117847561836243,0.5271748773767456,0.8307749629020691,0.3345230221748352,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,42,0.30358883396664527,0.5602625608444214,0.5418688578959829,0.8279194831848145,0.3546502590179443,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,45,0.33153266169925877,0.6055601835250854,0.5474809452783729,0.8357036113739014,0.3586623072624206,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,48,0.3286070571716567,0.5942495465278625,0.5529782211726927,0.8036918640136719,0.3804753124713897,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,51,0.26976736365874704,0.5564867854118347,0.48476867866521295,0.783865213394165,0.2997972965240478,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,54,0.24835951777715706,0.5108333230018616,0.48618503647666694,0.8004149198532104,0.2953166961669922,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,57,0.23181788404838308,0.4991750717163086,0.4644019647281784,0.7779741287231445,0.2772189676761627,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,60,0.24606266246580982,0.5301798582077026,0.46411167579552337,0.7790820598602295,0.2764787673950195,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,63,0.2732937880657093,0.5695029497146606,0.47988125119042546,0.831678569316864,0.2768930494785309,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,66,0.24796242323108475,0.5031800866127014,0.49279061280090336,0.8541139364242554,0.2843210697174072,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,69,0.24991780405982905,0.5170426368713379,0.48336014525242954,0.8277394771575928,0.2822591364383697,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,72,0.2161308529500844,0.4712449312210083,0.4586380428328079,0.820489227771759,0.2563700377941131,1,2,T00,T01,0,6,32,30,True
Cosmos2.5_0060,75,0.23569955955555788,0.4794957339763641,0.49155715651721793,0.8177090883255005,0.2954943776130676,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,78,0.21939644777877898,0.4579198658466339,0.47911537398174164,0.8214676380157471,0.2794407606124878,2,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,81,0.2528455947269809,0.5086994767189026,0.4970431586795173,0.8006870746612549,0.3085498809814453,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,84,0.2642115700229507,0.4825931489467621,0.5474830519239252,0.8026504516601562,0.3734349012374878,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,87,0.26796766804046707,0.4955480992794037,0.5407500673095701,0.8484255075454712,0.34465092420578,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,90,0.30054529005869707,0.503384530544281,0.5970491181636721,0.8095228672027588,0.440342903137207,1,3,T00,T01,0,6,32,30,True
Cosmos2.5_0060,92,0.1986379383452774,0.3562329411506653,0.5576068785319475,0.8039480447769165,0.3867481648921966,1,3,T00,T01,0,6,32,30,True
Cosmos3_seed101_0010,0,0.0,0.6769579648971558,0.5988364633402624,0.8445106744766235,0.4246306419372558,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,3,0.0,0.6597524881362915,0.6130201602592135,0.8282756805419922,0.4537060856819153,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,6,0.0,0.6620730757713318,0.6069120203954284,0.8321274518966675,0.4426511824131012,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,9,0.0,0.6711921691894531,0.6002158284383567,0.8226122260093689,0.437945157289505,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,12,0.0,0.6313107013702393,0.6610185631822021,0.8353884220123291,0.523044764995575,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,15,0.0,0.6422126293182373,0.6349892450916397,0.8401833772659302,0.4799087345600128,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,18,0.0,0.6558204889297485,0.60455798105566,0.8305562734603882,0.4400548934936523,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,21,0.0,0.6229061484336853,0.60691342657882,0.8372616171836853,0.4399388432502746,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,24,0.0,0.6265775561332703,0.6298355041728275,0.8392926454544067,0.4726513028144836,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,27,0.0,0.6550332903862,0.6360617511994385,0.8320667743682861,0.4862284660339355,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,30,0.0,0.6777582764625549,0.6066227105978825,0.8296799063682556,0.4435338377952575,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,33,0.0,0.6861192584037781,0.5569232621949125,0.8246954679489136,0.3760946094989776,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,36,0.0,0.6609539985656738,0.6333853163099711,0.8376869559288025,0.478910356760025,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,39,0.0,0.6714869141578674,0.5803444478103827,0.8243383169174194,0.408569723367691,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,42,0.0,0.6784253120422363,0.5941699723249765,0.8214844465255737,0.4297561049461365,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,45,0.0,0.6703090667724609,0.565631329294776,0.823037326335907,0.3887293934822082,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,48,0.0,0.6667760610580444,0.5683383403446634,0.8227189779281616,0.3926109373569488,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,51,0.0,0.6941468715667725,0.5623492489932459,0.8223937749862671,0.3845319449901581,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,54,0.0,0.6568631529808044,0.574326823773288,0.8194972276687622,0.4025044739246368,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,57,0.0,0.687995970249176,0.5734753141069816,0.8205537796020508,0.4007951021194458,1,2,T00,T01,0,0,64,33,False
Cosmos3_seed101_0010,60,0.04789202325762033,0.1870125234127044,0.25608992587053053,0.6370819807052612,0.1029413044452667,1,3,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,63,0.23286286779560447,0.488532155752182,0.47665822004504643,0.760232150554657,0.298860102891922,2,3,T01,T02,0,60,33,44,True
Cosmos3_seed101_0010,66,0.3507644752326839,0.7018935084342957,0.4997403039317595,0.7335184812545776,0.340469092130661,2,3,T01,T02,0,60,33,44,True
Cosmos3_seed101_0010,69,0.33447764887782805,0.6405288577079773,0.5221898199476898,0.7514498829841614,0.3628747761249542,2,3,T01,T02,0,60,33,44,True
Cosmos3_seed101_0010,72,0.33616760373603216,0.6697656512260437,0.5019182502426908,0.7112988233566284,0.3541717231273651,2,3,T01,T02,0,60,33,44,True
Cosmos3_seed101_0010,75,0.35898958535426206,0.659089207649231,0.5446752597188896,0.7471938133239746,0.3970471024513244,2,3,T01,T02,0,60,33,44,True
Cosmos3_seed101_0010,78,0.35812620333617295,0.6847980618476868,0.5229661462094319,0.7241101264953613,0.3776961266994476,2,3,T01,T02,0,60,33,44,True
Cosmos3_seed101_0010,81,0.34706729958486765,0.6628128290176392,0.5236279148357149,0.7168681621551514,0.3824778497219085,2,3,T01,T02,0,60,33,44,True
Cosmos3_seed101_0010,84,0.3326451161456014,0.6061328053474426,0.548799063853548,0.725499153137207,0.4151354432106018,2,3,T01,T02,0,60,33,44,True
Cosmos3_seed101_0010,87,0.3721913226950045,0.686538815498352,0.5421271373051709,0.7338879108428955,0.4004723727703094,2,3,T01,T02,0,60,33,44,True
Cosmos3_seed101_0010,90,0.39465322452318585,0.717988133430481,0.5496653860246536,0.7326157689094543,0.4124017655849457,2,3,T01,T02,0,60,33,44,True
Cosmos3_seed101_0010,93,0.27519891198057006,0.5183581113815308,0.5309049977960381,0.7191407680511475,0.3919401168823242,1,3,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,96,0.29951101968841687,0.5484421849250793,0.5461122939135908,0.7323166131973267,0.4072536826133728,1,3,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,99,0.2972067317093467,0.5498709082603455,0.5405027384511661,0.7459772825241089,0.3916248083114624,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,102,0.30930350333002454,0.5544118285179138,0.5578948489552844,0.7435643076896667,0.4185874164104461,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,105,0.3267938699156786,0.5988463163375854,0.5457057361799923,0.7491798400878906,0.3974943459033966,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,108,0.3134926891646426,0.5821748375892639,0.5384854667762505,0.7416015863418579,0.3910005092620849,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,111,0.27713428123772227,0.5764977335929871,0.48072050432965224,0.70270174741745,0.3288624286651611,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,114,0.2550042977731968,0.5132766962051392,0.4968164338232107,0.6988369226455688,0.353196233510971,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,117,0.24262220311641944,0.4679586291313171,0.5184693432554175,0.6802688241004944,0.395153284072876,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,120,0.2236510212840694,0.4313348531723022,0.5185090415003611,0.7199878692626953,0.3734113276004791,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,123,0.24680371563739198,0.4696267247200012,0.5255316672715766,0.7195079326629639,0.3838505744934082,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,126,0.2136313552596299,0.453318327665329,0.47126123569693257,0.7087529897689819,0.3133491575717926,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,129,0.22701687972114198,0.4685295820236206,0.48453051510778905,0.6955378651618958,0.3375370800495147,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,132,0.16911722435594204,0.3977071344852447,0.4252305520614603,0.6909371018409729,0.2617040276527405,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,135,0.19554960282085043,0.4217557311058044,0.4636560653441211,0.7208395004272461,0.2982313632965088,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,138,0.20581362004910833,0.521303117275238,0.3948060413006176,0.7027636766433716,0.2217983305454254,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,141,0.2890508533580229,0.5571197271347046,0.518830763442225,0.7225964665412903,0.372525155544281,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,144,0.290808717263169,0.5653800368309021,0.514359719690892,0.7447279691696167,0.3552517592906952,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,147,0.2796291490239486,0.5385228991508484,0.5192521050913013,0.7449783086776733,0.3619202673435211,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,150,0.28163658123154955,0.5138044953346252,0.5481395818620236,0.7421905994415283,0.4048245847225189,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,153,0.27877358167300764,0.5693547129631042,0.4896307615022288,0.7330038547515869,0.3270627856254577,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,156,0.2842521349961741,0.6026352643966675,0.47168188088155627,0.7548502683639526,0.2947389781475067,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,159,0.24843440445812473,0.5116405487060547,0.4855643382574318,0.7553112506866455,0.3121530711650848,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,162,0.23194662015359338,0.4706766605377197,0.49279397004433645,0.7462081909179688,0.3254398703575134,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,165,0.232241397405503,0.4733288288116455,0.49065550895891064,0.7513841390609741,0.320399135351181,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,168,0.24571692716635765,0.456247329711914,0.5385608006111717,0.7613540887832642,0.380962997674942,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,171,0.22213568960667532,0.3980014324188232,0.5581278646578297,0.7591662406921387,0.4103274047374725,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,174,0.2306756665132075,0.4227551817893982,0.5456483479086532,0.7480175495147705,0.3980282545089721,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,177,0.2492570011156787,0.4868969321250915,0.5119297014827784,0.754866898059845,0.3471764624118805,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,180,0.2990622092628485,0.5158789753913879,0.57971389323621,0.7742606997489929,0.434050440788269,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,183,0.3031093594067646,0.543856680393219,0.557333154734094,0.7398034334182739,0.4198686182498932,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,186,0.3109622873950383,0.562322199344635,0.5529966409959503,0.7210366725921631,0.4241189062595367,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0010,188,0.27047030271384165,0.517103374004364,0.5230488067006096,0.7266108393669128,0.3765152394771576,1,2,T00,T02,0,60,64,44,True
Cosmos3_seed101_0020,45,0.0,0.3161371350288391,0.2813029115363104,0.6656653881072998,0.1188755333423614,1,2,T00,T01,0,45,64,1,False
Cosmos3_seed101_0020,54,0.0,0.2665857374668121,0.2783719594969557,0.6659348011016846,0.1163641661405563,1,2,T00,T03,0,54,64,5,False
Cosmos3_seed101_0020,57,0.0,0.3097043037414551,0.27620778498668414,0.6721794605255127,0.1134975776076316,1,2,T00,T03,0,54,64,5,False
Cosmos3_seed101_0020,60,0.0,0.3455624282360077,0.2601862213818291,0.6654305458068848,0.1017339378595352,1,2,T00,T03,0,54,64,5,False
Cosmos3_seed101_0020,63,0.0,0.3399125635623932,0.2829482416721403,0.6750695705413818,0.1185947507619857,1,2,T00,T03,0,54,64,5,False
Cosmos3_seed101_0020,66,0.0,0.3241924941539764,0.2611631278704565,0.6707316637039185,0.1016892194747924,1,2,T00,T03,0,54,64,5,False
Cosmos3_seed101_0020,84,0.0,0.2354617267847061,0.25393100992880147,0.6129205822944641,0.1052027940750122,1,2,T00,T05,0,84,64,6,False
Cosmos3_seed101_0020,87,0.0,0.2155613899230957,0.25553535555511536,0.6141825318336487,0.1063174456357956,1,2,T00,T05,0,84,64,6,False
Cosmos3_seed101_0020,90,0.0,0.1717438250780105,0.2558531090620701,0.6220109462738037,0.1052406132221221,1,2,T00,T05,0,84,64,6,False
Cosmos3_seed101_0020,93,0.0,0.1679192334413528,0.30901960380650567,0.6295868158340454,0.1516758501529693,1,2,T00,T05,0,84,64,6,False
Cosmos3_seed101_0020,96,0.0,0.1789455115795135,0.34655534940758115,0.6255688667297363,0.1919862329959869,1,2,T00,T05,0,84,64,6,False
Cosmos3_seed101_0020,99,0.0,0.3495142459869385,0.27821854556712944,0.6995514631271362,0.1106502711772918,1,2,T00,T06,0,96,64,7,False
Cosmos3_seed101_0020,102,0.0,0.7057849168777466,0.2942213720475065,0.8158514499664307,0.1061053648591041,1,2,T00,T07,0,102,64,3,False
Cosmos3_seed101_0020,105,0.0,0.6980891823768616,0.4227050374649332,0.7926019430160522,0.2254341542720794,1,2,T00,T07,0,102,64,3,False
Cosmos3_seed101_0020,108,0.0,0.4356967508792877,0.29941061059385027,0.8095439076423645,0.1107373088598251,1,2,T00,T06,0,96,64,7,False
Cosmos3_seed101_0020,111,0.0,0.4294116199016571,0.28917617864313366,0.8240947127342224,0.1014723926782608,1,2,T00,T06,0,96,64,7,False
Cosmos3_seed101_0020,114,0.0,0.2203024178743362,0.3427824931725572,0.6279540061950684,0.1871153563261032,1,2,T00,T09,0,114,64,1,False
Cosmos3_seed101_0020,117,0.0,0.4524464011192322,0.3038593902047908,0.8309909701347351,0.1111089438199997,1,2,T00,T06,0,96,64,7,False
Cosmos3_seed101_0020,120,0.09848382646873564,0.376162976026535,0.2618115889794228,0.6502785682678223,0.1054091453552246,1,2,T00,T10,0,120,64,23,True
Cosmos3_seed101_0020,123,0.0,0.1878031343221664,0.26716052043275107,0.6172463893890381,0.1156341210007667,1,2,T00,T11,0,123,64,1,False
Cosmos3_seed101_0020,126,0.21223781049039395,0.5926842093467712,0.3580959423979129,0.7386959791183472,0.1735933423042297,2,3,T08,T10,111,120,9,23,True
Cosmos3_seed101_0020,129,0.23531770018058615,0.6957749128341675,0.3382095212689456,0.6850258111953735,0.1669801026582718,2,3,T10,T08,120,111,23,9,True
Cosmos3_seed101_0020,132,0.36482905398849597,0.7103069424629211,0.5136216925087149,0.7367955446243286,0.3580467402935028,2,3,T10,T08,120,111,23,9,True
Cosmos3_seed101_0020,135,0.3632572981247848,0.6297507286071777,0.5768271184508234,0.8422006368637085,0.3950715661048889,1,3,T10,T08,120,111,23,9,True
Cosmos3_seed101_0020,138,0.4124385921641501,0.58086758852005,0.7100389147464263,0.88141268491745,0.5719854831695557,1,3,T10,T08,120,111,23,9,True
Cosmos3_seed101_0020,141,0.5523072717863773,0.7170673608779907,0.7702306671860255,0.8763754367828369,0.6769419312477112,1,2,T10,T00,120,0,23,64,True
Cosmos3_seed101_0020,144,0.5444430877052375,0.691625714302063,0.7871932411516088,0.9020869135856628,0.6869329214096069,1,2,T10,T00,120,0,23,64,True
Cosmos3_seed101_0020,147,0.4699975409750458,0.6017786264419556,0.7810140146617177,0.9034202694892884,0.6751928329467773,1,2,T10,T00,120,0,23,64,True
Cosmos3_seed101_0020,150,0.33888473807600866,0.4355977773666382,0.7779762792287456,0.8875661492347717,0.6819177269935608,1,2,T10,T00,120,0,23,64,True
Cosmos3_seed101_0020,153,0.3356370892824851,0.4298557043075561,0.7808133890491336,0.9106000065803528,0.6695250868797302,1,2,T10,T00,120,0,23,64,True
Cosmos3_seed101_0020,156,0.3646823171752609,0.4762352108955383,0.765760928280571,0.8940035104751587,0.6559144258499146,1,2,T10,T00,120,0,23,64,True
Cosmos3_seed101_0020,159,0.3972640814103626,0.5203850865364075,0.7634040476726248,0.8984569311141968,0.6486518383026123,1,2,T10,T00,120,0,23,64,True
Cosmos3_seed101_0020,162,0.384226054682641,0.4932802319526672,0.7789204387162822,0.9090591073036194,0.6674121022224426,1,2,T10,T00,120,0,23,64,True
Cosmos3_seed101_0020,165,0.4748447555515186,0.6148156523704529,0.7723368032689646,0.9142966270446776,0.6524186134338379,1,2,T00,T10,0,120,64,23,True
Cosmos3_seed101_0020,168,0.4975433665930569,0.6878525018692017,0.7233285700655445,0.9141172170639038,0.572360098361969,1,2,T10,T00,120,0,23,64,True
Cosmos3_seed101_0020,171,0.478708125363884,0.6404610872268677,0.7474429515095792,0.9196059107780457,0.6075112819671631,1,2,T10,T00,120,0,23,64,True
Cosmos3_seed101_0020,174,0.5694300279739486,0.7303260564804077,0.7796928822698037,0.9205889701843262,0.6603609323501587,1,2,T00,T10,0,120,64,23,True
Cosmos3_seed101_0020,177,0.6155322446575117,0.7844986319541931,0.784618633590495,0.9173230528831482,0.6711118817329407,1,2,T00,T10,0,120,64,23,True
Cosmos3_seed101_0020,180,0.5995513688480552,0.7683607339859009,0.7802993338010121,0.9098246097564696,0.6692136526107788,1,2,T00,T10,0,120,64,23,True
Cosmos3_seed101_0020,183,0.5673175187934107,0.7342267632484436,0.7726734398558623,0.9142659902572632,0.6530093550682068,1,2,T00,T10,0,120,64,23,True
Cosmos3_seed101_0020,186,0.6429967508173098,0.8188588619232178,0.7852351372337005,0.9171329736709596,0.67230623960495,1,2,T00,T10,0,120,64,23,True
Cosmos3_seed101_0020,188,0.6296789351817654,0.8085498809814453,0.7787756203951693,0.9124770164489746,0.6646649241447449,1,2,T00,T10,0,120,64,23,True
Cosmos3_seed101_0036,0,0.0,0.1126055121421814,0.28686779909160376,0.622111976146698,0.1322802603244781,1,2,T00,T01,0,0,44,3,False
Cosmos3_seed101_0036,3,0.0,0.1201828122138977,0.2831077178827898,0.6091479659080505,0.13157719373703,1,2,T00,T01,0,0,44,3,False
Cosmos3_seed101_0036,6,0.0,0.1192408353090286,0.27377415690015705,0.6165701150894165,0.1215632855892181,1,2,T00,T02,0,0,44,13,False
Cosmos3_seed101_0036,9,0.0,0.1316217184066772,0.26321728421685814,0.6128575801849365,0.1130496561527252,1,2,T00,T02,0,0,44,13,False
Cosmos3_seed101_0036,12,0.0,0.1081764847040176,0.2564743374652219,0.6482915878295898,0.1014652773737907,1,2,T00,T04,0,12,44,1,False
Cosmos3_seed101_0036,15,0.0,0.0186752472072839,0.27273081415598016,0.6079434752464294,0.1223503500223159,1,2,T00,T03,0,3,44,4,False
Cosmos3_seed101_0036,18,0.03437794024512935,0.1245812475681305,0.27594795297204644,0.5669352412223816,0.1343138813972473,2,3,T03,T05,3,18,4,1,True
Cosmos3_seed101_0036,21,0.06203962014359252,0.2427550703287124,0.2555646729009006,0.6234792470932007,0.1047561764717102,2,3,T02,T06,0,21,13,3,True
Cosmos3_seed101_0036,24,0.08952748166852396,0.3397158086299896,0.2635364012925144,0.6474131941795349,0.1072752848267555,2,3,T07,T06,24,21,2,3,True
Cosmos3_seed101_0036,27,0.0,0.1579274982213974,0.264824426059774,0.6852535009384155,0.1023445725440979,1,2,T00,T07,0,24,44,2,False
Cosmos3_seed101_0036,30,0.09528378513887496,0.3745011687278747,0.25442853880146743,0.6181781888008118,0.1047171875834465,2,3,T02,T06,0,21,13,3,True
Cosmos3_seed101_0036,33,0.0,0.14508818089962,0.2554872411543594,0.6298164129257202,0.1036392971873283,1,2,T00,T02,0,0,44,13,False
Cosmos3_seed101_0036,36,0.0,0.1779301315546035,0.26845618436883606,0.6356267333030701,0.1133821457624435,1,2,T00,T02,0,0,44,13,False
