case,frame,rank_a,rank_b,pair_similarity,iou,containment,nested,gdino_a,gdino_b,siglip_source_a,siglip_source_b,sam_a,sam_b,crop_a,crop_b,track_a,track_b,birth_a,obs_a,life_a,birth_b,obs_b,life_b,first_frame,post_initial_a,post_initial_b,persistent_a,persistent_b,new_persistent_a,new_persistent_b,has_new_persistent_track,spatially_distinct,eligible,min_siglip,min_gdino,semantic_support,dup_evidence,eligible_dup_evidence
Cosmos2.5_0058,60,1,3,0.1693015992641449,0.0,0.0,False,0.4938529431819916,0.1465800702571869,0.960708498954773,0.6323423981666565,0.9765625,0.96875,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0060_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0060_rank_03.png,T00,T03,0,32,92,42,18,50,0,False,True,True,True,False,True,True,True,True,0.6323423981666565,0.1465800702571869,0.3044483423339115,0.051543591250449085,0.051543591250449085
Cosmos2.5_0058,60,2,3,0.3921062350273132,0.2961464626165473,1.0,True,0.3943619132041931,0.1465800702571869,0.7349260449409485,0.6323423981666565,0.96875,0.96875,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0060_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0060_rank_03.png,T01,T03,15,27,77,42,18,50,0,True,True,True,True,True,True,True,False,False,0.6323423981666565,0.1465800702571869,0.3044483423339115,0.1193760932728566,0.0
Cosmos2.5_0058,63,1,2,0.502679705619812,0.0,0.0,False,0.4783101975917816,0.4089924693107605,0.9604950547218324,0.7538061141967773,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0063_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0063_rank_02.png,T00,T01,0,32,92,15,27,77,0,False,True,True,True,False,True,True,True,True,0.7538061141967773,0.4089924693107605,0.5552486146105086,0.2791122101382189,0.2791122101382189
Cosmos2.5_0058,63,1,3,0.2068608999252319,0.0,0.0,False,0.4783101975917816,0.1374418884515762,0.9604950547218324,0.658645510673523,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0063_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0063_rank_03.png,T00,T03,0,32,92,42,18,50,0,False,True,True,True,False,True,True,True,True,0.658645510673523,0.1374418884515762,0.3008745300073135,0.062239176041894065,0.062239176041894065
Cosmos2.5_0058,63,2,3,0.3768704533576965,0.2979151894972137,1.0,True,0.4089924693107605,0.1374418884515762,0.7538061141967773,0.658645510673523,0.97265625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0063_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0063_rank_03.png,T01,T03,15,27,77,42,18,50,0,True,True,True,True,True,True,True,False,False,0.658645510673523,0.1374418884515762,0.3008745300073135,0.1133907205276401,0.0
Cosmos2.5_0058,66,1,2,0.5115256905555725,0.0,0.0,False,0.4598560631275177,0.4331423938274383,0.9600965976715088,0.7697048187255859,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0066_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0066_rank_02.png,T00,T01,0,32,92,15,27,77,0,False,True,True,True,False,True,True,True,True,0.7697048187255859,0.4331423938274383,0.5774008899571551,0.2953553889627359,0.2953553889627359
Cosmos2.5_0058,66,1,3,0.1821494102478027,0.0,0.0,False,0.4598560631275177,0.1376673728227615,0.9600965976715088,0.6803935170173645,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0066_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0066_rank_03.png,T00,T03,0,32,92,42,18,50,0,False,True,True,True,False,True,True,True,True,0.6803935170173645,0.1376673728227615,0.30605226346723763,0.05574723929556247,0.05574723929556247
Cosmos2.5_0058,66,2,3,0.4481944143772125,0.2861890202943137,1.0,True,0.4331423938274383,0.1376673728227615,0.7697048187255859,0.6803935170173645,0.97265625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0066_rank_02.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0066_rank_03.png,T01,T03,15,27,77,42,18,50,0,True,True,True,True,True,True,True,False,False,0.6803935170173645,0.1376673728227615,0.30605226346723763,0.1371709149935189,0.0
Cosmos2.5_0058,69,1,2,0.5634219646453857,0.0,0.0,False,0.4536914527416229,0.4384068846702575,0.9580284953117372,0.7915079593658447,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0069_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0069_rank_02.png,T00,T01,0,32,92,15,27,77,0,False,True,True,True,False,True,True,True,True,0.7915079593658447,0.4384068846702575,0.5890692138087787,0.33189453375625494,0.33189453375625494
Cosmos2.5_0058,69,1,3,0.1689416468143463,0.0,0.0,False,0.4536914527416229,0.1647703647613525,0.9580284953117372,0.6721082925796509,0.9765625,0.97265625,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0069_rank_01.png,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos2.5_0058/frame_0069_rank_03.png,T00,T03,0,32,92,42,18,50,0,False,True,True,True,False,True,True,True,True,0.6721082925796509,0.1647703647613525,0.3327815026822839,0.056220655092497844,0.056220655092497844
