case,frame,n_crops,n_pairs,n_distinct_pairs,frame_score,best_pair,best_containment,best_iou
Cosmos3_seed101_0039,159,3,3,2,0.3532050549983978,1-2,0.0,0.0
Cosmos3_seed101_0039,162,3,3,3,0.3494207262992859,1-2,0.0,0.0
Cosmos3_seed101_0039,165,3,3,2,0.3521013557910919,1-2,0.0,0.0
Cosmos3_seed101_0039,168,3,3,2,0.3446791470050812,1-3,0.0,0.0
Cosmos3_seed101_0039,171,3,3,3,0.3099748194217682,2-3,0.0,0.0
Cosmos3_seed101_0039,174,3,3,3,0.848254919052124,1-2,0.004513333628020687,0.0017607549566576492
Cosmos3_seed101_0039,177,3,3,3,0.9259004592895508,1-2,0.024233145445486524,0.009363382703018806
Cosmos3_seed101_0039,180,3,3,3,0.8896011114120483,1-2,0.05640723443477296,0.022206443306153695
Cosmos3_seed101_0039,183,3,3,3,0.8764439225196838,2-3,0.03706528297192283,0.014853298859747654
Cosmos3_seed101_0039,186,3,3,3,0.8901856541633606,1-3,0.03281923636733719,0.012818897948596177
Cosmos3_seed101_0039,188,3,3,3,0.9160282611846924,1-3,0.030483694223608502,0.01182308846694566
Cosmos3_seed101_0049,0,1,0,0,0.0,,,
Cosmos3_seed101_0049,3,1,0,0,0.0,,,
Cosmos3_seed101_0049,6,1,0,0,0.0,,,
Cosmos3_seed101_0049,9,1,0,0,0.0,,,
Cosmos3_seed101_0049,12,1,0,0,0.0,,,
Cosmos3_seed101_0049,15,1,0,0,0.0,,,
Cosmos3_seed101_0049,18,1,0,0,0.0,,,
Cosmos3_seed101_0049,21,1,0,0,0.0,,,
Cosmos3_seed101_0049,24,1,0,0,0.0,,,
Cosmos3_seed101_0049,27,1,0,0,0.0,,,
Cosmos3_seed101_0049,30,1,0,0,0.0,,,
Cosmos3_seed101_0049,33,1,0,0,0.0,,,
Cosmos3_seed101_0049,36,1,0,0,0.0,,,
Cosmos3_seed101_0049,39,1,0,0,0.0,,,
Cosmos3_seed101_0049,42,1,0,0,0.0,,,
Cosmos3_seed101_0049,45,1,0,0,0.0,,,
Cosmos3_seed101_0049,48,1,0,0,0.0,,,
Cosmos3_seed101_0049,51,1,0,0,0.0,,,
Cosmos3_seed101_0049,54,1,0,0,0.0,,,
Cosmos3_seed101_0049,57,1,0,0,0.0,,,
Cosmos3_seed101_0049,60,1,0,0,0.0,,,
Cosmos3_seed101_0049,63,1,0,0,0.0,,,
Cosmos3_seed101_0049,66,1,0,0,0.0,,,
Cosmos3_seed101_0049,69,1,0,0,0.0,,,
Cosmos3_seed101_0049,72,1,0,0,0.0,,,
Cosmos3_seed101_0049,75,1,0,0,0.0,,,
Cosmos3_seed101_0049,78,1,0,0,0.0,,,
Cosmos3_seed101_0049,81,1,0,0,0.0,,,
Cosmos3_seed101_0049,84,1,0,0,0.0,,,
Cosmos3_seed101_0049,87,1,0,0,0.0,,,
Cosmos3_seed101_0049,90,1,0,0,0.0,,,
Cosmos3_seed101_0049,93,1,0,0,0.0,,,
Cosmos3_seed101_0049,96,1,0,0,0.0,,,
Cosmos3_seed101_0049,99,1,0,0,0.0,,,
Cosmos3_seed101_0049,102,1,0,0,0.0,,,
Cosmos3_seed101_0049,105,1,0,0,0.0,,,
Cosmos3_seed101_0049,108,1,0,0,0.0,,,
Cosmos3_seed101_0049,111,2,1,1,0.3716127276420593,1-2,0.0,0.0
Cosmos3_seed101_0049,114,2,1,0,0.0,,,
Cosmos3_seed101_0049,117,3,3,1,0.5015942454338074,1-2,0.0,0.0
Cosmos3_seed101_0049,120,3,3,1,0.3647794723510742,1-3,0.0,0.0
Cosmos3_seed101_0049,123,3,3,1,0.36111393570899963,1-3,0.0,0.0
Cosmos3_seed101_0049,126,2,1,0,0.0,,,
Cosmos3_seed101_0049,129,3,3,2,0.5057623386383057,1-2,0.0,0.0
Cosmos3_seed101_0049,132,2,1,0,0.0,,,
Cosmos3_seed101_0049,135,2,1,0,0.0,,,
Cosmos3_seed101_0049,138,1,0,0,0.0,,,
Cosmos3_seed101_0049,141,1,0,0,0.0,,,
Cosmos3_seed101_0049,144,1,0,0,0.0,,,
Cosmos3_seed101_0049,147,3,3,1,0.5791043639183044,1-2,0.0,0.0
Cosmos3_seed101_0049,150,1,0,0,0.0,,,
Cosmos3_seed101_0049,153,1,0,0,0.0,,,
Cosmos3_seed101_0049,156,2,1,1,0.14350752532482147,1-2,0.597947108011921,0.01786495440873747
Cosmos3_seed101_0049,159,2,1,1,0.18701595067977905,1-2,0.7394578814418176,0.020031509032630606
Cosmos3_seed101_0049,162,1,0,0,0.0,,,
Cosmos3_seed101_0049,165,3,3,2,0.4940614104270935,1-2,0.0,0.0
Cosmos3_seed101_0049,168,3,3,1,0.4531019330024719,2-3,0.0,0.0
Cosmos3_seed101_0049,171,3,3,2,0.5406678318977356,2-3,0.0,0.0
Cosmos3_seed101_0049,174,3,3,2,0.4891090393066406,1-2,0.0,0.0
Cosmos3_seed101_0049,177,3,3,2,0.40598681569099426,1-2,0.0,0.0
Cosmos3_seed101_0049,180,2,1,1,0.13749635219573975,1-2,0.737811271372602,0.011092189799557381
Cosmos3_seed101_0049,183,2,1,1,0.13606078922748566,1-2,0.615031601143715,0.009410922092163463
Cosmos3_seed101_0049,186,2,1,1,0.13691440224647522,1-2,0.33811496663708757,0.005291048894924699
Cosmos3_seed101_0049,188,2,1,1,0.14242812991142273,1-2,0.18755017952318365,0.0029959065783653946
LVP_0062,0,1,0,0,0.0,,,
LVP_0062,3,1,0,0,0.0,,,
LVP_0062,6,1,0,0,0.0,,,
LVP_0062,9,1,0,0,0.0,,,
LVP_0062,12,1,0,0,0.0,,,
LVP_0062,15,1,0,0,0.0,,,
LVP_0062,18,1,0,0,0.0,,,
LVP_0062,21,1,0,0,0.0,,,
LVP_0062,24,1,0,0,0.0,,,
LVP_0062,27,1,0,0,0.0,,,
LVP_0062,30,2,1,0,0.0,,,
LVP_0062,33,1,0,0,0.0,,,
LVP_0062,36,1,0,0,0.0,,,
LVP_0062,39,1,0,0,0.0,,,
LVP_0062,42,2,1,0,0.0,,,
LVP_0062,45,2,1,0,0.0,,,
LVP_0062,48,2,1,0,0.0,,,
LVP_0043,0,3,3,0,0.0,,,
LVP_0043,3,3,3,1,0.20422300696372986,1-3,0.0,0.0
LVP_0043,6,3,3,1,0.21029426157474518,1-3,0.0,0.0
LVP_0043,9,3,3,1,0.20120015740394592,1-3,0.0,0.0
LVP_0043,12,3,3,0,0.0,,,
LVP_0043,15,3,3,1,0.1750997006893158,1-3,0.0,0.0
LVP_0043,18,3,3,0,0.0,,,
LVP_0043,21,3,3,0,0.0,,,
LVP_0043,24,3,3,0,0.0,,,
LVP_0043,27,3,3,0,0.0,,,
LVP_0043,30,3,3,1,0.24992617964744568,1-3,0.05828542864449133,0.0011237833377787877
LVP_0043,33,3,3,1,0.22602641582489014,1-3,0.005667320262335989,0.00010925020701871693
LVP_0043,36,3,3,1,0.23268307745456696,1-3,0.0,0.0
LVP_0043,39,2,1,1,0.22100494801998138,1-3,0.0,0.0
LVP_0043,42,3,3,1,0.28247877955436707,1-3,0.0,0.0
LVP_0043,45,3,3,1,0.2466588020324707,1-3,0.0,0.0
LVP_0043,48,3,3,1,0.24835337698459625,1-3,0.0,0.0
