case,frame,rank,track_id,is_birth,match_dino,center_distance,match_cost,source_similarity,gdino_score,crop_path
Cosmos3_seed101_0010,129,2,T02,False,0.8648087978363037,0.0021843871263162555,0.10193949840435128,0.6955378651618958,0.3375370800495147,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0129_rank_02.png
Cosmos3_seed101_0010,132,1,T00,False,0.9504429697990417,0.00029526689749574046,0.03724158937509262,0.9219661951065063,0.7729888558387756,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0132_rank_01.png
Cosmos3_seed101_0010,132,2,T02,False,0.8185651302337646,0.0037620322760815316,0.1370166603936969,0.6909371018409729,0.2617040276527405,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0132_rank_02.png
Cosmos3_seed101_0010,132,3,T03,True,,,,0.6201977133750916,0.1162803024053573,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0132_rank_03.png
Cosmos3_seed101_0010,135,1,T00,False,0.9536950588226318,3.032752613602618e-05,0.03473628776456013,0.923986315727234,0.716145396232605,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0135_rank_01.png
Cosmos3_seed101_0010,135,3,T03,False,0.8671770095825195,0.004879087705525616,0.10083701473949176,0.6732732057571411,0.1265284717082977,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0135_rank_03.png
Cosmos3_seed101_0010,135,2,T02,False,0.8086973428726196,0.0016922985277011823,0.14390006747746056,0.7208395004272461,0.2982313632965088,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0135_rank_02.png
Cosmos3_seed101_0010,138,1,T00,False,0.9899541139602661,9.316200692178656e-06,0.007536743579973459,0.9413182735443116,0.8264628648757935,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0138_rank_01.png
Cosmos3_seed101_0010,138,2,T02,False,0.8845983743667603,0.00014742153962448996,0.08658807460983593,0.7027636766433716,0.2217983305454254,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0138_rank_02.png
Cosmos3_seed101_0010,141,1,T00,False,0.9900040030479431,0.0002542079904794684,0.007560549711662531,0.9210493564605712,0.6553428769111633,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0141_rank_01.png
Cosmos3_seed101_0010,141,2,T02,False,0.8079413175582886,0.0032767106455218937,0.14486318949266405,0.7225964665412903,0.372525155544281,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0141_rank_02.png
Cosmos3_seed101_0010,141,3,T03,False,0.7868953943252563,0.021052434225860013,0.16509156281252274,0.6886811256408691,0.1671596020460128,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0141_rank_03.png
Cosmos3_seed101_0010,144,2,T02,False,0.9742463827133179,0.00035287511054975083,0.019403431742649035,0.7447279691696167,0.3552517592906952,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0144_rank_02.png
Cosmos3_seed101_0010,144,1,T00,False,0.9714001417160034,0.0007486810106408364,0.021637063965657646,0.9336209297180176,0.6821056008338928,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0144_rank_01.png
Cosmos3_seed101_0010,144,3,T03,False,0.8837358951568604,0.028297278185230028,0.09427239817866225,0.6701371669769287,0.1099247708916664,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0144_rank_03.png
Cosmos3_seed101_0010,147,2,T02,False,0.9791007041931152,0.00030765422109060804,0.015751385410436226,0.7449783086776733,0.3619202673435211,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0147_rank_02.png
