case,frame,n_candidates,top1_similarity,top2_similarity,top3_similarity
Cosmos3_seed101_0039,141,11,0.823451578617096,0.7693438529968262,0.6768462061882019
Cosmos3_seed101_0039,144,12,0.8316018581390381,0.8163853883743286,0.7324017286300659
Cosmos3_seed101_0039,147,12,0.8189164400100708,0.7778526544570923,0.7633841037750244
Cosmos3_seed101_0039,150,11,0.753875732421875,0.7231420278549194,0.6743465662002563
Cosmos3_seed101_0039,153,12,0.79473876953125,0.7154899835586548,0.662851095199585
Cosmos3_seed101_0039,156,12,0.7828609943389893,0.7181395888328552,0.6787181496620178
Cosmos3_seed101_0039,159,12,0.7983414530754089,0.7131645083427429,0.7098919153213501
Cosmos3_seed101_0039,162,12,0.7785463333129883,0.6598284840583801,0.6438697576522827
Cosmos3_seed101_0039,165,12,0.7533656358718872,0.7167487740516663,0.6858752965927124
Cosmos3_seed101_0039,168,12,0.7745896577835083,0.7182115912437439,0.7098060846328735
Cosmos3_seed101_0039,171,12,0.7769699096679688,0.6649483442306519,0.663213312625885
Cosmos3_seed101_0039,174,11,0.7748269438743591,0.7734258770942688,0.745252251625061
Cosmos3_seed101_0039,177,10,0.7686506509780884,0.7642550468444824,0.7506614327430725
Cosmos3_seed101_0039,180,10,0.7691018581390381,0.7604398727416992,0.7314658164978027
Cosmos3_seed101_0039,183,10,0.7481127977371216,0.7433516979217529,0.7245504260063171
Cosmos3_seed101_0039,186,8,0.7635469436645508,0.7567769289016724,0.7353832721710205
Cosmos3_seed101_0039,188,7,0.7660213708877563,0.7652304172515869,0.749008059501648
Cosmos3_seed101_0049,0,1,0.9696760773658752,,
Cosmos3_seed101_0049,3,1,0.9676139950752258,,
Cosmos3_seed101_0049,6,1,0.9568871855735779,,
Cosmos3_seed101_0049,9,1,0.9568629264831543,,
Cosmos3_seed101_0049,12,1,0.9610066413879395,,
Cosmos3_seed101_0049,15,1,0.9510447978973389,,
Cosmos3_seed101_0049,18,1,0.9505419135093689,,
Cosmos3_seed101_0049,21,1,0.9603770971298218,,
Cosmos3_seed101_0049,24,1,0.9501535892486572,,
Cosmos3_seed101_0049,27,1,0.9482506513595581,,
Cosmos3_seed101_0049,30,1,0.952988862991333,,
Cosmos3_seed101_0049,33,1,0.9483935832977295,,
Cosmos3_seed101_0049,36,1,0.9551723003387451,,
Cosmos3_seed101_0049,39,1,0.954413652420044,,
Cosmos3_seed101_0049,42,1,0.9558511972427368,,
Cosmos3_seed101_0049,45,1,0.9589242935180664,,
Cosmos3_seed101_0049,48,1,0.9562690258026123,,
Cosmos3_seed101_0049,51,1,0.9569081664085388,,
Cosmos3_seed101_0049,54,1,0.9635597467422485,,
Cosmos3_seed101_0049,57,1,0.958627462387085,,
Cosmos3_seed101_0049,60,1,0.9614239931106567,,
Cosmos3_seed101_0049,63,1,0.9548864960670471,,
Cosmos3_seed101_0049,66,1,0.952287495136261,,
Cosmos3_seed101_0049,69,1,0.9537217617034912,,
Cosmos3_seed101_0049,72,1,0.9521403312683105,,
Cosmos3_seed101_0049,75,1,0.9455357789993286,,
Cosmos3_seed101_0049,78,1,0.9507542252540588,,
Cosmos3_seed101_0049,81,1,0.9331227540969849,,
Cosmos3_seed101_0049,84,1,0.9481059312820435,,
Cosmos3_seed101_0049,87,1,0.9574679136276245,,
Cosmos3_seed101_0049,90,1,0.9510267972946167,,
Cosmos3_seed101_0049,93,1,0.945895791053772,,
Cosmos3_seed101_0049,96,1,0.9512400031089783,,
Cosmos3_seed101_0049,99,1,0.9589415788650513,,
Cosmos3_seed101_0049,102,1,0.9546328783035278,,
Cosmos3_seed101_0049,105,1,0.954028844833374,,
Cosmos3_seed101_0049,108,1,0.9084895849227905,,
Cosmos3_seed101_0049,111,2,0.9143565893173218,0.6826203465461731,
Cosmos3_seed101_0049,114,2,0.9146944284439087,0.6209700107574463,
Cosmos3_seed101_0049,117,4,0.93362957239151,0.660864531993866,0.6229407787322998
Cosmos3_seed101_0049,120,3,0.9322694540023804,0.6082704067230225,0.5974797010421753
Cosmos3_seed101_0049,123,3,0.9287137985229492,0.621855616569519,0.6199710965156555
Cosmos3_seed101_0049,126,2,0.8957846164703369,0.6313347816467285,
Cosmos3_seed101_0049,129,4,0.7717106342315674,0.6693378686904907,0.6210812330245972
Cosmos3_seed101_0049,132,2,0.8735144734382629,0.6395318508148193,
Cosmos3_seed101_0049,135,2,0.8692666292190552,0.6375147104263306,
Cosmos3_seed101_0049,138,1,0.869118332862854,,
Cosmos3_seed101_0049,141,1,0.8389915227890015,,
Cosmos3_seed101_0049,144,1,0.8695409893989563,,
Cosmos3_seed101_0049,147,3,0.8662733435630798,0.8418653011322021,0.8263088464736938
Cosmos3_seed101_0049,150,1,0.8349806070327759,,
Cosmos3_seed101_0049,153,1,0.8292310237884521,,
Cosmos3_seed101_0049,156,2,0.8513317108154297,0.5867058038711548,
Cosmos3_seed101_0049,159,2,0.8514865636825562,0.6167862415313721,
Cosmos3_seed101_0049,162,1,0.8375868201255798,,
Cosmos3_seed101_0049,165,3,0.8499335050582886,0.6477257609367371,0.5897045731544495
Cosmos3_seed101_0049,168,5,0.8264739513397217,0.7208046317100525,0.6927273273468018
Cosmos3_seed101_0049,171,6,0.7303876876831055,0.7241587042808533,0.6619089841842651
Cosmos3_seed101_0049,174,5,0.7467780113220215,0.6588872671127319,0.6032028198242188
Cosmos3_seed101_0049,177,4,0.7775004506111145,0.670112133026123,0.6140608191490173
Cosmos3_seed101_0049,180,2,0.7801973223686218,0.5846927165985107,
Cosmos3_seed101_0049,183,2,0.7751854658126831,0.5818699598312378,
Cosmos3_seed101_0049,186,2,0.7816718816757202,0.580730676651001,
Cosmos3_seed101_0049,188,2,0.7726283073425293,0.5842764377593994,
LVP_0062,0,1,0.9601816534996033,,
LVP_0062,3,1,0.971179187297821,,
LVP_0062,6,1,0.9537482261657715,,
LVP_0062,9,1,0.9770007133483887,,
LVP_0062,12,1,0.9613789319992065,,
LVP_0062,15,1,0.9468808174133301,,
LVP_0062,18,1,0.9156539440155029,,
LVP_0062,21,1,0.9319648742675781,,
LVP_0062,24,1,0.932327151298523,,
LVP_0062,27,1,0.911329984664917,,
LVP_0062,30,2,0.8661683201789856,0.7589421272277832,
LVP_0062,33,1,0.867403507232666,,
LVP_0062,36,1,0.8971046209335327,,
LVP_0062,39,1,0.8975911140441895,,
LVP_0062,42,2,0.9083240032196045,0.835589587688446,
LVP_0062,45,2,0.9045798778533936,0.8911863565444946,
LVP_0062,48,2,0.9079241156578064,0.8995559215545654,
LVP_0043,0,12,0.9220855236053467,0.7351398468017578,0.5753049254417419
LVP_0043,3,12,0.9265923500061035,0.7353644371032715,0.5730979442596436
LVP_0043,6,12,0.9203481674194336,0.7296169996261597,0.5682202577590942
LVP_0043,9,12,0.9252994060516357,0.7301454544067383,0.5529958009719849
LVP_0043,12,12,0.8839205503463745,0.7139770984649658,0.5547839403152466
LVP_0043,15,12,0.8649885058403015,0.712271511554718,0.5795376300811768
LVP_0043,18,12,0.8175632357597351,0.7065456509590149,0.554401159286499
LVP_0043,21,12,0.8056337833404541,0.7021983861923218,0.5789604783058167
LVP_0043,24,12,0.8052057027816772,0.7071586847305298,0.5547992587089539
LVP_0043,27,12,0.8025768995285034,0.7156461477279663,0.5044355392456055
LVP_0043,30,12,0.7965830564498901,0.7075232267379761,0.568760097026825
LVP_0043,33,12,0.7907117605209351,0.7032239437103271,0.5666536092758179
LVP_0043,36,12,0.7901232838630676,0.7029037475585938,0.569220781326294
LVP_0043,39,12,0.7804391384124756,0.7065040469169617,0.5675047039985657
LVP_0043,42,12,0.8253215551376343,0.696738600730896,0.558777928352356
LVP_0043,45,12,0.8314089179039001,0.6940196752548218,0.5728639960289001
LVP_0043,48,12,0.8721200823783875,0.7073005437850952,0.562328577041626
