case,frame,rank,gdino_score,source_similarity,x1,y1,x2,y2
Cosmos2.5_0016,81,3,0.10215713828802109,0.5814951658248901,503.2862243652344,91.22885131835938,1189.26123046875,696.8084716796875
Cosmos2.5_0016,84,1,0.621330976486206,0.9382525682449341,699.1196899414062,289.1405334472656,748.7562866210938,363.1345520019531
Cosmos2.5_0016,84,2,0.2836377024650574,0.8770197629928589,540.6548461914062,311.6695556640625,601.0807495117188,381.86181640625
Cosmos2.5_0016,87,1,0.5916089415550232,0.9399097561836243,699.1994018554688,289.3265686035156,748.6597290039062,363.1587829589844
Cosmos2.5_0016,87,2,0.3184424638748169,0.8909803628921509,537.0040893554688,312.2945556640625,598.2919311523438,382.4774169921875
Cosmos2.5_0016,87,3,0.12817208468914032,0.8466700911521912,522.3956298828125,297.0479431152344,612.7852783203125,393.3251647949219
Cosmos2.5_0016,90,1,0.5613473653793335,0.9350996017456055,699.2646484375,289.2901916503906,748.679443359375,362.9544982910156
Cosmos2.5_0016,90,2,0.3555586338043213,0.873197615146637,534.7432250976562,312.6732482910156,596.5507202148438,382.7882995605469
Cosmos2.5_0016,90,3,0.14277629554271698,0.8567517995834351,520.201171875,298.72564697265625,612.190673828125,393.96856689453125
Cosmos2.5_0016,92,1,0.5691589117050171,0.9305161833763123,699.3355102539062,289.34259033203125,748.6130981445312,363.02850341796875
Cosmos2.5_0016,92,2,0.3517017960548401,0.8786731958389282,533.75146484375,313.0404052734375,595.36865234375,382.9757080078125
Cosmos2.5_0016,92,3,0.13968579471111298,0.8459675908088684,519.1737060546875,298.8878173828125,611.0736083984375,394.342041015625
Cosmos3_seed101_0003,0,1,0.644767701625824,0.9835569858551025,500.45904541015625,402.11761474609375,536.2800903320312,439.89215087890625
Cosmos3_seed101_0003,0,2,0.1952444314956665,0.5737397074699402,3.09271240234375,258.50604248046875,986.7020874023438,716.759033203125
Cosmos3_seed101_0003,0,3,0.17103880643844604,0.5613222122192383,436.59912109375,175.32818603515625,593.99853515625,371.9293212890625
Cosmos3_seed101_0003,0,4,0.12032021582126617,0.4560769200325012,671.0316162109375,0.823577880859375,1279.0831298828125,715.3990478515625
Cosmos3_seed101_0003,0,5,0.11728397756814957,0.655956506729126,1079.0887451171875,540.6866455078125,1129.6107177734375,595.2581787109375
Cosmos3_seed101_0003,3,1,0.666580319404602,0.9881759881973267,500.3947448730469,402.4346923828125,536.2755126953125,439.8072509765625
Cosmos3_seed101_0003,3,2,0.18346188962459564,0.5890100598335266,2.859222412109375,257.66021728515625,987.6590576171875,716.9647827148438
Cosmos3_seed101_0003,3,3,0.1592688411474228,0.5598399043083191,436.4615783691406,175.3195037841797,594.171875,372.11151123046875
Cosmos3_seed101_0003,3,4,0.10852228850126266,0.46386241912841797,670.6011962890625,0.584808349609375,1278.9310302734375,715.4486083984375
Cosmos3_seed101_0003,3,5,0.10340218991041183,0.6172686219215393,1079.8333740234375,540.2540283203125,1129.5382080078125,594.4022216796875
Cosmos3_seed101_0003,6,1,0.6716439127922058,0.985902726650238,500.4694519042969,402.47796630859375,536.2727661132812,439.95068359375
Cosmos3_seed101_0003,6,2,0.18078000843524933,0.5930382013320923,2.7347412109375,257.93695068359375,986.0755615234375,716.7538452148438
Cosmos3_seed101_0003,6,3,0.16445320844650269,0.5545528531074524,436.3947448730469,175.0926513671875,594.4718017578125,372.1971435546875
Cosmos3_seed101_0003,6,4,0.10829674452543259,0.4624788761138916,670.658447265625,0.4437255859375,1279.0228271484375,715.10791015625
Cosmos3_seed101_0003,9,1,0.6650769114494324,0.9831904172897339,500.5020751953125,402.39056396484375,536.2454833984375,440.058349609375
Cosmos3_seed101_0003,9,2,0.19074974954128265,0.5920537710189819,2.5767822265625,256.3933410644531,986.5433959960938,717.0338134765625
Cosmos3_seed101_0003,9,3,0.1629626452922821,0.5525596141815186,436.49835205078125,175.24392700195312,594.1865844726562,372.2538757324219
Cosmos3_seed101_0003,9,4,0.11761929094791412,0.45105066895484924,663.9627685546875,0.701934814453125,1279.0352783203125,715.7333984375
Cosmos3_seed101_0003,12,1,0.655994176864624,0.9744834899902344,500.2879333496094,401.708251953125,536.1074829101562,439.76971435546875
Cosmos3_seed101_0003,12,2,0.1856752187013626,0.573721170425415,3.15625,257.14715576171875,991.1197509765625,716.8975219726562
Cosmos3_seed101_0003,12,3,0.1731773018836975,0.5618425011634827,436.445068359375,174.75656127929688,594.295654296875,371.6830139160156
Cosmos3_seed101_0003,12,4,0.10364726930856705,0.44268566370010376,648.6685791015625,0.496490478515625,1278.8179931640625,716.1881103515625
Cosmos3_seed101_0003,15,1,0.6634717583656311,0.9765691757202148,500.4823913574219,402.03717041015625,536.2686157226562,439.70648193359375
Cosmos3_seed101_0003,15,2,0.16759973764419556,0.5808577537536621,3.1219482421875,258.4024963378906,990.239990234375,716.916259765625
Cosmos3_seed101_0003,15,3,0.15816029906272888,0.5691735148429871,436.7447509765625,174.9851837158203,594.5694580078125,371.71063232421875
Cosmos3_seed101_0003,15,4,0.10918426513671875,0.43282580375671387,633.8529052734375,0.31298828125,1278.967529296875,715.795654296875
Cosmos3_seed101_0003,18,1,0.6830011606216431,0.9777166247367859,500.4411315917969,402.5135498046875,536.3016967773438,439.634765625
Cosmos3_seed101_0003,18,2,0.14758284389972687,0.559231162071228,436.5336608886719,175.11935424804688,594.1757202148438,371.9855041503906
Cosmos3_seed101_0003,18,3,0.14574457705020905,0.5746719837188721,2.28411865234375,266.84051513671875,989.3182983398438,717.473388671875
Cosmos3_seed101_0003,18,4,0.11575210839509964,0.42806440591812134,602.1171875,1.2122802734375,1278.8525390625,715.1951904296875
Cosmos3_seed101_0003,18,5,0.1006174311041832,0.574062705039978,1076.4378662109375,544.3026733398438,1230.4610595703125,634.7982788085938
Cosmos3_seed101_0003,21,1,0.6700562238693237,0.9789789915084839,500.4421691894531,401.88677978515625,536.287109375,439.63983154296875
Cosmos3_seed101_0003,21,2,0.15059958398342133,0.5555882453918457,2.32257080078125,284.9093017578125,991.3811645507812,716.9682006835938
Cosmos3_seed101_0003,21,3,0.14823530614376068,0.567650556564331,436.4853515625,174.91961669921875,594.181640625,371.66827392578125
Cosmos3_seed101_0003,21,4,0.13559623062610626,0.44044142961502075,576.723876953125,20.376190185546875,1242.21240234375,713.538818359375
Cosmos3_seed101_0003,21,5,0.11037400364875793,0.5744788646697998,1077.1368408203125,543.8189086914062,1230.4007568359375,635.0358276367188
Cosmos3_seed101_0003,24,1,0.6463056206703186,0.9809058904647827,500.57086181640625,402.5049133300781,536.2223510742188,440.1760559082031
Cosmos3_seed101_0003,24,2,0.1562141329050064,0.555544376373291,1.961273193359375,284.8600158691406,992.89892578125,716.6815185546875
Cosmos3_seed101_0003,24,3,0.1532745510339737,0.441568523645401,569.9912719726562,43.337982177734375,1193.402587890625,713.712890625
Cosmos3_seed101_0003,24,4,0.139685720205307,0.5700526237487793,1076.987548828125,545.265625,1230.51318359375,635.1829833984375
Cosmos3_seed101_0003,24,5,0.13842462003231049,0.5425980687141418,436.69830322265625,175.28781127929688,594.2455444335938,371.9452209472656
Cosmos3_seed101_0003,27,1,0.641701877117157,0.9714318513870239,500.42181396484375,401.24505615234375,536.4985961914062,439.69842529296875
Cosmos3_seed101_0003,27,2,0.16653557121753693,0.5576537251472473,1.928802490234375,292.9677734375,989.5574951171875,716.65087890625
Cosmos3_seed101_0003,27,3,0.14092731475830078,0.4708261787891388,518.5965576171875,65.1829833984375,1166.4005126953125,712.930908203125
Cosmos3_seed101_0003,27,4,0.13698981702327728,0.602984607219696,1079.6917724609375,525.6867065429688,1133.6942138671875,586.0294799804688
Cosmos3_seed101_0003,27,5,0.12662959098815918,0.542273759841919,436.3971862792969,174.68695068359375,593.331298828125,371.3594970703125
Cosmos3_seed101_0003,27,6,0.10655006021261215,0.46737056970596313,964.6316528320312,466.5196533203125,1133.679931640625,613.5189208984375
Cosmos3_seed101_0003,30,1,0.634742259979248,0.975722074508667,500.63482666015625,401.357421875,536.8617553710938,439.63116455078125
Cosmos3_seed101_0003,30,2,0.16071152687072754,0.5436992049217224,1.882537841796875,294.34814453125,988.890869140625,716.4149169921875
Cosmos3_seed101_0003,30,3,0.14971448481082916,0.6390115022659302,1080.6541748046875,540.7650756835938,1132.9266357421875,585.7230834960938
Cosmos3_seed101_0003,30,4,0.14176996052265167,0.462113618850708,501.07623291015625,83.53924560546875,1169.23291015625,713.5906372070312
Cosmos3_seed101_0003,30,5,0.13807536661624908,0.6106692552566528,1070.4781494140625,539.864501953125,1134.2152099609375,614.79736328125
Cosmos3_seed101_0003,30,6,0.13339436054229736,0.5242704153060913,436.6932373046875,174.24395751953125,588.06201171875,371.4014892578125
Cosmos3_seed101_0003,30,7,0.12577371299266815,0.46070626378059387,963.9071044921875,466.7396240234375,1133.8843994140625,613.510986328125
Cosmos3_seed101_0003,33,1,0.6034863591194153,0.9715049266815186,500.5914001464844,401.44805908203125,536.7720336914062,439.62799072265625
Cosmos3_seed101_0003,33,2,0.17563693225383759,0.6476720571517944,1079.9283447265625,542.0506591796875,1132.7677001953125,586.210693359375
Cosmos3_seed101_0003,33,3,0.1728397160768509,0.4658145308494568,488.6938171386719,96.80398559570312,1170.752197265625,713.84375
Cosmos3_seed101_0003,33,4,0.13967639207839966,0.5485039949417114,1.9595947265625,294.89483642578125,991.3409423828125,716.2217407226562
Cosmos3_seed101_0003,33,5,0.13329973816871643,0.5021308064460754,436.85797119140625,174.66232299804688,585.7070922851562,370.8025817871094
Cosmos3_seed101_0003,33,6,0.1254698783159256,0.47687849402427673,964.8858642578125,466.7382507324219,1133.3968505859375,613.492919921875
Cosmos3_seed101_0003,33,7,0.1055065467953682,0.575299859046936,1073.7672119140625,541.7631225585938,1229.9764404296875,634.4619750976562
Cosmos3_seed101_0003,36,1,0.5748650431632996,0.9737381935119629,500.4527282714844,401.4087829589844,536.5811157226562,439.6584777832031
Cosmos3_seed101_0003,36,2,0.21351797878742218,0.6645268201828003,1079.2928466796875,541.77197265625,1132.4803466796875,585.9432373046875
Cosmos3_seed101_0003,36,3,0.18606069684028625,0.46452465653419495,478.493408203125,103.79119873046875,1171.467041015625,714.1153564453125
Cosmos3_seed101_0003,36,4,0.1560102105140686,0.5453925728797913,1.89813232421875,296.01123046875,990.2907104492188,716.0337524414062
Cosmos3_seed101_0003,36,5,0.14591655135154724,0.5230883955955505,436.79022216796875,174.61273193359375,589.9159545898438,370.329833984375
Cosmos3_seed101_0003,36,6,0.12988059222698212,0.46090561151504517,964.524658203125,466.43194580078125,1133.22216796875,612.8023071289062
Cosmos3_seed101_0003,36,7,0.12829451262950897,0.5772486329078674,1074.392333984375,540.8980712890625,1229.71826171875,632.5728759765625
Cosmos3_seed101_0003,39,1,0.5448557138442993,0.9685035347938538,500.41650390625,401.03338623046875,536.7552490234375,439.4908447265625
Cosmos3_seed101_0003,39,2,0.19986003637313843,0.6615414619445801,1079.10986328125,541.7586669921875,1131.882568359375,585.9871826171875
Cosmos3_seed101_0003,39,3,0.19289739429950714,0.470016211271286,475.76776123046875,113.54464721679688,1171.843994140625,714.488525390625
Cosmos3_seed101_0003,39,4,0.16361531615257263,0.497139036655426,436.38360595703125,175.13058471679688,594.4968872070312,370.5327453613281
Cosmos3_seed101_0003,39,5,0.15061597526073456,0.5507183074951172,1.822113037109375,298.1239013671875,989.991943359375,716.0386962890625
Cosmos3_seed101_0003,39,6,0.1482895314693451,0.4733959436416626,967.1146240234375,466.2326354980469,1132.7135009765625,611.94970703125
Cosmos3_seed101_0003,39,7,0.13471941649913788,0.5709131956100464,1074.476806640625,541.1561889648438,1229.72607421875,632.9872436523438
Cosmos3_seed101_0003,42,1,0.4976402223110199,0.9614279270172119,500.3726806640625,401.0274658203125,536.7281494140625,439.42730712890625
Cosmos3_seed101_0003,42,2,0.2173290252685547,0.6316162943840027,1079.060302734375,541.4178466796875,1132.424560546875,586.0406494140625
Cosmos3_seed101_0003,42,3,0.21730385720729828,0.48346734046936035,966.0812377929688,465.9727783203125,1133.252685546875,613.1583251953125
Cosmos3_seed101_0003,42,4,0.21502996981143951,0.45883047580718994,474.7803649902344,123.04620361328125,1172.51318359375,714.64501953125
Cosmos3_seed101_0003,42,5,0.18066485226154327,0.4919164776802063,436.34844970703125,174.78567504882812,595.0147094726562,369.2671203613281
Cosmos3_seed101_0003,42,6,0.15675467252731323,0.575520396232605,1074.63818359375,540.4970092773438,1229.744873046875,632.9910278320312
Cosmos3_seed101_0003,42,7,0.1522015780210495,0.5228032469749451,2.10479736328125,299.9150085449219,988.371826171875,716.1182861328125
Cosmos3_seed101_0003,42,8,0.10105127841234207,0.4815860390663147,920.8184814453125,465.87847900390625,1124.9915771484375,715.4170532226562
Cosmos3_seed101_0003,45,1,0.4739440083503723,0.9371205568313599,500.2395935058594,401.09765625,537.0883178710938,439.788330078125
Cosmos3_seed101_0003,45,2,0.25427114963531494,0.639462947845459,1079.2686767578125,541.6118774414062,1132.5579833984375,586.5327758789062
Cosmos3_seed101_0003,45,3,0.22459262609481812,0.4573580026626587,474.8439636230469,132.4239501953125,1173.1492919921875,714.882080078125
Cosmos3_seed101_0003,45,4,0.20464475452899933,0.47190573811531067,436.51922607421875,174.69577026367188,594.5990600585938,369.0443420410156
Cosmos3_seed101_0003,45,5,0.2019960880279541,0.47797876596450806,966.620361328125,465.5062255859375,1133.037841796875,611.2967529296875
Cosmos3_seed101_0003,45,6,0.16093730926513672,0.5043513774871826,2.2435302734375,297.1753234863281,986.7347412109375,716.2462158203125
Cosmos3_seed101_0003,45,7,0.15779080986976624,0.5620735883712769,1075.202880859375,540.477294921875,1229.876708984375,634.4110107421875
Cosmos3_seed101_0003,45,8,0.1081404760479927,0.4777812361717224,921.0781860351562,465.29034423828125,1125.4541015625,715.3796997070312
Cosmos3_seed101_0003,48,1,0.396342396736145,0.8800025582313538,499.95916748046875,403.1029968261719,536.4805297851562,440.1864318847656
Cosmos3_seed101_0003,48,2,0.24546539783477783,0.65483558177948,1079.2205810546875,540.5210571289062,1133.0772705078125,586.7249145507812
Cosmos3_seed101_0003,48,3,0.2319578230381012,0.45421767234802246,466.91986083984375,140.24020385742188,1174.565185546875,715.278076171875
Cosmos3_seed101_0003,48,4,0.2164141684770584,0.48889970779418945,436.7895202636719,174.94784545898438,594.2394409179688,360.6114196777344
Cosmos3_seed101_0003,48,5,0.19956563413143158,0.4681333303451538,965.0083618164062,465.74169921875,1133.6920166015625,612.5133056640625
Cosmos3_seed101_0003,48,6,0.186792254447937,0.5780274868011475,1074.9637451171875,539.9852905273438,1229.5977783203125,634.5232543945312
Cosmos3_seed101_0003,48,7,0.1425185352563858,0.5142329335212708,2.79840087890625,291.2987060546875,987.7920532226562,716.0153198242188
Cosmos3_seed101_0003,48,8,0.11610601842403412,0.47413384914398193,919.8045043945312,464.5903625488281,1125.9652099609375,715.8190307617188
Cosmos3_seed101_0003,48,9,0.10977981984615326,0.4534357488155365,467.83306884765625,140.8022918701172,856.1720581054688,438.82012939453125
Cosmos3_seed101_0003,48,10,0.10973307490348816,0.5249264240264893,921.4171752929688,686.6695556640625,1065.6578369140625,718.2879638671875
Cosmos3_seed101_0003,51,1,0.3483121693134308,0.7699435949325562,499.1997375488281,404.64300537109375,532.48193359375,440.63665771484375
Cosmos3_seed101_0003,51,2,0.2693389356136322,0.6673750877380371,1079.0145263671875,541.4177856445312,1133.0416259765625,586.5678100585938
Cosmos3_seed101_0003,51,3,0.24370673298835754,0.4868822693824768,967.075927734375,465.90771484375,1133.021728515625,588.246826171875
Cosmos3_seed101_0003,51,4,0.2366531491279602,0.43917155265808105,456.0568542480469,143.22348022460938,1176.72216796875,714.8829345703125
Cosmos3_seed101_0003,51,5,0.2175709754228592,0.505768895149231,436.81298828125,174.761474609375,594.351318359375,356.16748046875
Cosmos3_seed101_0003,51,6,0.1833004653453827,0.5691848397254944,1077.127685546875,540.3482055664062,1229.810302734375,634.5695190429688
Cosmos3_seed101_0003,51,7,0.16123038530349731,0.4831886887550354,2.64788818359375,267.726318359375,989.2168579101562,715.8870239257812
Cosmos3_seed101_0003,51,8,0.15306143462657928,0.40950316190719604,966.4646606445312,464.27667236328125,1228.169921875,635.0359497070312
Cosmos3_seed101_0003,51,9,0.12375481426715851,0.4727602005004883,921.6486206054688,464.9931335449219,1124.88232421875,715.3362426757812
Cosmos3_seed101_0003,51,10,0.10513810813426971,0.5148921608924866,921.7396850585938,686.9691162109375,1066.0474853515625,718.1136474609375
Cosmos3_seed101_0003,51,11,0.10286138951778412,0.5500504374504089,1143.4814453125,656.1536865234375,1260.730224609375,718.173095703125
Cosmos3_seed101_0003,54,1,0.3602890968322754,0.7037636041641235,498.4610595703125,408.0929260253906,526.7420654296875,440.9349060058594
Cosmos3_seed101_0003,54,2,0.2501562237739563,0.4424363672733307,449.86181640625,146.565673828125,1177.8311767578125,715.1854248046875
Cosmos3_seed101_0003,54,3,0.23629248142242432,0.6410118937492371,1078.8857421875,541.0358276367188,1132.51123046875,586.7931518554688
Cosmos3_seed101_0003,54,4,0.22232097387313843,0.4741881191730499,966.8129272460938,465.9251403808594,1133.3084716796875,613.0908203125
Cosmos3_seed101_0003,54,5,0.20586733520030975,0.5165491104125977,436.82403564453125,175.08177185058594,594.1874389648438,355.122314453125
Cosmos3_seed101_0003,54,6,0.19027918577194214,0.5641765594482422,1074.241943359375,539.5995483398438,1229.6494140625,636.1698608398438
Cosmos3_seed101_0003,54,7,0.16485971212387085,0.4924919009208679,2.736846923828125,270.08221435546875,992.20263671875,715.7696533203125
Cosmos3_seed101_0003,54,8,0.11910852789878845,0.46566927433013916,918.9806518554688,465.15185546875,1124.37158203125,715.386962890625
Cosmos3_seed101_0003,54,9,0.11070551723241806,0.5717160105705261,1144.5128173828125,560.4835205078125,1205.5369873046875,601.496337890625
Cosmos3_seed101_0003,54,10,0.11016634106636047,0.5373488664627075,1142.9766845703125,656.3447265625,1260.7762451171875,718.286376953125
Cosmos3_seed101_0003,54,11,0.10438933223485947,0.5149161219596863,921.7693481445312,686.7318725585938,1065.4638671875,718.0402221679688
Cosmos3_seed101_0003,54,12,0.10132373124361038,0.6787556409835815,487.78741455078125,398.3997802734375,539.0433959960938,451.5908203125
Cosmos3_seed101_0003,57,1,0.3487505316734314,0.7289893627166748,498.3554382324219,408.9189453125,525.9660034179688,440.335693359375
Cosmos3_seed101_0003,57,2,0.24039195477962494,0.443942129611969,447.1139831542969,149.39144897460938,1178.4232177734375,715.475341796875
Cosmos3_seed101_0003,57,3,0.24006278812885284,0.4745248258113861,965.2601928710938,465.8843688964844,1132.56787109375,614.0948486328125
Cosmos3_seed101_0003,57,4,0.22303380072116852,0.6461067795753479,1079.3167724609375,540.5924072265625,1131.9854736328125,586.3494873046875
Cosmos3_seed101_0003,57,5,0.21101781725883484,0.47825631499290466,437.01373291015625,175.1704864501953,594.2776489257812,354.97113037109375
Cosmos3_seed101_0003,57,6,0.19239488244056702,0.5667306184768677,1074.522216796875,539.1751708984375,1229.54638671875,635.0194091796875
Cosmos3_seed101_0003,57,7,0.17265312373638153,0.4678712487220764,2.664886474609375,263.9206848144531,991.9293212890625,715.7613525390625
Cosmos3_seed101_0003,57,8,0.13800404965877533,0.4661725163459778,920.0592041015625,464.68310546875,1125.2689208984375,715.44677734375
Cosmos3_seed101_0003,57,9,0.12402933835983276,0.5755254030227661,1141.683349609375,560.6202392578125,1205.540283203125,601.770751953125
Cosmos3_seed101_0003,57,10,0.11576540768146515,0.5300939083099365,1142.7359619140625,656.382080078125,1260.1248779296875,718.3250732421875
Cosmos3_seed101_0003,57,11,0.10764744132757187,0.5168994665145874,921.8389892578125,686.8734741210938,1066.736572265625,718.1780395507812
Cosmos3_seed101_0003,60,1,0.30905264616012573,0.7577019929885864,498.3409423828125,408.3675231933594,529.8062744140625,440.5291442871094
Cosmos3_seed101_0003,60,2,0.28470903635025024,0.48000192642211914,965.06103515625,465.741455078125,1132.82373046875,613.9151611328125
Cosmos3_seed101_0003,60,3,0.25002309679985046,0.622292160987854,1071.22900390625,540.156982421875,1133.060791015625,614.4637451171875
Cosmos3_seed101_0003,60,4,0.232330322265625,0.4499862790107727,449.3255310058594,150.63626098632812,1177.9476318359375,715.0882568359375
Cosmos3_seed101_0003,60,5,0.216607004404068,0.5062160491943359,436.8450012207031,174.94192504882812,594.341064453125,355.9688415527344
Cosmos3_seed101_0003,60,6,0.19479992985725403,0.5612199902534485,1074.44921875,539.0982055664062,1229.7568359375,634.9492797851562
Cosmos3_seed101_0003,60,7,0.15924732387065887,0.4646565318107605,2.478607177734375,263.1039123535156,991.869140625,715.684326171875
Cosmos3_seed101_0003,60,8,0.12994864583015442,0.47049129009246826,919.4307861328125,465.091064453125,1125.1580810546875,715.6085205078125
Cosmos3_seed101_0003,60,9,0.12666462361812592,0.5417572259902954,1143.2421875,656.4059448242188,1259.349365234375,718.2785034179688
Cosmos3_seed101_0003,60,10,0.10654103010892868,0.5057418346405029,921.9796752929688,687.2544555664062,1065.964599609375,718.2792358398438
Cosmos3_seed101_0003,60,11,0.10352833569049835,0.5588455200195312,1141.87939453125,559.9051513671875,1205.967041015625,602.7391357421875
Cosmos3_seed101_0003,63,1,0.3234054446220398,0.7592676877975464,498.5677490234375,407.9763488769531,534.656005859375,440.6430969238281
