case,frame,best_pair_score,pair_similarity,min_source_similarity,source_sim_a,source_sim_b
Cosmos3_seed101_0003,81,0.536857158266514,0.8003872036933899,0.6707468032836914,0.7107683420181274,0.6707468032836914
Cosmos3_seed101_0003,84,0.584326941099647,0.8578211665153503,0.681175708770752,0.681175708770752,0.7044522166252136
Cosmos3_seed101_0003,87,0.5464162304590232,0.8688892722129822,0.628867506980896,0.6749579906463623,0.628867506980896
Cosmos3_seed101_0003,90,0.5616170163172995,0.8404141068458557,0.668262243270874,0.7672635912895203,0.668262243270874
Cosmos3_seed101_0003,93,0.5512502446778811,0.8636459708213806,0.6382826566696167,0.7399470210075378,0.6382826566696167
Cosmos3_seed101_0003,96,0.548864032776919,0.9266996383666992,0.592278242111206,0.592278242111206,0.6105502843856812
Cosmos3_seed101_0003,99,0.5427885373124184,0.8544461727142334,0.6352518796920776,0.6425460577011108,0.6352518796920776
Cosmos3_seed101_0003,102,0.5443578367869435,0.8650652766227722,0.6292679309844971,0.6592493653297424,0.6292679309844971
Cosmos3_seed101_0003,105,0.5373960965443132,0.8400866985321045,0.6396912336349487,0.6396912336349487,0.6497937440872192
Cosmos3_seed101_0003,108,0.562084073750686,0.8502586483955383,0.6610742211341858,0.7462199926376343,0.6610742211341858
Cosmos3_seed101_0003,111,0.5812993978197483,0.8627815246582031,0.6737504005432129,0.7318457365036011,0.6737504005432129
Cosmos3_seed101_0003,114,0.5588437308321232,0.8403813242912292,0.6649882793426514,0.7337150573730469,0.6649882793426514
Cosmos3_seed101_0003,117,0.5626133702844669,0.833328127861023,0.6751402616500854,0.686859667301178,0.6751402616500854
Cosmos3_seed101_0003,120,0.5241955741145148,0.8222161531448364,0.6375398635864258,0.7141072750091553,0.6375398635864258
Cosmos3_seed101_0003,123,0.6576848691095805,0.8946201205253601,0.735155463218689,0.735155463218689,0.7754027843475342
Cosmos3_seed101_0003,126,0.5401165446893401,0.8556399941444397,0.6312427520751953,0.8007075786590576,0.6312427520751953
Cosmos3_seed101_0003,129,0.5085710818332814,0.8097764253616333,0.6280388832092285,0.8375493884086609,0.6280388832092285
Cosmos3_seed101_0003,132,0.5119981967894773,0.8263171911239624,0.6196146011352539,0.8012179136276245,0.6196146011352539
Cosmos3_seed101_0003,135,0.5182426097826465,0.8156356811523438,0.6353849172592163,0.8131952285766602,0.6353849172592163
Cosmos3_seed101_0003,138,0.5727551586887074,0.8475543260574341,0.6757739782333374,0.811902642250061,0.6757739782333374
Cosmos3_seed101_0003,141,0.4856585649010512,0.776767909526825,0.6252299547195435,0.8558263778686523,0.6252299547195435
Cosmos3_seed101_0003,144,0.6646798014164972,0.9061588048934937,0.733513593673706,0.8270624876022339,0.733513593673706
Cosmos3_seed101_0003,147,0.6203308995881542,0.86234050989151,0.7193572521209717,0.8499675989151001,0.7193572521209717
Cosmos3_seed101_0003,150,0.6032250591265154,0.8586412668228149,0.7025344371795654,0.8874403834342957,0.7025344371795654
Cosmos3_seed101_0003,153,0.6562797885171001,0.8883718848228455,0.7387444376945496,0.8303263187408447,0.7387444376945496
Cosmos3_seed101_0003,156,0.6996812157339605,0.8447115421295166,0.8283078670501709,0.8283078670501709,0.8285282850265503
Cosmos3_seed101_0003,159,0.673903072987585,0.828514039516449,0.8133876323699951,0.8302068710327148,0.8133876323699951
Cosmos3_seed101_0003,162,0.6873861968245372,0.8295064568519592,0.8286688923835754,0.83326256275177,0.8286688923835754
Cosmos3_seed101_0003,165,0.6674983908325203,0.822083592414856,0.8119592666625977,0.8119592666625977,0.8192379474639893
Cosmos3_seed101_0003,168,0.6912366054645247,0.8679556846618652,0.7963961958885193,0.7963961958885193,0.8233646750450134
Cosmos3_seed101_0003,171,0.5814157790687204,0.8188679218292236,0.7100238800048828,0.7916848659515381,0.7100238800048828
Cosmos3_seed101_0003,174,0.5827327125264503,0.9512269496917725,0.6126116514205933,0.6126116514205933,0.6165829300880432
Cosmos3_seed101_0003,177,0.41250299172545013,0.7331432700157166,0.5626499056816101,0.5626499056816101,0.6003279685974121
Cosmos3_seed101_0003,180,0.3870953192871127,0.6686886548995972,0.5788872241973877,0.8040027022361755,0.5788872241973877
Cosmos3_seed101_0003,183,0.3978283916943326,0.6861250400543213,0.5798190832138062,0.8405543565750122,0.5798190832138062
Cosmos3_seed101_0003,186,0.5023008873011037,0.7925390601158142,0.6337869167327881,0.8250662088394165,0.6337869167327881
Cosmos3_seed101_0003,188,0.407784981941802,0.6723620891571045,0.6064960956573486,0.8557041883468628,0.6064960956573486
LVP_0004,0,0.43135488925580034,0.7599256038665771,0.5676277875900269,0.6411648988723755,0.5676277875900269
LVP_0004,3,0.4303583647680824,0.7530566453933716,0.5714820623397827,0.6483328342437744,0.5714820623397827
LVP_0004,6,0.461947043068335,0.808947741985321,0.5710468292236328,0.5923323035240173,0.5710468292236328
LVP_0004,9,0.49421474176357094,0.8817723989486694,0.5604788064956665,0.5842298269271851,0.5604788064956665
LVP_0004,12,0.6200568004707314,0.854105532169342,0.7259721159934998,0.7259721159934998,0.7861095666885376
LVP_0004,15,0.6270862889548567,0.8462992310523987,0.7409746646881104,0.7409746646881104,0.8251073956489563
LVP_0004,18,0.606798741914659,0.8101479411125183,0.7489974498748779,0.7785374522209167,0.7489974498748779
LVP_0004,21,0.6177809838774273,0.8395854830741882,0.7358166575431824,0.7962527871131897,0.7358166575431824
LVP_0004,24,0.5992532260676526,0.8466745018959045,0.7077728509902954,0.726457953453064,0.7077728509902954
LVP_0004,27,0.6288431833265662,0.8415281772613525,0.7472633719444275,0.7718378305435181,0.7472633719444275
LVP_0004,30,0.6694161362824147,0.8974606394767761,0.7459002733230591,0.7690397500991821,0.7459002733230591
LVP_0004,33,0.6384566275196804,0.8707354664802551,0.7332383394241333,0.7332383394241333,0.7358067035675049
LVP_0004,36,0.5651225493599483,0.8354373574256897,0.6764391660690308,0.7331193685531616,0.6764391660690308
LVP_0004,39,0.5709551849255945,0.8579325675964355,0.6655012369155884,0.7299221158027649,0.6655012369155884
LVP_0004,42,0.5435672009167263,0.9248741865158081,0.5877201557159424,0.5877201557159424,0.5913369655609131
LVP_0004,45,0.5570991133047016,0.8056684136390686,0.691474437713623,0.691474437713623,0.7437080144882202
LVP_0004,48,0.5303690474605673,0.9306453466415405,0.5698938369750977,0.5922752618789673,0.5698938369750977
